dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
1,10,0.0,full_window,10,0.041563700241164736,0.9474216380182002,33587,989
1,10,0.0,half_window,5,0.023818739393217613,0.7714863498483316,33587,989
1,10,0.0,quarter_window,2,0.011075713817846191,0.37613751263902934,33587,989
1,10,1.0,full_window,10,0.052862905653561325,0.7037411526794742,16609,989
1,10,1.0,half_window,5,0.032572701547353845,0.5288169868554095,16609,989
1,10,1.0,quarter_window,2,0.015714371726172557,0.2639029322548028,16609,989
1,10,2.0,full_window,10,0.06173008486175746,0.4044489383215369,7306,989
1,10,2.0,half_window,5,0.04119901450862305,0.2982810920121335,7306,989
1,10,2.0,quarter_window,2,0.02066794415548864,0.15267947421638017,7306,989
1,10,3.0,full_window,10,0.0814498933901919,0.17795753286147623,2345,989
1,10,3.0,half_window,5,0.05799573560767591,0.13549039433771487,2345,989
1,10,3.0,quarter_window,2,0.03155650319829424,0.07482305358948432,2345,989
1,10,4.0,full_window,10,0.11208151382823872,0.07280080889787664,687,989
1,10,4.0,half_window,5,0.08733624454148471,0.05965621840242669,687,989
1,10,4.0,quarter_window,2,0.053857350800582245,0.03741152679474216,687,989
1,10,5.0,full_window,10,0.16666666666666666,0.0262891809908999,174,989
1,10,5.0,half_window,5,0.14367816091954022,0.024266936299292215,174,989
1,10,5.0,quarter_window,2,0.09195402298850575,0.016177957532861477,174,989
1,10,6.0,full_window,10,0.2978723404255319,0.01314459049544995,47,989
1,10,6.0,half_window,5,0.23404255319148937,0.010111223458038422,47,989
1,10,6.0,quarter_window,2,0.10638297872340426,0.005055611729019211,47,989
1,10,7.0,full_window,10,0.42857142857142855,0.005055611729019211,14,989
1,10,7.0,half_window,5,0.35714285714285715,0.004044489383215369,14,989
1,10,7.0,quarter_window,2,0.14285714285714285,0.0020222446916076846,14,989
1,10,8.0,full_window,10,0.6666666666666666,0.003033367037411527,6,989
1,10,8.0,half_window,5,0.5,0.0020222446916076846,6,989
1,10,8.0,quarter_window,2,0.0,0.0,6,989
1,10,9.0,full_window,10,1.0,0.0020222446916076846,2,989
1,10,9.0,half_window,5,0.5,0.0010111223458038423,2,989
1,10,9.0,quarter_window,2,0.0,0.0,2,989
1,10,10.0,full_window,10,1.0,0.0010111223458038423,1,989
1,10,10.0,half_window,5,0.0,0.0,1,989
1,10,10.0,quarter_window,2,0.0,0.0,1,989
1,10,11.0,full_window,10,0.0,0.0,0,989
1,10,11.0,half_window,5,0.0,0.0,0,989
1,10,11.0,quarter_window,2,0.0,0.0,0,989
1,10,12.0,full_window,10,0.0,0.0,0,989
1,10,12.0,half_window,5,0.0,0.0,0,989
1,10,12.0,quarter_window,2,0.0,0.0,0,989
1,10,13.0,full_window,10,0.0,0.0,0,989
1,10,13.0,half_window,5,0.0,0.0,0,989
1,10,13.0,quarter_window,2,0.0,0.0,0,989
1,10,14.0,full_window,10,0.0,0.0,0,989
1,10,14.0,half_window,5,0.0,0.0,0,989
1,10,14.0,quarter_window,2,0.0,0.0,0,989
1,10,15.0,full_window,10,0.0,0.0,0,989
1,10,15.0,half_window,5,0.0,0.0,0,989
1,10,15.0,quarter_window,2,0.0,0.0,0,989
1,10,16.0,full_window,10,0.0,0.0,0,989
1,10,16.0,half_window,5,0.0,0.0,0,989
1,10,16.0,quarter_window,2,0.0,0.0,0,989
1,10,17.0,full_window,10,0.0,0.0,0,989
1,10,17.0,half_window,5,0.0,0.0,0,989
1,10,17.0,quarter_window,2,0.0,0.0,0,989
1,10,18.0,full_window,10,0.0,0.0,0,989
1,10,18.0,half_window,5,0.0,0.0,0,989
1,10,18.0,quarter_window,2,0.0,0.0,0,989
1,10,19.0,full_window,10,0.0,0.0,0,989
1,10,19.0,half_window,5,0.0,0.0,0,989
1,10,19.0,quarter_window,2,0.0,0.0,0,989
1,10,20.0,full_window,10,0.0,0.0,0,989
1,10,20.0,half_window,5,0.0,0.0,0,989
1,10,20.0,quarter_window,2,0.0,0.0,0,989
1,10,21.0,full_window,10,0.0,0.0,0,989
1,10,21.0,half_window,5,0.0,0.0,0,989
1,10,21.0,quarter_window,2,0.0,0.0,0,989
1,10,22.0,full_window,10,0.0,0.0,0,989
1,10,22.0,half_window,5,0.0,0.0,0,989
1,10,22.0,quarter_window,2,0.0,0.0,0,989
1,10,23.0,full_window,10,0.0,0.0,0,989
1,10,23.0,half_window,5,0.0,0.0,0,989
1,10,23.0,quarter_window,2,0.0,0.0,0,989
1,10,24.0,full_window,10,0.0,0.0,0,989
1,10,24.0,half_window,5,0.0,0.0,0,989
1,10,24.0,quarter_window,2,0.0,0.0,0,989
1,10,25.0,full_window,10,0.0,0.0,0,989
1,10,25.0,half_window,5,0.0,0.0,0,989
1,10,25.0,quarter_window,2,0.0,0.0,0,989
1,10,26.0,full_window,10,0.0,0.0,0,989
1,10,26.0,half_window,5,0.0,0.0,0,989
1,10,26.0,quarter_window,2,0.0,0.0,0,989
1,10,27.0,full_window,10,0.0,0.0,0,989
1,10,27.0,half_window,5,0.0,0.0,0,989
1,10,27.0,quarter_window,2,0.0,0.0,0,989
1,10,28.0,full_window,10,0.0,0.0,0,989
1,10,28.0,half_window,5,0.0,0.0,0,989
1,10,28.0,quarter_window,2,0.0,0.0,0,989
1,10,29.0,full_window,10,0.0,0.0,0,989
1,10,29.0,half_window,5,0.0,0.0,0,989
1,10,29.0,quarter_window,2,0.0,0.0,0,989
1,10,30.0,full_window,10,0.0,0.0,0,989
1,10,30.0,half_window,5,0.0,0.0,0,989
1,10,30.0,quarter_window,2,0.0,0.0,0,989
1,10,31.0,full_window,10,0.0,0.0,0,989
1,10,31.0,half_window,5,0.0,0.0,0,989
1,10,31.0,quarter_window,2,0.0,0.0,0,989
1,10,32.0,full_window,10,0.0,0.0,0,989
1,10,32.0,half_window,5,0.0,0.0,0,989
1,10,32.0,quarter_window,2,0.0,0.0,0,989
1,10,33.0,full_window,10,0.0,0.0,0,989
1,10,33.0,half_window,5,0.0,0.0,0,989
1,10,33.0,quarter_window,2,0.0,0.0,0,989
1,10,34.0,full_window,10,0.0,0.0,0,989
1,10,34.0,half_window,5,0.0,0.0,0,989
1,10,34.0,quarter_window,2,0.0,0.0,0,989
1,10,35.0,full_window,10,0.0,0.0,0,989
1,10,35.0,half_window,5,0.0,0.0,0,989
1,10,35.0,quarter_window,2,0.0,0.0,0,989
1,10,36.0,full_window,10,0.0,0.0,0,989
1,10,36.0,half_window,5,0.0,0.0,0,989
1,10,36.0,quarter_window,2,0.0,0.0,0,989
1,10,37.0,full_window,10,0.0,0.0,0,989
1,10,37.0,half_window,5,0.0,0.0,0,989
1,10,37.0,quarter_window,2,0.0,0.0,0,989
1,10,38.0,full_window,10,0.0,0.0,0,989
1,10,38.0,half_window,5,0.0,0.0,0,989
1,10,38.0,quarter_window,2,0.0,0.0,0,989
1,10,39.0,full_window,10,0.0,0.0,0,989
1,10,39.0,half_window,5,0.0,0.0,0,989
1,10,39.0,quarter_window,2,0.0,0.0,0,989
1,10,40.0,full_window,10,0.0,0.0,0,989
1,10,40.0,half_window,5,0.0,0.0,0,989
1,10,40.0,quarter_window,2,0.0,0.0,0,989
1,20,0.0,full_window,20,0.0830251699868782,0.9696663296258847,16766,989
1,20,0.0,half_window,10,0.046642013598950254,0.775530839231547,16766,989
1,20,0.0,quarter_window,5,0.028569724442323752,0.48432760364004046,16766,989
1,20,1.0,full_window,20,0.11263373001562688,0.775530839231547,8319,989
1,20,1.0,half_window,10,0.0710421925712225,0.5884732052578362,8319,989
1,20,1.0,quarter_window,5,0.04555836037985335,0.3832153690596562,8319,989
1,20,2.0,full_window,20,0.14420853479083456,0.6157735085945399,4757,989
1,20,2.0,half_window,10,0.09775068320369981,0.4641051567239636,4757,989
1,20,2.0,quarter_window,5,0.06411603952070632,0.3083923154701719,4757,989
1,20,3.0,full_window,20,0.17689123071132856,0.44287158746208294,2657,989
1,20,3.0,half_window,10,0.1260820474219044,0.33771486349848334,2657,989
1,20,3.0,quarter_window,5,0.08844561535566428,0.23761375126390294,2657,989
1,20,4.0,full_window,20,0.2327790973871734,0.28816986855409504,1263,989
1,20,4.0,half_window,10,0.18210609659540775,0.23154701718907988,1263,989
1,20,4.0,quarter_window,5,0.12430720506730007,0.15874620829120323,1263,989
1,20,5.0,full_window,20,0.3345008756567426,0.19211324570273003,571,989
1,20,5.0,half_window,10,0.276707530647986,0.1597573306370071,571,989
1,20,5.0,quarter_window,5,0.19614711033274956,0.11324570273003033,571,989
1,20,6.0,full_window,20,0.4581818181818182,0.12740141557128412,275,989
1,20,6.0,half_window,10,0.4,0.11122345803842265,275,989
1,20,6.0,quarter_window,5,0.27636363636363637,0.07684529828109202,275,989
1,20,7.0,full_window,20,0.5064935064935064,0.0788675429726997,154,989
1,20,7.0,half_window,10,0.44805194805194803,0.06976744186046512,154,989
1,20,7.0,quarter_window,5,0.33116883116883117,0.05156723963599596,154,989
1,20,8.0,full_window,20,0.68,0.05156723963599596,75,989
1,20,8.0,half_window,10,0.5866666666666667,0.044489383215369056,75,989
1,20,8.0,quarter_window,5,0.44,0.033367037411526794,75,989
1,20,9.0,full_window,20,0.7551020408163265,0.03741152679474216,49,989
1,20,9.0,half_window,10,0.6326530612244898,0.03134479271991911,49,989
1,20,9.0,quarter_window,5,0.40816326530612246,0.020222446916076844,49,989
1,20,10.0,full_window,20,0.9259259259259259,0.025278058645096056,27,989
1,20,10.0,half_window,10,0.8148148148148148,0.022244691607684528,27,989
1,20,10.0,quarter_window,5,0.5925925925925926,0.016177957532861477,27,989
1,20,11.0,full_window,20,1.0,0.016177957532861477,16,989
1,20,11.0,half_window,10,0.875,0.014155712841253791,16,989
1,20,11.0,quarter_window,5,0.6875,0.011122345803842264,16,989
1,20,12.0,full_window,20,1.0,0.012133468149646108,12,989
1,20,12.0,half_window,10,0.8333333333333334,0.010111223458038422,12,989
1,20,12.0,quarter_window,5,0.5833333333333334,0.007077856420626896,12,989
1,20,13.0,full_window,20,1.0,0.006066734074823054,6,989
1,20,13.0,half_window,10,0.8333333333333334,0.005055611729019211,6,989
1,20,13.0,quarter_window,5,0.6666666666666666,0.004044489383215369,6,989
1,20,14.0,full_window,20,1.0,0.005055611729019211,5,989
1,20,14.0,half_window,10,0.8,0.004044489383215369,5,989
1,20,14.0,quarter_window,5,0.8,0.004044489383215369,5,989
1,20,15.0,full_window,20,1.0,0.004044489383215369,4,989
1,20,15.0,half_window,10,0.75,0.003033367037411527,4,989
1,20,15.0,quarter_window,5,0.75,0.003033367037411527,4,989
1,20,16.0,full_window,20,1.0,0.0010111223458038423,1,989
1,20,16.0,half_window,10,1.0,0.0010111223458038423,1,989
1,20,16.0,quarter_window,5,1.0,0.0010111223458038423,1,989
1,20,17.0,full_window,20,1.0,0.0010111223458038423,1,989
1,20,17.0,half_window,10,1.0,0.0010111223458038423,1,989
