Position,Value
0,0
1,0
2,1
3,2
4,4
5,0
6,77
7,0
8,9
9,1
10,0
11,19
12,1
13,13
14,6
15,0
16,1
17,0
18,3
19,1
20,9
21,0
22,1
23,11
24,0
25,2
26,19
27,15
28,2
29,13
30,4
31,23
32,15
33,7
34,23
35,40
36,4
37,1
38,2
39,0
40,12
41,7
42,19
43,12
44,0
45,30
46,0
47,4
48,1
49,0
50,6
51,15
52,7
53,1
54,21
55,30
56,0
57,11
58,0
59,0
60,0
61,4
62,26
63,16
64,0
65,1
66,0
67,2
68,4
69,4
70,4
71,3
72,0
73,6
74,8
75,4
76,1
77,1
78,1
79,5
80,6
81,5
82,5
83,0
84,1
85,30
86,2
87,5
88,6
89,1
90,0
91,10
92,34
93,4
94,7
95,6
96,22
97,10
98,14
99,0
100,11
101,2
102,20
103,1
104,29
105,10
106,0
107,8
108,0
109,0
110,24
111,7
112,3
113,5
114,19
115,13
116,5
117,0
118,0
119,4
120,7
121,10
122,10
123,18
124,0
125,1
126,0
127,0
128,1
129,22
130,0
131,0
132,1
133,0
134,1
135,24
136,8
137,2
138,1
139,0
140,9
141,12
142,0
143,12
144,0
145,2
146,81
147,1
148,26
149,9
150,1
151,7
152,5
153,16
154,3
155,4
156,2
157,0
158,5
159,0
160,0
161,8
162,1
163,0
164,3
165,13
166,1
167,0
168,9
169,15
170,5
171,9
172,0
173,2
174,1
175,2
176,6
177,0
178,3
179,0
180,46
181,0
182,28
183,0
184,13
185,7
186,11
187,6
188,0
189,8
190,0
191,0
192,24
193,8
194,21
195,1
196,13
197,0
198,1
199,10
200,2
201,0
202,1
203,4
204,0
205,0
206,2
207,46
208,1
209,12
210,1
211,1
212,0
213,9
214,0
215,1
216,37
217,6
218,8
219,1
220,1
221,5
222,10
223,0
224,3
225,8
226,0
227,0
228,12
229,1
230,22
231,0
232,1
233,0
234,1
235,25
236,2
237,0
238,7
239,12
240,5
241,0
242,0
243,17
244,0
245,0
246,2
247,2
248,3
249,1
250,0
251,0
252,0
253,10
254,0
255,13
256,9
257,0
258,9
259,0
260,13
261,0
262,1
263,1
264,0
265,18
266,1
267,25
268,0
269,0
270,2
271,1
272,35
273,6
274,16
275,4
276,9
277,3
278,16
279,2
280,5
281,0
282,5
283,0
284,0
285,0
286,0
287,16
288,2
289,5
290,17
291,6
292,17
293,29
294,4
295,18
296,3
297,11
298,2
299,7
300,0
301,6
302,1
303,54
304,1
305,21
306,15
307,9
308,1
309,0
310,0
311,18
312,3
313,6
314,6
315,2
316,0
317,21
318,30
319,1
320,7
321,1
322,0
323,4
324,0
325,9
326,4
327,9
328,0
329,3
330,0
331,1
332,0
333,6
334,9
335,8
336,0
337,4
338,3
339,12
340,8
341,7
342,0
343,1
344,26
345,3
346,26
347,0
348,20
349,0
350,2
351,6
352,1
353,8
354,10
355,8
356,3
357,11
358,15
359,0
360,15
361,1
362,34
363,0
364,8
365,7
366,2
367,3
368,22
369,9
370,15
371,2
372,0
373,3
374,8
375,20
376,5
377,1
378,1
379,10
380,14
381,5
382,7
383,1
384,2
385,3
386,1
387,0
388,36
389,0
390,4
391,6
392,6
393,1
394,0
395,3
396,0
397,13
398,0
399,5
400,3
401,36
402,9
403,0
404,2
405,26
406,0
407,14
408,9
409,1
410,0
411,6
412,1
413,1
414,3
415,5
416,27
417,7
418,10
419,0
420,3
421,2
422,0
423,0
424,7
425,1
426,3
427,1
428,0
429,3
430,4
431,4
432,8
433,17
434,2
435,0
436,20
437,0
438,12
439,0
440,10
441,6
442,2
443,20
444,6
445,2
446,24
447,5
448,1
449,1
450,3
451,4
452,1
453,0
454,0
455,2
456,4
457,4
458,10
459,20
460,3
461,4
462,0
463,15
464,0
465,2
466,4
467,0
468,0
469,3
470,1
471,9
472,1
473,7
474,10
475,31
476,4
477,16
478,15
479,15
480,8
481,1
482,3
483,1
484,11
485,3
486,0
487,23
488,2
489,2
490,6
491,4
492,0
493,16
494,3
495,4
496,3
497,4
498,2
499,0
500,4
501,2
502,2
503,28
504,0
505,16
506,6
507,1
508,2
509,1
510,0
511,9
512,7
513,4
514,8
515,14
516,0
517,14
518,3
519,0
520,6
521,3
522,0
523,0
524,31
525,11
526,28
527,0
528,3
529,0
530,9
531,0
