Bin_Center,mean_of_means,sd_of_means,n_datasets,se_of_means
0.0,14.887977287103055,8.642878726234693,688,0.3295066623272185
10000.0,14.201710962836918,8.67079620589994,1376,0.2337490001910106
20000.0,13.638790188559385,8.072328158647787,1376,0.21761538288879914
30000.0,13.476356629927604,7.962391424024132,1376,0.21465168714594932
40000.0,13.6924397867025,8.449236173816573,1376,0.22777614201836258
50000.0,13.043904944401962,7.947016031507631,1376,0.2142371943424129
60000.0,12.35846832653683,7.409344207866159,1376,0.1997425333882604
70000.0,12.192486156496155,7.472612649373629,1376,0.20144813626426292
80000.0,12.584570062876436,7.697232091036938,1376,0.20750347059175353
90000.0,12.752830402269362,7.710064720366017,1290,0.21466595284722798
100000.0,12.323349827996939,7.39228712541833,1290,0.20581829297833557
110000.0,12.397956790433799,7.7521457798969164,1290,0.21583758642861153
120000.0,12.468957930722468,7.774572393549869,1204,0.22405945146950115
130000.0,12.533038200844626,7.759256629721152,1161,0.22772148440170314
140000.0,12.597352299258255,7.59789534384562,1161,0.22298579472187044
150000.0,11.708521397266221,7.097837409668176,1161,0.20830991267647547
160000.0,11.505146857825473,7.838572622962249,989,0.2492521083443598
170000.0,12.238264880804513,7.668637465200209,946,0.24932891021287748
180000.0,12.368083716720337,7.591599698914945,946,0.24682419638329522
190000.0,12.348824082648411,7.766659924152443,946,0.2525158952513349
200000.0,11.211315889789361,7.248293864931744,946,0.2356623609405345
210000.0,11.45351392707679,7.144065054762741,903,0.2377395988054569
220000.0,11.864873767641607,7.246104867332937,903,0.2411352711455974
230000.0,11.739076874543775,7.19620287982848,903,0.23947463698311935
240000.0,12.409043509416549,8.908761661705707,860,0.3037862512487431
250000.0,11.592695889551884,7.519022736439386,817,0.2630573070074332
260000.0,11.510339796665471,7.40574318075946,817,0.2590941570209669
270000.0,11.699979389418768,7.4061020560944355,817,0.2591067124796321
280000.0,11.428693766663805,7.022381826888222,774,0.252414302295595
290000.0,11.242526302467194,7.228140107578604,774,0.2598101309677335
300000.0,12.154327583488977,8.709507570874687,774,0.31305678486792
310000.0,12.631465365520583,9.319259046709433,774,0.3349738490693034
320000.0,12.058321818125155,8.211589433067115,731,0.3037166064629899
330000.0,11.000309183053517,6.882189358881807,731,0.25454696854401276
340000.0,11.865864162024819,7.546280562464424,688,0.2876992492761371
350000.0,11.300671378029918,6.8104817763912475,688,0.25964718354398075
360000.0,11.424963848129655,6.909602148344547,688,0.26342611229740925
370000.0,11.6099188392758,7.445083343710774,645,0.2931498703795812
380000.0,10.963935944911018,7.13022959761721,645,0.2807525162339324
390000.0,11.379973152657387,7.112878931718331,645,0.2800693344313334
400000.0,11.795589421297079,7.553613036167987,602,0.30786228395286747
410000.0,11.66956923426806,7.540771747899341,602,0.3073389121152643
420000.0,11.486869893316218,7.061446371064157,602,0.28780306820024293
430000.0,10.990660298668988,7.154220773339437,559,0.30259129781414257
440000.0,10.600945659799095,6.341942319100925,559,0.26823557977837265
450000.0,10.497675068551429,6.776665103050096,473,0.3115913934078908
460000.0,11.024760322064969,6.995650352979388,430,0.33736021691382195
470000.0,11.4617774790463,7.463781539768193,387,0.3794053380298454
480000.0,11.607846823854418,7.268960710575484,387,0.3695020387222118
490000.0,11.298600486324146,7.359246652112174,387,0.37409153105737125
500000.0,10.28921476233198,6.4961053930325185,387,0.330215595055794
510000.0,12.617709893707934,7.483785012494873,344,0.40349864597782553
520000.0,11.679151374864809,7.629501311796263,344,0.4113551423051311
530000.0,11.297040397631827,7.279684628841985,344,0.3924942907872373
540000.0,10.737088803135956,7.2366818953265035,344,0.39017573878208583
550000.0,11.613376126552836,7.443857745390621,344,0.40134591200868264
560000.0,11.48035027528181,7.115699000656851,344,0.3836527782608818
570000.0,11.46099975194952,6.773260685011363,301,0.3904042555453372
580000.0,11.367490468287242,7.174623469384082,258,0.4466725467944419
590000.0,10.216393173443885,6.7497694503050045,258,0.420222290899104
600000.0,10.903511847820518,7.166491838909508,215,0.48875068679976286
610000.0,11.293096819974657,7.056517557202654,215,0.4812505030386224
620000.0,10.328342558218873,6.953949094611563,215,0.474255391949091
630000.0,11.280618462744284,7.380875145282106,215,0.5033715069420704
640000.0,12.167445159847228,7.711458854995633,172,0.5879932252827693
650000.0,9.012687707312876,5.35057607288449,172,0.40797760078536355
660000.0,10.686066179913485,7.159626450379699,172,0.5459163988992026
670000.0,11.044677870532057,8.31124959544947,129,0.7317647239011961
680000.0,12.783127057832623,8.101972743982097,129,0.713338924546454
690000.0,11.040206489796063,7.3464966459198875,129,0.6468229630218321
700000.0,11.267910062436355,7.700027996609382,129,0.6779496628347408
710000.0,11.283741315867216,7.6109516780241036,129,0.6701069302916849
720000.0,13.21503619166644,8.459084447939993,129,0.7447808568873756
730000.0,11.882037122828866,7.361984290687156,129,0.6481865741090511
740000.0,11.144885561689009,7.789452694269146,129,0.6858230684449842
750000.0,11.877751019176554,7.980408567274834,129,0.7026357955905901
760000.0,8.965797309008368,5.841176202965586,129,0.5142868881908715
770000.0,11.096954918955117,7.529308605293756,86,0.8119062272133388
780000.0,11.416033608513759,7.485358655179352,86,0.8071669822103499
790000.0,8.888588940441757,5.306420460302452,86,0.5722060340178796
800000.0,10.232637821425113,5.947066103368621,86,0.6412886303504047
810000.0,11.613804458889781,7.820777440104001,86,0.8433361199733025
