Count,Frequency,Percentage
1,168412,24.634242668031888
2,75503,11.044101513932567
3,42538,6.2221897169604325
4,29298,4.2855262195567905
5,22634,3.310758429020698
6,19042,2.785343377459226
7,16168,2.3649528267388287
8,14395,2.1056095955532803
9,12841,1.8783002998610399
10,11931,1.7451912528340525
11,10855,1.5878007752504937
12,9867,1.4432823813354787
13,9189,1.3441088276164703
14,8455,1.2367439479265707
15,8093,1.183792876471879
16,7663,1.120895194909676
17,7144,1.0449791560008777
18,6671,0.9757917062824546
19,6452,0.9437577707891465
20,6164,0.9016309515102757
21,5783,0.8459006801726029
22,5498,0.8042126819278871
23,5362,0.7843194617128648
24,5095,0.7452643896730784
25,4801,0.7022599283258978
26,4475,0.6545747092810649
27,4433,0.6484312148028962
28,4201,0.614495721494917
29,4051,0.5925546697871719
30,3936,0.5757331968112338
31,3758,0.5496964821180428
32,3621,0.5296569882249689
33,3480,0.5090323996196885
34,3306,0.483580779638704
35,3247,0.47495063263365755
36,3129,0.4576903386235647
37,3049,0.44598844437943386
38,2885,0.42199956117896587
39,2828,0.41366196153002266
40,2650,0.3876252468368317
41,2708,0.3961091201638265
42,2504,0.3662692898412931
43,2534,0.3706575001828421
44,2408,0.3522270167483361
45,2387,0.3491552695092518
46,2286,0.3343816280260367
47,2137,0.3125868499963432
48,2117,0.30966137643531044
49,2013,0.2944489139179405
50,1969,0.28801287208366855
51,1891,0.2766035251956411
52,1955,0.2859650405909457
53,1855,0.2713376727857822
54,1716,0.251005631536605
55,1760,0.2574416733708769
56,1684,0.24632487383895268
57,1683,0.24617860016090104
58,1642,0.24018137936078401
59,1585,0.23184377971184086
60,1522,0.22262853799458787
61,1504,0.21999561178965843
62,1404,0.205368243984495
63,1340,0.19600672858919038
64,1334,0.19512908652088057
65,1255,0.18357346595480145
66,1295,0.18942441307686683
67,1203,0.17596723469611644
68,1187,0.17362685584729026
69,1143,0.16719081401301836
70,1224,0.17903898193520076
71,1106,0.16177868792510788
72,1089,0.1592920353982301
73,1067,0.15607401448109415
74,1071,0.15665910919330064
75,995,0.14554230966137643
76,957,0.13998390989541432
77,949,0.13881372047100124
78,950,0.13895999414905288
79,882,0.12901338404154172
80,912,0.13340159438309077
81,913,0.13354786806114238
82,836,0.12228479485116653
83,817,0.11950559496818548
84,812,0.1187742265779273
85,741,0.10838879543626126
86,813,0.11892050025597894
87,725,0.1060484165874351
