Position,Value
0,10
1,20
2,0
3,10
4,5
5,15
6,0
7,7
8,0
9,28
10,2
11,0
12,7
13,3
14,0
15,9
16,1
17,1
18,6
19,10
20,2
21,14
22,16
23,4
24,29
25,0
26,5
27,10
28,34
29,0
30,1
31,17
32,0
33,2
34,0
35,0
36,26
37,0
38,4
39,0
40,2
41,13
42,1
43,2
44,0
45,1
46,2
47,6
48,9
49,2
50,0
51,2
52,0
53,34
54,9
55,0
56,0
57,4
58,15
59,3
60,10
61,7
62,10
63,1
64,24
65,7
66,64
67,5
68,12
69,3
70,23
71,9
72,2
73,6
74,2
75,1
76,0
77,3
78,0
79,3
80,5
81,0
82,29
83,27
84,2
85,5
86,3
87,0
88,13
89,4
90,14
91,0
92,7
93,8
94,16
95,0
96,4
97,0
98,4
99,0
100,10
101,6
102,0
103,51
104,3
105,1
106,0
107,0
108,5
109,5
110,11
111,8
112,17
113,0
114,0
115,20
116,1
117,1
118,6
119,1
120,0
121,0
122,6
123,1
124,0
125,0
126,3
127,1
128,14
129,23
130,5
131,1
132,1
133,0
134,3
135,2
136,6
137,3
138,6
139,1
140,30
141,7
142,11
143,22
144,12
145,0
146,0
147,0
148,0
149,11
150,0
151,1
152,2
153,24
154,3
155,6
156,0
157,5
158,5
159,26
160,0
161,26
162,7
163,24
164,0
165,29
166,1
167,2
168,4
169,0
170,4
171,0
172,14
173,2
174,0
175,3
176,30
177,0
178,0
179,8
180,17
181,14
182,0
183,0
184,4
185,2
186,0
187,1
188,0
189,1
190,2
191,2
192,0
193,0
194,1
195,0
196,0
197,1
198,4
199,4
200,2
201,2
202,10
203,0
204,2
205,2
206,2
207,0
208,4
209,1
210,0
211,0
212,2
213,14
214,1
215,0
216,6
217,0
218,1
219,2
220,16
221,15
222,0
223,7
224,1
225,3
226,10
227,3
228,13
229,0
230,0
231,7
232,1
233,5
234,6
235,0
236,4
237,11
238,6
239,9
240,1
241,2
242,0
243,26
244,2
245,1
246,1
247,0
248,11
249,8
250,9
251,0
252,0
253,2
254,47
255,15
256,2
257,9
258,1
259,0
260,1
261,0
262,12
263,2
264,9
265,0
266,17
267,5
268,0
269,5
270,0
271,11
272,3
273,13
274,32
275,0
276,0
277,3
278,0
279,0
280,0
281,26
282,9
283,6
284,6
285,17
286,16
287,0
288,2
289,6
290,12
291,1
292,15
293,2
294,0
295,0
296,5
297,20
298,4
299,12
300,66
301,0
302,0
303,5
304,0
305,9
306,3
307,0
308,11
309,0
310,0
311,0
312,0
313,1
314,0
315,1
316,22
317,22
318,42
319,16
320,0
321,0
322,0
323,14
324,1
325,2
326,4
327,4
328,0
329,2
330,0
331,11
332,6
333,16
334,37
335,22
336,2
337,0
338,0
339,1
340,3
341,4
342,0
343,0
344,16
345,2
346,39
347,3
348,0
349,1
350,7
351,14
352,1
353,2
354,3
355,1
356,9
357,1
358,1
359,6
360,16
361,3
362,18
363,0
364,11
365,1
366,1
367,0
368,0
369,0
370,0
371,19
372,1
373,30
374,0
375,2
376,15
377,3
378,1
379,6
380,0
381,0
382,0
383,0
384,0
385,1
386,17
387,1
388,2
389,2
390,1
391,5
392,5
393,4
394,18
395,1
396,1
397,1
398,2
399,0
400,0
401,8
402,2
403,4
404,0
405,24
406,1
407,0
408,0
409,2
410,3
411,0
412,5
413,0
414,0
