region_start,region_end,region_mean
0,186,8.348232441553336
186,231,3.6906715854830967
231,411,5.901233244144415
411,1177,6.249653440092381
1177,2057,19.507799476145497
2057,2190,0.0
2190,2952,15.93137343717916
2952,3933,4.757592695060829
3933,4333,5.298878936113185
4333,4447,13.899976513562601
4447,4570,4.969276757333494
4570,4989,0.0
4989,5756,9.03664636847678
5756,6732,9.355445086558774
6732,7449,1.8360554503854432
7449,7799,7.422202385562122
7799,7942,14.662329606188623
7942,8664,0.9725937796556057
8664,8824,5.254599721537805
8824,8912,6.778808656207683
8912,9250,5.106314413784103
9250,9379,9.39074194783952
9379,10226,0.22458290542400894
10226,10685,3.7169476563616675
10685,10865,0.0
10865,11241,2.153448144531174
11241,12073,0.0
12073,12896,0.7567956962712278
12896,13320,5.888982371692232
13320,13886,11.369706876055037
13886,14333,0.0
14333,15245,9.965742279172915
15245,15725,3.1695624924379335
15725,15881,5.639647922299617
15881,16652,13.557883123701897
16652,16819,8.767472498580299
16819,17711,9.437453657154277
17711,17989,0.0
17989,18591,9.92832506993347
18591,19114,3.5824568905665815
19114,20008,1.2718259249608195
20008,20995,12.957841293830853
20995,21706,0.0
21706,22553,0.5337319138383042
22553,23414,3.486010302432351
23414,23765,10.990827514854981
23765,24510,0.9903166502396477
24510,24613,17.41271624345865
24613,25391,5.060393729286648
25391,25846,0.0
25846,26077,13.403643898428207
26077,26675,9.923003465675166
26675,27258,21.218914153305494
27258,27379,2.704406008529896
27379,28298,1.0122508924052778
28298,28917,5.499013933277611
28917,29806,6.004987895806275
29806,30618,18.93374428143255
30618,30905,8.491533315116591
30905,31789,9.775907958493864
31789,32491,0.0
32491,33203,0.0
33203,33939,0.7787040312310449
33939,34803,12.612493780197514
34803,35530,0.0
35530,35602,8.18553034340966
35602,35797,8.26146389616152
35797,36729,4.125947873480648
36729,36957,6.443228447644884
36957,37185,18.785647989579115
37185,37275,4.442452648559425
37275,38231,0.0
38231,38322,13.194381535089448
38322,38845,7.3666088099600735
38845,39383,5.765100858890242
39383,40226,3.684530959055921
40226,40743,1.7012468317944427
40743,41206,0.0
41206,41684,15.660300403598587
41684,41889,2.982984745076615
41889,42208,1.9046947535819254
42208,42769,4.206503333558666
42769,43667,3.070815442261192
43667,44122,8.563103898175003
44122,44926,5.8483899711548935
44926,45231,0.0
45231,45759,10.08460351229252
45759,46384,0.23285956745559766
46384,46638,1.9050875271385173
46638,47252,9.544841413593025
47252,48220,8.509909905234206
48220,48800,7.287498314382147
48800,49378,0.0
49378,49622,13.585754884651534
49622,50321,6.747971297727788
50321,50714,0.0
50714,51522,8.652481668780604
51522,51811,3.7718672396727557
51811,52429,10.69357165094285
52429,52469,15.414409131761577
52469,52777,3.7662605210385545
52777,53034,9.731637800420033
53034,53141,11.441096194888896
53141,53484,5.377685447196451
53484,54319,0.0
54319,54869,10.570907062065908
54869,55228,0.0
55228,55862,0.0
55862,56653,1.7794125913105607
56653,57140,3.008434991943298
57140,57734,9.703600820473472
57734,58279,0.0
