window_size,threshold,tolerance_type,tolerance_value,precision,mae_localization,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index
10,0.5,full_window,10,0.050341879151638375,2.3348530901722393,0.9874937468734367,0.09579993136003605,71809,1999,69810,603.0,0.9993730352676484,0.05139641524220383
10,0.5,half_window,5,0.03519057499756298,2.3348530901722393,0.9309654827413707,0.06781763748854966,71809,1999,69810,603.0,0.9993730352676484,0.05139641524220383
10,0.5,quarter_window,2,0.017407288779957945,2.3348530901722393,0.6253126563281641,0.03387166702796445,71809,1999,69810,603.0,0.9993730352676484,0.05139641524220383
10,0.71,full_window,10,0.05864788027249808,2.4494845360824744,0.9704852426213106,0.11061135056160049,55927,1999,53928,603.0,0.9993813203163638,0.07570695737724845
10,0.71,half_window,5,0.04344949666529583,2.4494845360824744,0.9004502251125562,0.08289886764581714,55927,1999,53928,603.0,0.9993813203163638,0.07570695737724845
10,0.71,quarter_window,2,0.021581704722227188,2.4494845360824744,0.6038019009504753,0.041673859752097496,55927,1999,53928,603.0,0.9993813203163638,0.07570695737724845
10,0.93,full_window,10,0.07013870714472652,2.5298189563365283,0.9394697348674337,0.13053217438212972,42031,1999,40032,603.0,0.9993941720172892,0.11248765936975344
10,0.93,half_window,5,0.05398396421688754,2.5298189563365283,0.8664332166083042,0.10163543387960469,42031,1999,40032,603.0,0.9993941720172892,0.11248765936975344
10,0.93,quarter_window,2,0.026861126311531966,2.5298189563365283,0.5647823911955978,0.051283215989098345,42031,1999,40032,603.0,0.9993941720172892,0.11248765936975344
10,1.14,full_window,10,0.08812054352213104,2.613800779076238,0.8989494747373686,0.16050718763086846,29732,1999,27733,603.0,0.9994143445302672,0.16849567275387264
10,1.14,half_window,5,0.07042916722722992,2.613800779076238,0.8189094547273637,0.1297033762105023,29732,1999,27733,603.0,0.9994143445302672,0.16849567275387264
10,1.14,quarter_window,2,0.035550921565989504,2.613800779076238,0.5287643821910956,0.06662254577542466,29732,1999,27733,603.0,0.9994143445302672,0.16849567275387264
10,1.36,full_window,10,0.1139687593274301,2.7,0.8404202101050525,0.2007182642027527,20102,1999,18103,603.0,0.9994458531513588,0.2505320750144495
10,1.36,half_window,5,0.09297582330116407,2.7,0.7573786893446723,0.16562011759889558,20102,1999,18103,603.0,0.9994458531513588,0.2505320750144495
10,1.36,quarter_window,2,0.04720923291214805,2.7,0.4747373686843422,0.08587846703769061,20102,1999,18103,603.0,0.9994458531513588,0.2505320750144495
10,1.57,full_window,10,0.14962149324625204,2.7099236641221376,0.7863931965982992,0.2514091405408853,13474,1999,11475,603.0,0.9994890283153683,0.35560360977534655
10,1.57,half_window,5,0.12572361585275346,2.7099236641221376,0.7068534267133567,0.21347734597727866,13474,1999,11475,603.0,0.9994890283153683,0.35560360977534655
10,1.57,quarter_window,2,0.06531096927415764,2.7099236641221376,0.44022011005502754,0.11374652620694113,13474,1999,11475,603.0,0.9994890283153683,0.35560360977534655
10,1.79,full_window,10,0.1932967032967033,2.7444444444444445,0.720360180090045,0.3048042444149877,9100,1999,7101,573.0,0.9995408399822691,0.47256879019549636
10,1.79,half_window,5,0.16483516483516483,2.7444444444444445,0.6438219109554777,0.26247093853244685,9100,1999,7101,573.0,0.9995408399822691,0.47256879019549636
10,1.79,quarter_window,2,0.0867032967032967,2.7444444444444445,0.39469734867433715,0.14217497071808272,9100,1999,7101,573.0,0.9995408399822691,0.47256879019549636
10,10.0,full_window,10,1.0,4.274193548387097,0.031015507753876938,0.06016496846191169,62,1999,1937,32336.0,0.9669982354356523,0.03632103652376151
10,10.0,half_window,5,0.6612903225806451,4.274193548387097,0.02051025512756378,0.039786511402231925,62,1999,1937,32336.0,0.9669982354356523,0.03632103652376151
10,10.0,quarter_window,2,0.22580645161290322,4.274193548387097,0.007003501750875438,0.013585638039786511,62,1999,1937,32336.0,0.9669982354356523,0.03632103652376151
10,2.0,full_window,10,0.2512258908139915,2.8076923076923075,0.6503251625812907,0.3624387496924277,6118,1999,4119,687.0,0.9995861441940332,0.5783889669432515
10,2.0,half_window,5,0.2155933311539719,2.8076923076923075,0.5782891445722862,0.3140900243060909,6118,1999,4119,687.0,0.9995861441940332,0.5783889669432515
10,2.0,quarter_window,2,0.11212814645308924,2.8076923076923075,0.34317158579289647,0.16902796599728964,6118,1999,4119,687.0,0.9995861441940332,0.5783889669432515
10,2.29,full_window,10,0.32952964096855,2.933653846153846,0.5202601300650325,0.40349069785121283,3593,1999,1594,1469.0,0.9995715334675099,0.6462961953995238
10,2.29,half_window,5,0.2816587809629836,2.933653846153846,0.4527263631815908,0.3472683416330894,3593,1999,1594,1469.0,0.9995715334675099,0.6462961953995238
10,2.29,quarter_window,2,0.1433342610631784,2.933653846153846,0.2576288144072036,0.18419170243204575,3593,1999,1594,1469.0,0.9995715334675099,0.6462961953995238
10,2.57,full_window,10,0.42771639042357273,3.016847172081829,0.41570785392696347,0.4216266343856081,2172,1999,173,1534.0,0.9994206290392401,0.6281127149979848
10,2.57,half_window,5,0.36556169429097607,3.016847172081829,0.35617808904452225,0.36080889181056075,2172,1999,173,1534.0,0.9994206290392401,0.6281127149979848
10,2.57,quarter_window,2,0.1850828729281768,3.016847172081829,0.20110055027513757,0.19275953008870778,2172,1999,173,1534.0,0.9994206290392401,0.6281127149979848
10,2.86,full_window,10,0.5062761506276151,3.130105900151286,0.3306653326663332,0.4000470166909253,1434,1999,565,1939.0,0.9990890327545732,0.5462043163007169
10,2.86,half_window,5,0.4246861924686193,3.130105900151286,0.2786393196598299,0.3364993013839888,1434,1999,565,1939.0,0.9990890327545732,0.5462043163007169
10,2.86,quarter_window,2,0.2105997210599721,3.130105900151286,0.15107553776888444,0.17593941159335857,1434,1999,565,1939.0,0.9990890327545732,0.5462043163007169
10,3.14,full_window,10,0.6058174523570712,3.219642857142857,0.2801400700350175,0.38311936913977107,997,1999,1002,3774.0,0.9986023209919664,0.4554561590917329
10,3.14,half_window,5,0.5015045135406219,3.219642857142857,0.23311655827913957,0.31828383541583855,997,1999,1002,3774.0,0.9986023209919664,0.4554561590917329
10,3.14,quarter_window,2,0.2477432296890672,3.219642857142857,0.12356178089044523,0.16488651535380508,997,1999,1002,3774.0,0.9986023209919664,0.4554561590917329
10,3.43,full_window,10,0.6789473684210526,3.3092783505154637,0.24262131065532766,0.35749283614411703,760,1999,1239,3776.0,0.9980747442403308,0.38509688277035115
10,3.43,half_window,5,0.5565789473684211,3.3092783505154637,0.2001000500250125,0.2943691462163909,760,1999,1239,3776.0,0.9980747442403308,0.38509688277035115
10,3.43,quarter_window,2,0.26710526315789473,3.3092783505154637,0.10155077538769385,0.1471547662196448,760,1999,1239,3776.0,0.9980747442403308,0.38509688277035115
10,3.71,full_window,10,0.7597292724196277,3.411764705882353,0.21260630315157578,0.33223762672734836,591,1999,1408,4968.0,0.9973152311419576,0.31508033688581244
10,3.71,half_window,5,0.6142131979695431,3.411764705882353,0.17208604302151076,0.26884807538907207,591,1999,1408,4968.0,0.9973152311419576,0.31508033688581244
