Position,Value
0,0
1,7
2,0
3,0
4,0
5,21
6,15
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,24
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,25
29,18
30,0
31,0
32,0
33,0
34,20
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,11
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,22
65,0
66,12
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,7
83,0
84,12
85,0
86,11
87,13
88,0
89,0
90,0
91,0
92,0
93,0
94,11
95,0
96,0
97,0
98,17
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,10
107,0
108,0
109,0
110,0
111,11
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,17
127,0
128,14
129,0
130,0
131,0
132,0
133,0
134,26
135,0
136,61
137,0
138,19
139,0
140,0
141,0
142,0
143,22
144,0
145,0
146,27
147,0
148,23
149,0
150,0
151,0
152,0
153,23
154,0
155,0
156,0
157,17
158,0
159,36
160,0
161,0
162,0
163,15
164,0
165,0
166,26
167,38
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,25
177,19
178,14
179,0
180,0
181,0
182,0
183,23
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,20
194,31
195,0
196,0
197,14
198,40
199,0
200,37
201,0
202,0
203,0
204,0
205,27
206,0
207,0
208,0
209,0
210,0
211,35
212,0
213,0
214,0
215,0
216,0
217,39
218,29
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,17
228,0
229,29
230,0
231,0
232,0
233,0
234,29
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,19
248,28
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,12
260,29
261,19
262,0
263,36
264,0
265,0
266,48
267,0
268,0
269,0
270,0
271,25
272,37
273,0
274,0
275,0
276,0
277,11
278,0
279,0
280,31
281,0
282,0
283,28
284,10
285,26
286,33
287,0
288,46
289,0
290,0
291,0
292,0
293,0
294,26
295,0
296,0
297,0
298,30
299,0
300,0
301,0
302,0
303,35
304,0
305,37
306,0
307,0
308,43
309,11
310,0
311,0
312,0
313,0
314,0
315,33
316,0
317,0
318,0
319,28
320,31
321,44
322,0
323,23
324,0
325,0
326,30
327,28
328,0
329,20
330,0
331,0
332,0
333,15
334,24
335,0
336,30
337,0
338,11
339,27
340,0
341,0
342,0
343,0
344,0
345,34
346,0
347,14
348,0
349,0
350,30
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,35
359,0
360,0
361,28
362,0
363,0
364,34
365,0
366,0
367,0
368,23
369,14
370,38
371,0
372,0
373,36
374,14
375,0
376,0
377,0
378,0
379,35
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,33
396,38
397,0
398,0
399,0
400,0
401,0
402,10
403,0
404,40
405,0
406,32
407,0
408,0
409,39
410,0
411,0
412,27
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,25
423,0
424,10
425,0
426,0
427,0
428,30
429,0
430,0
431,31
432,0
433,0
434,0
435,0
436,36
437,0
438,38
439,0
440,0
441,0
442,0
443,45
444,0
445,0
446,15
447,0
448,0
449,0
450,39
451,0
452,29
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,27
470,15
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,33
490,0
491,31
492,0
493,0
494,0
495,0
496,0
497,27
498,25
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,18
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,16
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,19
547,30
548,0
549,0
550,19
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,37
560,28
561,0
562,0
563,0
564,0
565,0
566,44
567,25
568,0
569,0
570,0
571,0
572,0
573,0
574,21
575,0
576,6
577,53
578,13
579,26
580,0
581,0
582,38
583,0
584,15
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,20
594,0
595,0
596,0
597,0
598,0
599,0
600,28
601,0
602,35
603,0
604,0
605,0
606,0
607,0
608,35
609,0
610,0
611,0
612,31
613,0
614,34
615,36
616,28
617,0
618,0
619,0
620,22
621,20
622,0
623,0
624,0
625,0
626,30
627,26
628,48
629,0
630,0
631,49
632,0
633,24
634,0
635,23
636,30
637,0
638,0
639,0
640,0
641,32
642,0
643,0
644,45
645,0
646,0
647,0
648,10
649,0
650,0
651,0
652,0
653,0
654,24
655,0
656,0
657,0
658,0
659,0
660,43
661,0
662,0
663,0
664,0
665,0
666,13
667,0
668,21
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,18
678,0
679,0
680,0
681,0
