Position,Value
0,0
1,0
2,0
3,0
4,9
5,0
6,40
7,15
8,0
9,0
10,0
11,12
12,51
13,0
14,0
15,33
16,19
17,35
18,0
19,0
20,0
21,0
22,0
23,29
24,32
25,0
26,0
27,37
28,0
29,67
30,0
31,0
32,0
33,0
34,43
35,0
36,58
37,0
38,44
39,0
40,0
41,23
42,0
43,38
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,11
52,24
53,0
54,0
55,0
56,58
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,14
65,29
66,0
67,0
68,0
69,17
70,37
71,25
72,13
73,0
74,0
75,0
76,0
77,0
78,28
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,69
89,28
90,0
91,0
92,24
93,0
94,34
95,0
96,26
97,0
98,0
99,0
100,0
101,0
102,15
103,19
104,0
105,35
106,0
107,0
108,0
109,0
110,35
111,0
112,14
113,0
114,0
115,36
116,49
117,0
118,0
119,0
120,29
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,63
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,23
137,14
138,25
139,0
140,0
141,0
142,13
143,0
144,35
145,0
146,0
147,0
148,0
149,0
150,11
151,0
152,0
153,0
154,39
155,0
156,41
157,38
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,27
166,0
167,42
168,0
169,0
170,0
171,0
172,0
173,18
174,0
175,18
176,0
177,0
178,8
179,6
180,0
181,0
182,0
183,0
184,0
185,38
186,0
187,0
188,0
189,0
190,0
191,38
192,0
193,0
194,40
195,0
196,0
197,0
198,58
199,0
200,0
201,0
202,0
203,0
204,21
205,0
206,0
207,78
208,24
209,0
210,0
211,0
212,0
213,71
214,18
215,0
216,0
217,23
218,0
219,0
220,0
221,0
222,44
223,0
224,29
225,0
226,0
227,19
228,0
229,97
230,0
231,0
232,0
233,33
234,0
235,0
236,11
237,0
238,22
239,0
240,15
241,0
242,32
243,0
244,0
245,0
246,16
247,45
248,0
249,0
250,0
251,0
252,0
253,29
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,16
266,0
267,0
268,15
269,52
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,28
280,0
281,0
282,27
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,34
291,22
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,70
302,23
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,33
313,0
314,56
315,0
316,0
317,0
318,0
319,9
320,40
321,25
322,0
323,31
324,0
325,0
326,0
327,39
328,0
329,0
330,0
331,0
332,0
333,44
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,38
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,44
366,0
367,0
368,0
369,0
370,45
371,0
372,0
373,0
374,16
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,30
387,0
388,0
389,0
390,0
391,0
392,45
393,0
394,47
395,33
396,0
397,0
398,0
399,0
400,33
401,0
402,30
403,0
404,33
405,0
406,0
407,0
408,0
409,32
410,0
411,0
412,0
413,13
414,0
415,0
416,0
417,0
418,36
419,0
420,42
421,0
422,32
423,0
424,22
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,55
443,0
444,0
445,0
446,43
447,0
448,0
449,17
450,0
451,48
452,0
453,0
454,0
455,43
456,0
457,0
458,25
459,22
460,0
461,21
462,0
463,0
464,0
465,16
466,0
467,0
468,0
469,35
470,0
471,0
472,0
473,0
474,40
475,0
476,0
477,35
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,75
495,0
496,0
497,15
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,70
509,34
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
