Count,Frequency,Percentage
1,223742,34.662779132493235
2,73342,11.362361769964151
3,34382,5.3265621659473075
4,22047,3.4155871116468006
5,16595,2.570946982255121
6,13606,2.107882171772412
7,11808,1.8293306397389857
8,10231,1.5850170880055525
9,9219,1.428235024369386
10,8387,1.2993390985341187
11,7466,1.1566550267861846
12,7000,1.0844609144794122
13,6573,1.018308798696168
14,6206,0.9614520621798903
15,5605,0.8683433465224436
16,5372,0.8322462903690575
17,5054,0.7829807802541358
18,4726,0.7321660402613861
19,4638,0.7185328173365021
20,4357,0.6749994577695427
21,4240,0.6568734681989583
22,4041,0.6260437936301864
23,3801,0.5888622765623208
24,3830,0.5933550432080212
25,3619,0.5606662927858562
26,3399,0.526583235473646
27,3290,0.5096966298053238
28,3168,0.49079602529582544
29,3006,0.46569850127501616
30,3032,0.4697264989573683
31,2842,0.4402911312786414
32,2750,0.42603821640262624
33,2683,0.4156583762211804
34,2685,0.41596822219674595
35,2508,0.38854685335919514
36,2455,0.38033593500670815
37,2320,0.3594213316560338
38,2255,0.34935133745015357
39,2117,0.3279719651361308
40,2139,0.33138027086735183
41,2053,0.3180568939180333
42,2007,0.3109304364800258
43,1913,0.2963676756284451
44,1905,0.2951282917261829
45,1869,0.28955106416600307
46,1780,0.27576291825333626
47,1746,0.270495536668722
48,1790,0.277312148131164
49,1626,0.25190477813478923
50,1552,0.24044047703886398
51,1576,0.24415862874565056
52,1507,0.23346894258863918
53,1459,0.22603263917506605
54,1487,0.23037048283298373
55,1329,0.20589265076330557
56,1381,0.2139486461280098
57,1224,0.18962573704611438
58,1278,0.19799157838638412
59,1294,0.20047034619090848
60,1318,0.20418849789769505
61,1211,0.18761173820493832
62,1134,0.17568266814566477
63,1144,0.17723189802349254
64,1090,0.16886605668322277
65,1110,0.17196451643887825
66,1045,0.161894522232998
67,1060,0.16421836704973958
68,982,0.15213437400268326
69,997,0.15445821881942487
70,975,0.15104991308820384
71,987,0.15290898894159713
72,920,0.14252914876015133
73,897,0.13896592004114755
74,906,0.14036022693119252
75,886,0.13726176717553704
76,873,0.135247768334361
77,838,0.12982546376196394
78,810,0.12548762010404627
79,858,0.1329239235176194
80,771,0.11944562358051812
81,745,0.11541762589816601
82,754,0.11681193278821098
83,725,0.11231916614251056
84,706,0.10937562937463788
85,740,0.11464301095925217
86,718,0.11123470522803114
87,666,0.10317870986332695
88,697,0.1079813224845929
89,673,0.10426317077780636
90,610,0.09450302254749164
91,647,0.10023517309545424
92,668,0.1034885558388925
93,626,0.09698179035201601
94,557,0.08629210419500466
95,593,0.0918693317551845
96,613,0.09496779151083996
97,609,0.09434809955970887
98,571,0.08846102602396348
99,554,0.08582733523165634
100,539,0.08350349041491475
101,531,0.08226410651265256
102,538,0.08334856742713197
103,532,0.08241902950043534
104,519,0.08040503065925929
105,462,0.07157442035564121
106,454,0.07033503645337902
107,537,0.0831936444393492
108,455,0.07048995944116179
109,459,0.07110965139229289
110,459,0.07110965139229289
111,438,0.06785626864885465
112,467,0.07234903529455508
113,435,0.06739149968550633
114,412,0.06382827096650255
115,417,0.06460288590541642
116,431,0.06677180773437524
117,382,0.05918058133301936
118,390,0.06041996523528154
119,380,0.05887073535745381
120,400,0.06196919511310928
121,368,0.05701165950406053
122,345,0.053448430785056754
123,379,0.058715812369671036
124,355,0.05499766066288448
125,360,0.05577227560179834
126,340,0.05267381584614288
127,349,0.05406812273618784
128,319,0.04942043310270464
129,312,0.04833597218822523
130,336,0.05205412389501179
131,346,0.05360335377283952
132,294,0.04554735840813532
133,303,0.04694166529818027
134,309,0.04787120322487692
135,305,0.04725151127374582
136,313,0.048490895176008006
137,292,0.04523751243256977
138,295,0.04570228139591809
139,302,0.0467867423103975
140,314,0.04864581816379078
141,283,0.04384320554252481
142,265,0.041054591762434894
143,253,0.03919551590904162
144,260,0.040279976823521024
145,239,0.03702659408008279
146,261,0.040434899811303805
147,263,0.040744745786869346
148,227,0.03516751822668951
149,246,0.0381110549945622
150,223,0.03454782627555842
151,252,0.03904059292125884
152,247,0.038265977982344976
153,230,0.03563228719003783
154,225,0.03485767225112397
155,214,0.03315351938551346
156,197,0.03051982859320632
157,193,0.029900136642075227
158,211,0.03268875042216514
159,221,0.03423798029999287
160,223,0.03454782627555842
161,208,0.032223981458816824
162,208,0.032223981458816824
163,209,0.03237890444659959
164,211,0.03268875042216514
165,180,0.02788613780089917
166,199,0.03082967456877186
167,203,0.03144936651990295
168,209,0.03237890444659959
169,176,0.02726644584976808
170,184,0.028505829752030264
171,186,0.028815675727595812
172,188,0.029125521703161357
173,168,0.026027061947505894
174,178,0.027576291825333624
175,174,0.02695659987420253
176,177,0.027421368837550853
177,170,0.02633690792307144
178,179,0.0277312148131164
179,162,0.025097524020809257
180,157,0.02432290908189539
181,148,0.02292860219185043
182,156,0.024167986094112616
183,167,0.025872138959723123
184,167,0.025872138959723123
185,157,0.02432290908189539
186,154,0.023858140118547068
187,166,0.025717215971940346
188,124,0.019210450485063875
189,152,0.023548294142981523
190,158,0.024477832069678164
191,147,0.02277367920406766
192,137,0.021224449326239927
193,153,0.023703217130764297
194,124,0.019210450485063875
195,114,0.017661220607236145
196,138,0.0213793723140227
197,154,0.023858140118547068
198,110,0.017041528656105052
199,135,0.02091460335067438
200,149,0.023083525179633205
201,124,0.019210450485063875
202,118,0.018280912558367234
203,113,0.01750629761945337
204,139,0.02153429530180547
205,129,0.01998506542397774
206,144,0.022308910240719338
207,115,0.017816143595018916
208,102,0.015802144753842864
209,109,0.01688660566832228
210,77,0.011929070059273534
211,107,0.01657675969275673
212,94,0.014562760851580678
213,104,0.016111990729408412
214,103,0.015957067741625638
215,83,0.012858607985970173
216,109,0.01688660566832228
217,98,0.015182452802711771
218,86,0.013323376949318493
219,107,0.01657675969275673
220,97,0.015027529814928999
221,133,0.020604757375108834
222,92,0.014252914876015132
223,93,0.014407837863797906
224,76,0.011774147071490762
225,105,0.016266913717191186
226,95,0.014717683839363453
227,97,0.015027529814928999
228,100,0.01549229877827732
229,95,0.014717683839363453
230,103,0.015957067741625638
231,67,0.010379840181445804
232,84,0.013013530973752947
233,95,0.014717683839363453
234,91,0.01409799188823236
235,89,0.013788145912666812
236,80,0.012393839022621856
237,80,0.012393839022621856
238,82,0.012703684998187402
239,92,0.014252914876015132
240,83,0.012858607985970173
241,68,0.010534763169228576
242,89,0.013788145912666812
243,80,0.012393839022621856
244,68,0.010534763169228576
245,82,0.012703684998187402
246,80,0.012393839022621856
247,83,0.012858607985970173
248,63,0.00976014823031471
249,66,0.01022491719366303
250,50,0.00774614938913866
251,61,0.009450302254749163
252,62,0.009605225242531937
253,88,0.01363322292488404
254,75,0.011619224083707988
255,66,0.01022491719366303
256,75,0.011619224083707988
257,62,0.009605225242531937
258,70,0.010844609144794123
259,73,0.011309378108142443
260,60,0.009295379266966391
261,66,0.01022491719366303
262,68,0.010534763169228576
