dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
4,10,0.0,full_window,10,0.0403003003003003,0.9601259181532005,33300,953
4,10,0.0,half_window,5,0.021981981981981983,0.7481636935991606,33300,953
4,10,0.0,quarter_window,2,0.01096096096096096,0.3830010493179433,33300,953
4,10,1.0,full_window,10,0.051934320189078245,0.7030430220356768,16078,953
4,10,1.0,half_window,5,0.03078741136957333,0.5131164742917104,16078,953
4,10,1.0,quarter_window,2,0.015797984823983084,0.26652675760755506,16078,953
4,10,2.0,full_window,10,0.06508789771901786,0.41133263378803775,6883,953
4,10,2.0,half_window,5,0.04155164899026587,0.2990556138509968,6883,953
4,10,2.0,quarter_window,2,0.02179282289699259,0.15739769150052466,6883,953
4,10,3.0,full_window,10,0.08433200177541056,0.1825813221406086,2253,953
4,10,3.0,half_window,5,0.05814469596094097,0.13746065057712487,2253,953
4,10,3.0,quarter_window,2,0.03151353750554816,0.07450157397691501,2253,953
4,10,4.0,full_window,10,0.1291866028708134,0.07974816369359916,627,953
4,10,4.0,half_window,5,0.09569377990430622,0.06295907660020986,627,953
4,10,4.0,quarter_window,2,0.05741626794258373,0.03777544596012592,627,953
4,10,5.0,full_window,10,0.2441860465116279,0.04197271773347324,172,953
4,10,5.0,half_window,5,0.18604651162790697,0.033578174186778595,172,953
4,10,5.0,quarter_window,2,0.10465116279069768,0.01888772298006296,172,953
4,10,6.0,full_window,10,0.43478260869565216,0.02098635886673662,46,953
4,10,6.0,half_window,5,0.3695652173913043,0.017838405036726127,46,953
4,10,6.0,quarter_window,2,0.17391304347826086,0.008394543546694649,46,953
4,10,7.0,full_window,10,0.36363636363636365,0.004197271773347324,11,953
4,10,7.0,half_window,5,0.36363636363636365,0.004197271773347324,11,953
4,10,7.0,quarter_window,2,0.09090909090909091,0.001049317943336831,11,953
4,10,8.0,full_window,10,0.5,0.002098635886673662,4,953
4,10,8.0,half_window,5,0.5,0.002098635886673662,4,953
4,10,8.0,quarter_window,2,0.25,0.001049317943336831,4,953
4,10,9.0,full_window,10,0.0,0.0,0,953
4,10,9.0,half_window,5,0.0,0.0,0,953
4,10,9.0,quarter_window,2,0.0,0.0,0,953
4,10,10.0,full_window,10,0.0,0.0,0,953
4,10,10.0,half_window,5,0.0,0.0,0,953
