Count,Frequency,Percentage
1,159395,36.356358228564126
2,68782,15.688465959892707
3,35530,8.10402715179826
4,22492,5.1301936025400074
5,15836,3.6120285385836546
6,12259,2.7961516705289857
7,9923,2.263334124044304
8,8106,1.8488951334780943
9,7259,1.6557031549367736
10,6224,1.4196303122091856
11,5470,1.24765067605788
12,4844,1.1048665219057352
13,4348,0.9917340291589876
14,4128,0.9415542944729303
15,3603,0.8218072003357481
16,3370,0.768662299509151
17,3113,0.7100432458077113
18,2912,0.6641972154809044
19,2718,0.6199478130759265
20,2517,0.5741017827491196
21,2350,0.5360108023283396
22,2281,0.5202726128131672
23,2036,0.4643906355491488
24,1887,0.43040526978450083
25,1795,0.40942101709760415
26,1591,0.36289071766144193
27,1603,0.3656277940988632
28,1502,0.3425907340839005
29,1413,0.32229075050635914
30,1334,0.30427166396000216
31,1271,0.2899020126635403
32,1184,0.27005820849223583
33,1105,0.25203912194587885
34,1135,0.25888181303943214
35,1023,0.2333357662901666
36,1014,0.23128295896210063
37,926,0.2112110650876777
38,965,0.22010656350929694
39,854,0.19478860646314983
40,803,0.18315603160410926
41,796,0.18155940368228018
42,735,0.16764593179205517
43,756,0.17243581555754248
44,724,0.1651369450577523
45,608,0.138678539496013
46,640,0.14597740999580314
47,662,0.15099538346440888
48,602,0.13731000127730233
49,578,0.13183584840245974
50,542,0.1236246190901958
51,499,0.11381676185610277
52,456,0.10400890462200975
53,487,0.11107968541868146
54,401,0.09146397095049541
55,413,0.09420104738791672
56,433,0.09876284145028556
57,392,0.08941116362242943
58,386,0.08804262540371878
59,337,0.07686622995091509
60,346,0.07891903727898109
61,356,0.0811999343101655
62,327,0.07458533291973067
63,334,0.07618196084155977
64,295,0.06728646241994052
65,317,0.07230443588854625
66,336,0.07663814024779665
67,272,0.06204039924821633
68,287,0.06546174479499298
69,278,0.063408937466927
70,251,0.057250515482729046
71,248,0.056566246373373714
72,274,0.06249657865445322
73,253,0.05770669488896593
74,220,0.05017973468605734
75,236,0.053829169935952416
76,201,0.04584603032680693
77,228,0.052004452311004874
78,238,0.0542853493421893
79,215,0.049039286170465116
80,202,0.04607412002992537
81,190,0.043337043592504065
82,218,0.049723555279820454
83,195,0.044477492108096275
84,171,0.03900333923325366
85,169,0.03854715982701677
86,189,0.04310895388938562
87,164,0.037406711311424555
88,175,0.03991569804572742
89,155,0.035353903983358574
90,146,0.03330109665529259
91,147,0.03352918635841103
92,158,0.0360381730927139
93,144,0.03284491724905571
94,133,0.03033593051475284
95,139,0.0317044687334635
96,110,0.02508986734302867
97,126,0.028739302592923743
98,126,0.028739302592923743
99,127,0.028967392296042185
100,113,0.025774136452383994
101,108,0.024633687936791784
102,122,0.027826943780449972
103,118,0.026914584967976208
104,106,0.024177508530554895
105,103,0.023493239421199567
106,91,0.020756162983778262
107,115,0.02623031585862088
108,109,0.024861777639910227
109,97,0.022124701202488915
110,92,0.020984252686896705
111,93,0.021212342390015147
112,95,0.021668521796252033
113,93,0.021212342390015147
114,99,0.0225808806087258
115,70,0.01596627921829097
116,74,0.01687863803076474
117,71,0.01619436892140941
118,83,0.01893144535883072
119,78,0.01779099684323851
120,73,0.016650548327646297
121,83,0.01893144535883072
122,85,0.019387624765067606
123,80,0.018247176249475392
124,55,0.012544933671514335
125,76,0.017334817437001625
126,53,0.012088754265277448
127,67,0.01528201010893564
