dataset,Bin_Center,mean_density,sd_density,n_datasets,se_density
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,0.0,0.117975,0.02999683316618606,16,0.007499208291546515
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,10000.0,0.124634375,0.03788914738971246,32,0.006697918263160565
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,20000.0,0.10370312500000001,0.028568372816862107,32,0.005050222536567157
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,30000.0,0.09854062499999999,0.033821122044825305,32,0.005978786186308451
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,40000.0,0.1063375,0.04503667860039014,32,0.007961435210113733
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,50000.0,0.08329375,0.02675470338512102,32,0.004729608048063438
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,60000.0,0.08165312500000001,0.026576523527778808,32,0.004698110001714055
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,70000.0,0.09206875,0.03658106717697629,32,0.006466680165970142
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,80000.0,0.0847625,0.03515554148031564,32,0.0062146804442540365
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,90000.0,0.07111875,0.031435139958230635,32,0.005557000158003271
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,100000.0,0.0748125,0.03399454178199409,32,0.006009442754344361
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,110000.0,0.0770625,0.03986181574939493,32,0.007046640056701469
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,120000.0,0.061778125,0.03237784720946337,32,0.005723648830508371
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,130000.0,0.059203125,0.03147826166835282,32,0.005564623071414211
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,140000.0,0.067540625,0.0452059720531944,32,0.007991362347235829
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,150000.0,0.057678125,0.03725160948568792,32,0.006585216419360761
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,160000.0,0.03796875,0.03014189494118048,32,0.005328384577680302
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,170000.0,0.044063333333333336,0.031187602348206972,30,0.005694051106871349
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,180000.0,0.050675000000000005,0.03131025893880175,28,0.005917082759793324
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,190000.0,0.05117857142857143,0.03221711481142417,28,0.006088462410788853
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,200000.0,0.04983928571428571,0.0370365119076529,28,0.006999242852637998
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,210000.0,0.05008571428571429,0.03988585300380662,28,0.007537717705553636
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,220000.0,0.04746071428571429,0.030038424026393562,28,0.005676728553581776
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,230000.0,0.04944230769230769,0.03347764834126702,26,0.0065655070062045255
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,240000.0,0.0549,0.04641485107161285,26,0.009102701205179111
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,250000.0,0.04434615384615385,0.036330727829419894,26,0.007125041928663096
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,260000.0,0.041984615384615384,0.03354181500524612,26,0.006578091124348816
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,270000.0,0.05225769230769231,0.04126278878676936,26,0.008092298661884404
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,280000.0,0.03786923076923077,0.02995336066929077,26,0.005874337328861395
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,290000.0,0.047834615384615385,0.04520243305228331,26,0.00886492646905631
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,300000.0,0.06005384615384615,0.07322810515516145,26,0.014361212966522794
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,310000.0,0.06409615384615384,0.1353400383649103,26,0.026542365253579756
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,320000.0,0.05513846153846154,0.07114876289534808,26,0.013953420398898698
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,330000.0,0.04023076923076923,0.04981687079077343,26,0.009769892164164776
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,340000.0,0.04108846153846154,0.04033713253986284,26,0.00791076253627458
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,350000.0,0.042346153846153846,0.043400306273290105,26,0.00851150033013114
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,360000.0,0.030884615384615382,0.027573635122089976,26,0.005407634751854775
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,370000.0,0.03214230769230769,0.03351833137943383,26,0.006573485606415479
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,380000.0,0.0350875,0.03403018241528234,24,0.006946381897606215
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,390000.0,0.0392625,0.03926534939413476,24,0.008015005882310897
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,400000.0,0.03150833333333333,0.030310636914207652,24,0.006187132851548067
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,410000.0,0.0323125,0.030089118537235785,24,0.0061419156021955195
