Position,Value
0,16
1,24
2,1
3,8
4,18
5,6
6,3
7,19
8,1
9,20
10,50
11,0
12,14
13,55
14,1
15,8
16,1
17,0
18,1
19,7
20,15
21,56
22,0
23,1
24,14
25,0
26,4
27,0
28,1
29,3
30,14
31,2
32,3
33,2
34,5
35,1
36,0
37,0
38,0
39,2
40,4
41,1
42,5
43,27
44,1
45,1
46,0
47,0
48,0
49,47
50,0
51,8
52,1
53,10
54,14
55,10
56,15
57,29
58,0
59,23
60,3
61,0
62,0
63,12
64,3
65,6
66,0
67,24
68,0
69,0
70,12
71,0
72,14
73,0
74,18
75,5
76,0
77,17
78,0
79,1
80,0
81,5
82,0
83,2
84,28
85,0
86,1
87,7
88,2
89,11
90,0
91,7
92,70
93,0
94,6
95,20
96,6
97,8
98,11
99,0
100,0
101,0
102,9
103,21
104,9
105,3
106,10
107,28
108,4
109,5
110,0
111,2
112,4
113,2
114,1
115,7
116,2
117,1
118,0
119,4
120,5
121,4
122,15
123,35
124,17
125,0
126,16
127,11
128,9
129,37
130,19
131,12
132,0
133,27
134,0
135,1
136,0
137,9
138,29
139,1
140,17
141,39
142,4
143,0
144,5
145,0
146,6
147,3
148,4
149,3
150,6
151,10
152,3
153,36
154,0
155,6
156,1
157,0
158,0
159,1
160,0
161,0
162,13
163,1
164,26
165,1
166,1
167,20
168,0
169,25
170,3
171,1
172,0
173,12
174,10
175,3
176,0
177,1
178,0
179,0
180,9
181,27
182,0
183,3
184,2
185,1
186,3
187,0
188,3
189,15
190,0
191,1
192,10
193,6
194,2
195,2
196,3
197,4
198,0
199,2
200,2
201,3
202,0
203,0
204,35
205,2
206,3
207,12
208,0
209,73
210,0
211,1
212,0
213,2
214,27
215,17
216,43
217,8
218,0
219,3
220,7
221,0
222,2
223,10
224,0
225,17
226,3
227,18
228,0
229,1
230,4
231,2
232,0
233,5
234,3
235,3
236,0
237,22
238,5
239,3
240,8
241,20
242,0
243,0
244,14
245,1
246,33
247,9
248,17
249,5
250,58
251,7
252,0
253,3
254,0
255,1
256,9
257,0
258,0
259,8
260,3
261,1
262,1
263,3
264,1
265,18
266,4
267,12
268,18
269,15
270,80
271,17
272,1
273,15
274,13
275,0
276,4
277,66
278,0
279,5
280,1
281,19
282,2
283,35
284,4
285,6
286,19
287,8
288,0
289,1
290,40
291,0
292,9
293,1
294,0
295,5
296,0
297,0
298,19
299,4
300,3
301,1
