Device: cuda

================================================================================
Resuming from checkpoint: AE/results/bayesian_optimization/checkpoints/checkpoint_zinb_nll_20260213_115730.pkl
================================================================================

Loaded 109 previous trials
Best score so far: 0.604594

Adjusting n_calls: 150 total - 109 completed = 41 remaining


################################################################################
# Starting Bayesian Hyperparameter Optimization
# Optimizing metric: zinb_nll on VALIDATION set
# Resuming with 109 previous trials
# Running 41 additional trials
# Initial random points: 20
# Random state: 42
# Parallel jobs: 1
# Checkpoint will be saved to: AE/results/bayesian_optimization/checkpoints/checkpoint_zinb_nll_20260215_111545.pkl
################################################################################

Iteration No: 1 started. Evaluating function at random point.
Iteration No: 1 ended. Evaluation done at random point.
Time taken: 0.0021
Function value obtained: 0.6350
Current minimum: 0.6046
Iteration No: 2 started. Evaluating function at random point.

================================================================================
Trial with parameters:
  features: Nucl
  data_point_length: 1325
  step_size: 0.8347682502045771
  bin_size: 60
  sample_fraction: 0.5843745646401934
  moving_average: True
  first_layer_size_factor: 71
  num_layers: 2
  use_conv: True
  conv_channel: 89
  pool_size: 2
  kernel_size: 7
  epochs: 143
  batch_size: 32
  pi_threshold: 0.6968846237164871
  learning_rate: 0.0007119418600172992
  dropout_rate: 0.3058265802441405
  masked_recon_weight: 0.0010672476836323717
  regularizer: l1
  regularization_weight: 0.04714358681860233
================================================================================

Creating datasets with:
  features: ['Nucl']
  bin_size: 60
  moving_average: True
  data_point_length: 1325 (from 1325)
  step_size: 1106 (from fraction 0.8347682502045771)
  layers: [np.int64(1136), np.int64(568)] (first=1136, num=2)
  stride: 1 (fixed), padding: same (fixed)


Clipping outliers using 95th percentile * 1.5...
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 52976
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 18296
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 16072
Datasets created:
  Train: (52976, 1325, 4), Val: (18296, 1325, 4), Test: (16072, 1325, 4)

Randomly sampled 30957/52976 samples (58.4%)
Applied denoising with 15.0% masking
Applied denoising with 15.0% masking
Applied denoising with 15.0% masking
Epoch [1/143], Total Loss: 492.2816, NLL: 3.1510, Masked: 27.5564, Reg: 489.101271
Epoch [2/143], Total Loss: 389.2236, NLL: 3.2376, Masked: 27.5565, Reg: 385.956615
Epoch [3/143], Total Loss: 346.5773, NLL: 3.4066, Masked: 27.5566, Reg: 343.141276
Epoch [4/143], Total Loss: 329.0351, NLL: 3.5020, Masked: 27.5538, Reg: 325.503720
Epoch [5/143], Total Loss: 328.9660, NLL: 3.5020, Masked: 27.5530, Reg: 325.434663
Epoch [6/143], Total Loss: 328.9732, NLL: 3.5020, Masked: 27.5594, Reg: 325.441765
Epoch [7/143], Total Loss: 328.9461, NLL: 3.5020, Masked: 27.5555, Reg: 325.414683
Epoch [8/143], Total Loss: 328.9145, NLL: 3.5020, Masked: 27.5543, Reg: 325.383165
Epoch [9/143], Total Loss: 328.8786, NLL: 3.5020, Masked: 27.5530, Reg: 325.347270
Epoch [10/143], Total Loss: 328.8406, NLL: 3.5020, Masked: 27.5559, Reg: 325.309227
Epoch [11/143], Total Loss: 328.8222, NLL: 3.5020, Masked: 27.5554, Reg: 325.290844
Epoch [12/143], Total Loss: 328.8496, NLL: 3.5020, Masked: 27.5473, Reg: 325.318229
Epoch [13/143], Total Loss: 328.7879, NLL: 3.5020, Masked: 27.5566, Reg: 325.256536
Epoch [14/143], Total Loss: 328.7402, NLL: 3.5020, Masked: 27.5582, Reg: 325.208845
Epoch [15/143], Total Loss: 328.7769, NLL: 3.5020, Masked: 27.5550, Reg: 325.245529
Epoch [16/143], Total Loss: 328.7226, NLL: 3.5020, Masked: 27.5584, Reg: 325.191260
Epoch [17/143], Total Loss: 328.7020, NLL: 3.5020, Masked: 27.5571, Reg: 325.170654
Epoch [18/143], Total Loss: 328.6660, NLL: 3.5020, Masked: 27.5551, Reg: 325.134594
Epoch [19/143], Total Loss: 328.6994, NLL: 3.5020, Masked: 27.5529, Reg: 325.168046
Epoch [20/143], Total Loss: 328.6231, NLL: 3.5020, Masked: 27.5578, Reg: 325.091726
Epoch [21/143], Total Loss: 328.6462, NLL: 3.5020, Masked: 27.5494, Reg: 325.114796
Epoch [22/143], Total Loss: 328.6473, NLL: 3.5020, Masked: 27.5607, Reg: 325.115866
Epoch [23/143], Total Loss: 328.5675, NLL: 3.5020, Masked: 27.5534, Reg: 325.036110
Epoch [24/143], Total Loss: 328.6166, NLL: 3.5020, Masked: 27.5552, Reg: 325.085172
Epoch [25/143], Total Loss: 328.5582, NLL: 3.5020, Masked: 27.5574, Reg: 325.026829
Epoch [26/143], Total Loss: 328.5237, NLL: 3.5020, Masked: 27.5569, Reg: 324.992344
Epoch [27/143], Total Loss: 328.5535, NLL: 3.5020, Masked: 27.5584, Reg: 325.022162
Epoch [28/143], Total Loss: 328.5319, NLL: 3.5020, Masked: 27.5592, Reg: 325.000465
Epoch [29/143], Total Loss: 328.5232, NLL: 3.5020, Masked: 27.5560, Reg: 324.991773
Epoch [30/143], Total Loss: 328.4539, NLL: 3.5020, Masked: 27.5556, Reg: 324.922530
Epoch [31/143], Total Loss: 328.4958, NLL: 3.5020, Masked: 27.5613, Reg: 324.964393
Epoch [32/143], Total Loss: 328.4663, NLL: 3.5020, Masked: 27.5492, Reg: 324.934884
