strain,distance,mean_density,sd_density,n_datasets,se_density
strain_ylic137,0,0.042254577705642477,0.01786515709043387,32,0.0031581434314021796
strain_ylic137,1,0.04234010411761282,0.01682437146324747,32,0.002974156787715931
strain_ylic137,2,0.04205873117920651,0.016884712567154982,32,0.002984823688655252
strain_ylic137,3,0.04230925703476914,0.017171569792757167,32,0.003035533361019168
strain_ylic137,4,0.041707203117626206,0.017739322939031785,32,0.003135898885961863
strain_ylic137,5,0.041460646492378836,0.016698210583525497,32,0.002951854484322964
strain_ylic137,6,0.04199839559851065,0.016553944174551458,32,0.0029263515453022203
strain_ylic137,7,0.04119477260250781,0.016539770480882773,32,0.0029238459665753233
strain_ylic137,8,0.04218620672722341,0.017762997138434426,32,0.0031400839326960555
strain_ylic137,9,0.04157505550584442,0.01722537949474449,32,0.0030450456623113843
strain_ylic137,10,0.04207854761118886,0.01654149400236694,32,0.0029241506450075672
strain_ylic137,11,0.042158935411123526,0.016862252390819035,32,0.002980853252906803
strain_ylic137,12,0.04196830662442437,0.01723733828928106,32,0.0030471596984892897
strain_ylic137,13,0.04198024079264235,0.0170046184154988,32,0.0030060202482722117
strain_ylic137,14,0.041567114660011305,0.01688678641358556,32,0.0029851902963738018
strain_ylic137,15,0.04153797891860369,0.016548086071840242,32,0.002925315969264223
strain_ylic137,16,0.04181790342969466,0.016620425397478274,32,0.0029381038761905017
strain_ylic137,17,0.0420799851593794,0.016189763318771044,32,0.0028619728571270577
strain_ylic137,18,0.041721198490373375,0.016933228960331993,32,0.0029934002563087965
strain_ylic137,19,0.041571386661996876,0.017234514237688073,32,0.0030466604719813347
strain_ylic137,20,0.04247453288987198,0.017489653976635388,32,0.0030917632318712873
strain_ylic137,21,0.041712931845314834,0.016514699958891783,32,0.0029194140825483943
strain_ylic137,22,0.04171873731149661,0.015971423303673217,32,0.0028233754308070458
strain_ylic137,23,0.04157231940884592,0.016794648558003906,32,0.0029689024707523584
strain_ylic137,24,0.04246615587881273,0.01737051255385533,32,0.0030707018048792894
strain_ylic137,25,0.0416710394704101,0.0168383297750583,32,0.0029766242919497697
strain_ylic137,26,0.04155143319501057,0.016462756633962457,32,0.0029102317132246687
strain_ylic137,27,0.04171393769526541,0.01707103850998518,32,0.003017761773076804
strain_ylic137,28,0.04160799652518721,0.01712158017482472,32,0.0030266963615619286
strain_ylic137,29,0.042354930759408,0.016520552498621884,32,0.002920448675180974
strain_ylic137,30,0.04292485636721164,0.01720524880993598,32,0.003041487026376877
strain_ylic137,31,0.042338711690888896,0.016829893368359928,32,0.0029751329318534526
strain_ylic137,32,0.04277407954034475,0.017744781074220475,32,0.003136863757063002
strain_ylic137,33,0.043078702155741604,0.017472701963298233,32,0.0030887665109749205
