strain,distance,mean_density,sd_density,n_datasets,se_density
strain_yEK23,0,0.05924583065118788,0.023479298741441865,96,0.002396345893120993
strain_yEK23,1,0.05828330289173591,0.022694980430083837,96,0.002316296740673138
strain_yEK23,2,0.05881067827024672,0.02328525879845825,96,0.0023765417743698016
strain_yEK23,3,0.058451470534548904,0.022611310809495407,96,0.0023077572457808914
strain_yEK23,4,0.058108200805296294,0.023144531527282068,96,0.002362178857399971
strain_yEK23,5,0.05869984953115723,0.0228914638046658,96,0.0023363502411175526
strain_yEK23,6,0.05842838366726427,0.02262714940954185,96,0.002309373766128967
strain_yEK23,7,0.05827206212252595,0.022299283542108576,96,0.002275911096158696
strain_yEK23,8,0.058760696431109004,0.022558709104203996,96,0.002302388606715716
strain_yEK23,9,0.05844198310803337,0.02295699567710902,96,0.0023430385598415125
strain_yEK23,10,0.05859826476257321,0.02353567062818046,96,0.0024020993247188065
strain_yEK23,11,0.058932114913926185,0.02303805455262295,96,0.002351311596680384
strain_yEK23,12,0.058795755057453734,0.023212540875162762,96,0.002369120032401935
strain_yEK23,13,0.05838099801679558,0.022485781382387323,96,0.002294945452275946
strain_yEK23,14,0.0582772214723744,0.022830471865302977,96,0.0023301252773733155
strain_yEK23,15,0.058420845027919756,0.022990425765695075,96,0.0023464505039703406
strain_yEK23,16,0.05866097562265162,0.022637925717344493,96,0.0023104736184384523
strain_yEK23,17,0.058680964939175545,0.022567259595312632,96,0.002303261287560148
strain_yEK23,18,0.05845899272905491,0.022584485646975586,96,0.0023050194140958585
strain_yEK23,19,0.059008925109813586,0.023484938889192397,96,0.002396921538290273
strain_yEK23,20,0.058795207635728486,0.022675035525086405,96,0.002314261122330972
strain_yEK23,21,0.05882206032832962,0.022591773527075112,96,0.0023057632302437925
strain_yEK23,22,0.05942799628364095,0.02279373020415532,96,0.0023263753472852317
strain_yEK23,23,0.05843218845845716,0.022797735608169774,96,0.002326784147120612
strain_yEK23,24,0.05962050266297178,0.023534710818011055,96,0.002402001364503599
strain_yEK23,25,0.05906369314362698,0.022789677582260227,96,0.00232596172829509
strain_yEK23,26,0.059493860441777284,0.023046579729052215,96,0.002352181693856172
strain_yEK23,27,0.05913144331737356,0.022580396322715596,96,0.002304602049186285
strain_yEK23,28,0.05961646694868753,0.023334129413169445,96,0.0023815296105972423
strain_yEK23,29,0.06066465793665604,0.023581235254103893,96,0.002406749744878523
strain_yEK23,30,0.061235961022905135,0.02323137989324432,96,0.002371042781633388
strain_yEK23,31,0.06172326097144857,0.023815701233720718,96,0.002430679828716149
strain_yEK23,32,0.062412726521873435,0.024399895775988275,96,0.0024903039345109115
strain_yEK23,33,0.06234828821293667,0.02401061922626232,96,0.002450573563025088
strain_yEK23,34,0.0625780800113878,0.023980421594764052,96,0.002447491530166282
strain_yEK23,35,0.06312176426906656,0.02495998185720454,96,0.0025474674808031975
strain_yEK23,36,0.06309456152764988,0.024063298887777113,96,0.002455950158463996
strain_yEK23,37,0.06438217885282684,0.024875118051893137,96,0.002538806104943038
strain_yEK23,38,0.06480035058017973,0.024377925898278766,96,0.0024880616432567597
strain_yEK23,39,0.06561146737623762,0.02488871463654262,96,0.0025401938005528628
strain_yEK23,40,0.06613374735554796,0.025342464253567818,96,0.002586504426915155
strain_yEK23,41,0.06741097174298817,0.025547627069329504,96,0.0026074437691155205
strain_yEK23,42,0.06750370063815528,0.026102725831039474,96,0.002664098299242196
strain_yEK23,43,0.06858696420552295,0.026231354873003754,96,0.0026772264458636763
strain_yEK23,44,0.06875465913974983,0.026491152488410188,96,0.0027037419289527424
strain_yEK23,45,0.06903229797667981,0.026552444836087475,96,0.002709997552992185
strain_yEK23,46,0.07035221557514394,0.026915952570539716,96,0.0027470979057823146
strain_yEK23,47,0.07045310038074325,0.02730004301488188,96,0.0027862989726038633
strain_yEK23,48,0.07028786933782667,0.02671699125017898,96,0.0027267915010558887
