strain,distance,mean_density,sd_density,n_datasets,se_density
strain_FD,0,0.06384000691012913,0.024993427834421583,176,0.0018839505079909387
strain_FD,1,0.06259533739150017,0.024238083994557357,176,0.00182701432379694
strain_FD,2,0.06314677198455326,0.0243487205984476,176,0.0018353538715965565
strain_FD,3,0.06355670825954211,0.023978180507980083,176,0.0018074233613723496
strain_FD,4,0.06181147577513282,0.02471348500239456,176,0.001862849023068595
strain_FD,5,0.0623748248839266,0.024123259015127796,176,0.00181835906531221
strain_FD,6,0.06330751841056885,0.02450339830553825,176,0.0018470131424568332
strain_FD,7,0.0625829722683704,0.023675666979010742,176,0.0017846205461542219
strain_FD,8,0.06304731424178418,0.024643921075252376,176,0.0018576054447669076
strain_FD,9,0.06348041387416539,0.024417521184318555,176,0.0018405399108849785
strain_FD,10,0.06327804285724149,0.02448595668943336,176,0.0018456984311759845
strain_FD,11,0.06335251944113131,0.024159012485592428,176,0.001821054084550488
strain_FD,12,0.06305832589915472,0.024655575486109665,176,0.0018584839290388684
strain_FD,13,0.06339164810226718,0.02385702936665216,176,0.0017982912504926213
strain_FD,14,0.06331186713719736,0.024524051361867326,176,0.001848569925152688
strain_FD,15,0.06254275178202756,0.024080691651253375,176,0.001815150429532983
strain_FD,16,0.06256785596252618,0.023398520769861177,176,0.0017637298646128931
strain_FD,17,0.06320629815152475,0.023595128931131814,176,0.001778549762377811
strain_FD,18,0.06302501872654818,0.02385126184864058,176,0.0017978565074649841
strain_FD,19,0.06354647183467849,0.024080245926635952,176,0.0018151168317758052
strain_FD,20,0.06321701746531529,0.024232739976622154,176,0.0018266115032886676
strain_FD,21,0.06332554106648353,0.024363869817567503,176,0.0018364957869530926
strain_FD,22,0.063213177826848,0.02387264306374206,176,0.0017994681771934728
strain_FD,23,0.06352796542699907,0.023907164780417673,176,0.001802070349496472
strain_FD,24,0.06335938426817661,0.02410905034221858,176,0.001817288046293829
strain_FD,25,0.06346320245176064,0.02414666555939037,176,0.0018201233999703417
strain_FD,26,0.06401821917198525,0.024521760549676773,176,0.0018483972486867508
strain_FD,27,0.06391923210432043,0.02415186654414334,176,0.0018205154389468409
strain_FD,28,0.06411773086665395,0.023896346614420125,176,0.0018012548995525253
strain_FD,29,0.06539115124046412,0.02513174381086637,176,0.001894376466999552
strain_FD,30,0.06561780882594745,0.02515166334184788,176,0.0018958779581419506
strain_FD,31,0.06673662315980558,0.0252750047849894,176,0.001905175169232891
strain_FD,32,0.06723568766819722,0.02557269090913234,176,0.001927614105121011
