strain,distance,mean_density,sd_density,n_datasets,se_density
strain_yWT03a,0,0.014097193904037726,0.006965932599957483,32,0.0012314145446795934
strain_yWT03a,1,0.014230513241290788,0.006409424829007036,32,0.0011330369400240757
strain_yWT03a,2,0.01389020308713723,0.006341215808842463,32,0.001120979174849961
strain_yWT03a,3,0.014064928787652113,0.006176553145782123,32,0.0010918706534354104
strain_yWT03a,4,0.014024868651623622,0.006456065788756891,32,0.0011412819747541186
strain_yWT03a,5,0.01409583516808793,0.006488348196311552,32,0.0011469887520778508
strain_yWT03a,6,0.013906395786488654,0.006376987065519553,32,0.0011273026993919445
strain_yWT03a,7,0.013806827745188054,0.006316687888735324,32,0.001116643210190921
strain_yWT03a,8,0.0133387962323577,0.005790870319740723,32,0.0010236909180151438
strain_yWT03a,9,0.014212703427524738,0.006589609059343505,32,0.0011648893128075248
strain_yWT03a,10,0.014526815439758516,0.006792135849359909,32,0.0012006913294556605
strain_yWT03a,11,0.013890065387412547,0.006234187592187264,32,0.0011020590804061623
strain_yWT03a,12,0.014241951277750945,0.006528747872964753,32,0.0011541304734076561
strain_yWT03a,13,0.014042231483257981,0.006652844814103744,32,0.0011760679205586285
strain_yWT03a,14,0.014277053639101941,0.006292824760930969,32,0.0011124247653182258
strain_yWT03a,15,0.014394735507827053,0.006219304851022563,32,0.0010994281586061113
strain_yWT03a,16,0.014322632405610108,0.006612435447668329,32,0.001168924486301145
strain_yWT03a,17,0.013700807929064232,0.006583102513172669,32,0.0011637391070776493
strain_yWT03a,18,0.013907471239577139,0.0063004349842004535,32,0.0011137700754382748
strain_yWT03a,19,0.014170139936193584,0.006435177694165911,32,0.0011375894464212815
strain_yWT03a,20,0.013788862538022905,0.006123518002656173,32,0.0010824952760990208
strain_yWT03a,21,0.014077706428820832,0.006519345947722057,32,0.0011524684321338266
strain_yWT03a,22,0.014398348169291244,0.0068100364199444,32,0.001203855733167511
strain_yWT03a,23,0.01386355122785084,0.006097055683333966,32,0.0010778173547393568
strain_yWT03a,24,0.01374970899218548,0.006472936363941713,32,0.0011442642992830448
strain_yWT03a,25,0.01357377259325283,0.006121648286432899,32,0.0010821647538439276
strain_yWT03a,26,0.013625633037822712,0.006060303307126879,32,0.0010713203911291692
strain_yWT03a,27,0.013672765809280014,0.006646278753566975,32,0.0011749071940758205
strain_yWT03a,28,0.013984997553803304,0.006405414950835536,32,0.0011323280870123758
strain_yWT03a,29,0.013903438485166144,0.006791165433444109,32,0.0012005197825370021
strain_yWT03a,30,0.014126955744680895,0.0066774613269934375,32,0.0011804195463569955
strain_yWT03a,31,0.014110534472364033,0.006834132579417634,32,0.0012081153726085302
strain_yWT03a,32,0.01428873863467548,0.006525337267952245,32,0.001153527557924583
strain_yWT03a,33,0.014143102013751048,0.0063847751478982835,32,0.0011286794508575545
strain_yWT03a,34,0.013825726706320691,0.006332249748494726,32,0.0011193941843318576
strain_yWT03a,35,0.014216445219989812,0.0063398747782983916,32,0.001120742111902088
strain_yWT03a,36,0.01430422411606554,0.006490329397697359,32,0.0011473389823115508
strain_yWT03a,37,0.01418061209568854,0.006408421200348223,32,0.0011328595218664658
strain_yWT03a,38,0.014542983342114041,0.006714882997480073,32,0.0011870348255981025
strain_yWT03a,39,0.014030636831624397,0.006785349172476475,32,0.0011994916031441611
strain_yWT03a,40,0.014080750306543995,0.006064993782784701,32,0.0010721495579153282
strain_yWT03a,41,0.014323689288464064,0.006248524907143735,32,0.0011045935835635944
strain_yWT03a,42,0.014578297199474228,0.00627697414022498,32,0.0011096227449714205
strain_yWT03a,43,0.014768155076479819,0.006664672795806774,32,0.001178158832076119
strain_yWT03a,44,0.014666071823498765,0.006391024848715764,32,0.0011297842523146613
strain_yWT03a,45,0.014719844526779829,0.006695235449087931,32,0.001183561596922659
strain_yWT03a,46,0.01488673751039787,0.006989686296753097,32,0.0012356136447002005
strain_yWT03a,47,0.014719964774266257,0.006708888285482487,32,0.0011859751002219142
strain_yWT03a,48,0.01457896224341025,0.006944254407410205,32,0.0012275823454410814
strain_yWT03a,49,0.01530285667520358,0.007305438356094574,32,0.0012914312502836944
strain_yWT03a,50,0.015006957719929501,0.006439773082487812,32,0.0011384018039824319
strain_yWT03a,51,0.014781813059124392,0.006478901292157043,32,0.0011453187595806325
strain_yWT03a,52,0.01473171496829788,0.006802992679347211,32,0.0012026105639822134
strain_yWT03a,53,0.014825539595402523,0.006896772803691381,32,0.0012191887044482833
strain_yWT03a,54,0.014480856878991116,0.0063722260103110185,32,0.001126461055786055
strain_yWT03a,55,0.014780001437603177,0.006771024436372291,32,0.001196959323634667
strain_yWT03a,56,0.014280957709429925,0.006802596451635228,32,0.0012025405201567037
strain_yWT03a,57,0.014803405908566004,0.006811276094899696,32,0.0012040748788093505
strain_yWT03a,58,0.014551195012163093,0.006490829340330218,32,0.0011474273605180255
strain_yWT03a,59,0.014410727561234753,0.006776043066493837,32,0.0011978465004824702
strain_yWT03a,60,0.015049079681754675,0.006836732386934699,32,0.0012085749579898043
