strain,distance,mean_density,sd_density,n_datasets,se_density
strain_yEK19,0,0.06538189279082905,0.024797193865881324,96,0.00253085300101176
strain_yEK19,1,0.06548311301437068,0.02525422471390655,96,0.002577498516610647
strain_yEK19,2,0.06544865843093804,0.025167187956649083,96,0.0025686153647711775
strain_yEK19,3,0.06543357058716813,0.024902579663748255,96,0.0025416088939663466
strain_yEK19,4,0.06493130008911926,0.02565262257544082,96,0.002618159828084603
strain_yEK19,5,0.06541608755166586,0.025224299364809258,96,0.0025744442734580214
strain_yEK19,6,0.06551947212679539,0.02530798012532602,96,0.0025829849053144427
strain_yEK19,7,0.06502406295167072,0.02493892349472149,96,0.0025453182206822793
strain_yEK19,8,0.06525662320786807,0.025452061373025137,96,0.0025976901360797084
strain_yEK19,9,0.0655299681650832,0.025538884247709285,96,0.0026065514586204493
strain_yEK19,10,0.06563432185405224,0.025264443501992237,96,0.002578541467302296
strain_yEK19,11,0.06511840358530283,0.025307118936313638,96,0.0025828970105789247
strain_yEK19,12,0.06588291076879696,0.025388501430570157,96,0.0025912030766174015
strain_yEK19,13,0.0654540373247542,0.024937254181461498,96,0.002545147847111119
strain_yEK19,14,0.06518774261714187,0.025050245412275067,96,0.002556679966315381
strain_yEK19,15,0.06561109688502358,0.025200116995202557,96,0.002571976170695196
strain_yEK19,16,0.06537095606586697,0.024812972232881893,96,0.002532463373850334
strain_yEK19,17,0.0655209207529807,0.024615503165362082,96,0.00251230927154172
strain_yEK19,18,0.06566183812413777,0.02448085464156542,96,0.002498566764128352
strain_yEK19,19,0.06581393421827968,0.02493051674655672,96,0.002544460210540622
strain_yEK19,20,0.06610814397741883,0.025739999644825096,96,0.0026270777128850715
strain_yEK19,21,0.06606255922765054,0.025385257355074048,96,0.0025908719795485462
strain_yEK19,22,0.06605312827626766,0.024979209816953583,96,0.0025494299262273615
strain_yEK19,23,0.06501082018394233,0.024989981449934157,96,0.0025505293014148173
strain_yEK19,24,0.06592808767814266,0.025198002594443544,96,0.0025717603705713906
strain_yEK19,25,0.06563853943249388,0.025202965936751746,96,0.0025722669395744683
strain_yEK19,26,0.06614307675899218,0.025396586470636338,96,0.002592028252563739
strain_yEK19,27,0.0662929647879222,0.02513844090658444,96,0.002565681381259985
strain_yEK19,28,0.066523200525662,0.025135467458622864,96,0.002565377904998211
strain_yEK19,29,0.06723023441115415,0.025866775591358006,96,0.0026400167287460715
strain_yEK19,30,0.06847663890405763,0.026135623911184125,96,0.002667455945486845
strain_yEK19,31,0.06918807238962407,0.026193810219441185,96,0.002673394560705432
strain_yEK19,32,0.06899771209033784,0.02623709401602555,96,0.0026778121946955205
strain_yEK19,33,0.06934472684937702,0.026373016697920037,96,0.0026916847453251924
strain_yEK19,34,0.06916055492458585,0.026293217839133964,96,0.002683540308405097
strain_yEK19,35,0.06993120933970101,0.02686293137761396,96,0.002741686452939741
strain_yEK19,36,0.06988698537247827,0.026743617880765916,96,0.002729509070160371
strain_yEK19,37,0.07106308386801284,0.026809068888680874,96,0.0027361891356829757
strain_yEK19,38,0.07241299864995553,0.027348500484735777,96,0.0027912446424108775
strain_yEK19,39,0.07299405847779337,0.0276686946185851,96,0.0028239243193510133
strain_yEK19,40,0.07342050945008528,0.02719513233275025,96,0.002775591570945954
strain_yEK19,41,0.07496027346948349,0.027979696465677908,96,0.002855665812452699
strain_yEK19,42,0.0750554838726031,0.028393316073375204,96,0.0028978806868888876
strain_yEK19,43,0.07605991184076634,0.02872689138594479,96,0.0029319260746632583
strain_yEK19,44,0.0767928051213443,0.029263413292680947,96,0.0029866846124686204
strain_yEK19,45,0.07649993790649685,0.029314339419583838,96,0.002991882238530633
strain_yEK19,46,0.0781612669312907,0.029975993283100872,96,0.003059412003195543
strain_yEK19,47,0.07805361051289426,0.029568872052107713,96,0.0030178603665544177
strain_yEK19,48,0.0785812543589023,0.029706881513361167,96,0.003031945898210558
strain_yEK19,49,0.07926832060073262,0.02939625104872535,96,0.003000242309172166
strain_yEK19,50,0.08080142969928174,0.030415079948195686,96,0.003104226098293152
strain_yEK19,51,0.08105424136347943,0.03022167594280774,96,0.003084486884651029
strain_yEK19,52,0.08227318398702685,0.03090763395636612,96,0.0031544971812423276
strain_yEK19,53,0.08282529462595085,0.030844888782055005,96,0.0031480932787054856
strain_yEK19,54,0.08265964340567304,0.031002812242458575,96,0.003164211274388959
strain_yEK19,55,0.08247586853416215,0.030417046644502985,96,0.003104426823394481
strain_yEK19,56,0.08259181666463389,0.03141847719010947,96,0.0032066349004600163
strain_yEK19,57,0.08294518043097887,0.030412121290275738,96,0.0031039241315336803
strain_yEK19,58,0.08334311138333722,0.03093039811243493,96,0.003156820538192064
strain_yEK19,59,0.08411624933693972,0.0309075243462309,96,0.003154485994204748
strain_yEK19,60,0.08502643748214868,0.031383632681536745,96,0.0032030785976957994
strain_yEK19,61,0.08638629221456652,0.03188606313187568,96,0.003254357690802764
strain_yEK19,62,0.0874065387835813,0.03250112817842073,96,0.003317132504246787
strain_yEK19,63,0.08790685158978105,0.03250334677797792,96,0.0033173589391158986
strain_yEK19,64,0.08765467569881663,0.03219036139928698,96,0.003285415002668209
strain_yEK19,65,0.08791487209902386,0.031999616065408146,96,0.0032659471385507103
strain_yEK19,66,0.08811437645346211,0.03139612513576821,96,0.003204353603466723
strain_yEK19,67,0.08917961641071276,0.03283668330707502,96,0.0033513799561541604
