dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
8,10,0.0,full_window,10,0.040922731819697473,0.9497435897435897,32989,975
8,10,0.0,half_window,5,0.023886750128830823,0.7671794871794871,32989,975
8,10,0.0,quarter_window,2,0.010730849677165116,0.3630769230769231,32989,975
8,10,1.0,full_window,10,0.05486725663716814,0.6912820512820513,15255,975
8,10,1.0,half_window,5,0.035004916420845626,0.5312820512820513,15255,975
8,10,1.0,quarter_window,2,0.01724024909865618,0.26974358974358975,15255,975
8,10,2.0,full_window,10,0.061178731582319026,0.3487179487179487,6244,975
8,10,2.0,half_window,5,0.04356181934657271,0.2717948717948718,6244,975
8,10,2.0,quarter_window,2,0.021780909673286355,0.13948717948717948,6244,975
8,10,3.0,full_window,10,0.08526315789473685,0.15487179487179487,1900,975
8,10,3.0,half_window,5,0.06736842105263158,0.13025641025641024,1900,975
8,10,3.0,quarter_window,2,0.03736842105263158,0.07282051282051281,1900,975
8,10,4.0,full_window,10,0.13125,0.06153846153846154,480,975
8,10,4.0,half_window,5,0.11666666666666667,0.057435897435897436,480,975
8,10,4.0,quarter_window,2,0.07083333333333333,0.03487179487179487,480,975
8,10,5.0,full_window,10,0.16153846153846155,0.021538461538461538,130,975
8,10,5.0,half_window,5,0.14615384615384616,0.019487179487179488,130,975
8,10,5.0,quarter_window,2,0.08461538461538462,0.011282051282051283,130,975
8,10,6.0,full_window,10,0.21875,0.0071794871794871795,32,975
8,10,6.0,half_window,5,0.21875,0.0071794871794871795,32,975
8,10,6.0,quarter_window,2,0.09375,0.003076923076923077,32,975
8,10,7.0,full_window,10,0.4,0.0041025641025641026,10,975
8,10,7.0,half_window,5,0.4,0.0041025641025641026,10,975
8,10,7.0,quarter_window,2,0.2,0.0020512820512820513,10,975
8,10,8.0,full_window,10,0.25,0.0010256410256410256,4,975
8,10,8.0,half_window,5,0.25,0.0010256410256410256,4,975
8,10,8.0,quarter_window,2,0.25,0.0010256410256410256,4,975
8,10,9.0,full_window,10,0.0,0.0,0,975
8,10,9.0,half_window,5,0.0,0.0,0,975
8,10,9.0,quarter_window,2,0.0,0.0,0,975
8,10,10.0,full_window,10,0.0,0.0,0,975
8,10,10.0,half_window,5,0.0,0.0,0,975
8,10,10.0,quarter_window,2,0.0,0.0,0,975
8,10,11.0,full_window,10,0.0,0.0,0,975
8,10,11.0,half_window,5,0.0,0.0,0,975
8,10,11.0,quarter_window,2,0.0,0.0,0,975
8,10,12.0,full_window,10,0.0,0.0,0,975
8,10,12.0,half_window,5,0.0,0.0,0,975
8,10,12.0,quarter_window,2,0.0,0.0,0,975
8,10,13.0,full_window,10,0.0,0.0,0,975
8,10,13.0,half_window,5,0.0,0.0,0,975
8,10,13.0,quarter_window,2,0.0,0.0,0,975
8,10,14.0,full_window,10,0.0,0.0,0,975
8,10,14.0,half_window,5,0.0,0.0,0,975
8,10,14.0,quarter_window,2,0.0,0.0,0,975
8,10,15.0,full_window,10,0.0,0.0,0,975
8,10,15.0,half_window,5,0.0,0.0,0,975
8,10,15.0,quarter_window,2,0.0,0.0,0,975
8,10,16.0,full_window,10,0.0,0.0,0,975
8,10,16.0,half_window,5,0.0,0.0,0,975
8,10,16.0,quarter_window,2,0.0,0.0,0,975
8,10,17.0,full_window,10,0.0,0.0,0,975
8,10,17.0,half_window,5,0.0,0.0,0,975
8,10,17.0,quarter_window,2,0.0,0.0,0,975
8,10,18.0,full_window,10,0.0,0.0,0,975
8,10,18.0,half_window,5,0.0,0.0,0,975
8,10,18.0,quarter_window,2,0.0,0.0,0,975
8,10,19.0,full_window,10,0.0,0.0,0,975
8,10,19.0,half_window,5,0.0,0.0,0,975
8,10,19.0,quarter_window,2,0.0,0.0,0,975
8,10,20.0,full_window,10,0.0,0.0,0,975
8,10,20.0,half_window,5,0.0,0.0,0,975
8,10,20.0,quarter_window,2,0.0,0.0,0,975
8,10,21.0,full_window,10,0.0,0.0,0,975
8,10,21.0,half_window,5,0.0,0.0,0,975
8,10,21.0,quarter_window,2,0.0,0.0,0,975
8,10,22.0,full_window,10,0.0,0.0,0,975
8,10,22.0,half_window,5,0.0,0.0,0,975
8,10,22.0,quarter_window,2,0.0,0.0,0,975
8,10,23.0,full_window,10,0.0,0.0,0,975
8,10,23.0,half_window,5,0.0,0.0,0,975
8,10,23.0,quarter_window,2,0.0,0.0,0,975
8,10,24.0,full_window,10,0.0,0.0,0,975
8,10,24.0,half_window,5,0.0,0.0,0,975
8,10,24.0,quarter_window,2,0.0,0.0,0,975
8,10,25.0,full_window,10,0.0,0.0,0,975
8,10,25.0,half_window,5,0.0,0.0,0,975
8,10,25.0,quarter_window,2,0.0,0.0,0,975
8,10,26.0,full_window,10,0.0,0.0,0,975
8,10,26.0,half_window,5,0.0,0.0,0,975
8,10,26.0,quarter_window,2,0.0,0.0,0,975
8,10,27.0,full_window,10,0.0,0.0,0,975
8,10,27.0,half_window,5,0.0,0.0,0,975
8,10,27.0,quarter_window,2,0.0,0.0,0,975
8,10,28.0,full_window,10,0.0,0.0,0,975
8,10,28.0,half_window,5,0.0,0.0,0,975
8,10,28.0,quarter_window,2,0.0,0.0,0,975
8,10,29.0,full_window,10,0.0,0.0,0,975
8,10,29.0,half_window,5,0.0,0.0,0,975
8,10,29.0,quarter_window,2,0.0,0.0,0,975
8,10,30.0,full_window,10,0.0,0.0,0,975
8,10,30.0,half_window,5,0.0,0.0,0,975
8,10,30.0,quarter_window,2,0.0,0.0,0,975
8,10,31.0,full_window,10,0.0,0.0,0,975
8,10,31.0,half_window,5,0.0,0.0,0,975
8,10,31.0,quarter_window,2,0.0,0.0,0,975
8,10,32.0,full_window,10,0.0,0.0,0,975
8,10,32.0,half_window,5,0.0,0.0,0,975
8,10,32.0,quarter_window,2,0.0,0.0,0,975
8,10,33.0,full_window,10,0.0,0.0,0,975
8,10,33.0,half_window,5,0.0,0.0,0,975
8,10,33.0,quarter_window,2,0.0,0.0,0,975
8,10,34.0,full_window,10,0.0,0.0,0,975
8,10,34.0,half_window,5,0.0,0.0,0,975
8,10,34.0,quarter_window,2,0.0,0.0,0,975
