chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
I,50,0.0,full_window,50,0.46153846153846156,1.0,0.631578947368421,26,8,18,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,0.0,half_window,25,0.2692307692307692,0.875,0.411764705882353,26,8,18,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,0.0,quarter_window,12,0.15384615384615385,0.5,0.23529411764705882,26,8,18,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,1.0,full_window,50,0.44,1.0,0.6111111111111112,25,8,17,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,1.0,half_window,25,0.28,0.875,0.42424242424242425,25,8,17,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,1.0,quarter_window,12,0.16,0.5,0.24242424242424243,25,8,17,310.0,0.7893478260869565,0.5792067877955557,13.125
I,50,10.0,full_window,50,0.5714285714285714,0.5,0.5333333333333333,7,8,1,585.0,0.8334507746126937,0.6672117089987335,21.25
I,50,10.0,half_window,25,0.42857142857142855,0.375,0.39999999999999997,7,8,1,585.0,0.8334507746126937,0.6672117089987335,21.25
I,50,10.0,quarter_window,12,0.14285714285714285,0.125,0.13333333333333333,7,8,1,585.0,0.8334507746126937,0.6672117089987335,21.25
I,50,11.0,full_window,50,0.6666666666666666,0.5,0.5714285714285715,6,8,2,585.0,0.8360744627686157,0.672445789218674,21.25
I,50,11.0,half_window,25,0.5,0.375,0.42857142857142855,6,8,2,585.0,0.8360744627686157,0.672445789218674,21.25
I,50,11.0,quarter_window,12,0.16666666666666666,0.125,0.14285714285714288,6,8,2,585.0,0.8360744627686157,0.672445789218674,21.25
I,50,12.0,full_window,50,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,12.0,half_window,25,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,12.0,quarter_window,12,0.25,0.125,0.16666666666666666,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,13.0,full_window,50,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,13.0,half_window,25,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,13.0,quarter_window,12,0.25,0.125,0.16666666666666666,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,14.0,full_window,50,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,14.0,half_window,25,0.5,0.25,0.3333333333333333,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,14.0,quarter_window,12,0.25,0.125,0.16666666666666666,4,8,4,835.0,0.8205822088955522,0.6414419905153956,12.5
I,50,15.0,full_window,50,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,15.0,half_window,25,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,15.0,quarter_window,12,0.3333333333333333,0.125,0.18181818181818182,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,16.0,full_window,50,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,16.0,half_window,25,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,16.0,quarter_window,12,0.3333333333333333,0.125,0.18181818181818182,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,17.0,full_window,50,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,17.0,half_window,25,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,17.0,quarter_window,12,0.3333333333333333,0.125,0.18181818181818182,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,18.0,full_window,50,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,18.0,half_window,25,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,18.0,quarter_window,12,0.3333333333333333,0.125,0.18181818181818182,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,19.0,full_window,50,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,19.0,half_window,25,0.6666666666666666,0.25,0.36363636363636365,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,19.0,quarter_window,12,0.3333333333333333,0.125,0.18181818181818182,3,8,5,835.0,0.8301399300349825,0.6603626056939162,12.5
I,50,2.0,full_window,50,0.43478260869565216,1.0,0.6060606060606061,23,8,15,310.0,0.7893478260869565,0.5792067877955557,13.125
