Position,Value,Centromere_distance,Nucleosome_distance
0,0,250000,0
1,0,249999,1
2,0,249998,2
3,0,249997,3
4,0,249996,4
5,0,249995,5
6,0,249994,6
7,0,249993,7
8,0,249992,8
9,20,249991,9
10,0,249990,10
11,6,249989,11
12,0,249988,12
13,1,249987,13
14,0,249986,14
15,0,249985,15
16,0,249984,16
17,0,249983,17
18,0,249982,18
19,0,249981,19
20,0,249980,20
21,0,249979,21
22,0,249978,22
23,0,249977,23
24,0,249976,24
25,0,249975,25
26,0,249974,26
27,0,249973,27
28,0,249972,28
29,0,249971,29
30,0,249970,30
31,0,249969,31
32,0,249968,32
33,0,249967,33
34,0,249966,34
35,0,249965,35
36,42,249964,36
37,0,249963,37
38,0,249962,38
39,0,249961,39
40,49,249960,40
41,0,249959,41
42,0,249958,42
43,0,249957,43
44,0,249956,44
45,7,249955,45
46,0,249954,46
47,6,249953,47
48,0,249952,48
49,7,249951,49
50,0,249950,50
51,0,249949,51
52,0,249948,52
53,0,249947,53
54,0,249946,54
55,0,249945,55
56,0,249944,56
57,0,249943,57
58,0,249942,58
59,0,249941,59
60,0,249940,60
61,0,249939,61
62,0,249938,62
63,0,249937,63
64,0,249936,64
65,0,249935,65
66,0,249934,66
67,0,249933,67
68,0,249932,68
69,4,249931,69
70,0,249930,70
71,0,249929,71
72,0,249928,72
73,0,249927,73
74,0,249926,74
75,0,249925,75
76,0,249924,76
77,0,249923,77
78,0,249922,78
79,0,249921,79
80,0,249920,80
81,3,249919,81
82,0,249918,82
83,0,249917,83
84,11,249916,84
85,0,249915,84
86,0,249914,83
87,0,249913,82
88,0,249912,81
89,6,249911,80
90,0,249910,79
91,0,249909,78
92,0,249908,77
93,0,249907,76
94,0,249906,75
95,0,249905,74
96,0,249904,73
97,0,249903,72
98,0,249902,71
99,0,249901,70
100,0,249900,69
101,0,249899,68
102,0,249898,67
103,0,249897,66
104,0,249896,65
105,0,249895,64
106,0,249894,63
107,0,249893,62
108,4,249892,61
109,0,249891,60
110,0,249890,59
111,0,249889,58
112,0,249888,57
113,0,249887,56
114,0,249886,55
115,0,249885,54
116,0,249884,53
117,0,249883,52
118,3,249882,51
119,0,249881,50
120,0,249880,49
121,0,249879,48
122,0,249878,47
123,2,249877,46
124,0,249876,45
125,0,249875,44
126,0,249874,43
127,0,249873,42
128,0,249872,41
129,0,249871,40
130,0,249870,39
131,0,249869,38
132,0,249868,37
133,28,249867,36
134,0,249866,35
135,0,249865,34
136,0,249864,33
137,0,249863,32
138,0,249862,31
139,0,249861,30
140,0,249860,29
141,0,249859,28
142,0,249858,27
143,0,249857,26
144,1,249856,25
145,0,249855,24
146,0,249854,23
147,0,249853,22
148,0,249852,21
149,0,249851,20
150,1,249850,19
151,3,249849,18
152,0,249848,17
153,0,249847,16
154,0,249846,15
155,24,249845,14
156,0,249844,13
157,0,249843,12
158,0,249842,11
159,0,249841,10
160,0,249840,9
161,0,249839,8
162,0,249838,7
163,0,249837,6
164,11,249836,5
165,0,249835,4
166,0,249834,3
167,0,249833,2
168,0,249832,1
169,0,249831,0
170,0,249830,1
171,0,249829,2
172,0,249828,3
173,0,249827,4
174,0,249826,5
175,0,249825,6
176,0,249824,7
177,0,249823,8
178,0,249822,9
179,0,249821,10
180,0,249820,11
181,2,249819,12
182,0,249818,13
183,0,249817,14
184,0,249816,15
185,0,249815,16
186,0,249814,17
187,0,249813,18
188,0,249812,19
189,0,249811,20
190,0,249810,21
191,0,249809,22
192,0,249808,23
193,3,249807,24
194,0,249806,25
195,0,249805,26
196,0,249804,27
197,0,249803,28
198,2,249802,29
199,0,249801,30
200,0,249800,31
201,0,249799,32
202,0,249798,33
203,0,249797,34
204,10,249796,35
205,0,249795,36
206,0,249794,37
207,0,249793,38
208,0,249792,39
209,0,249791,40
210,0,249790,41
211,0,249789,42
212,0,249788,43
213,0,249787,44
214,0,249786,45
215,0,249785,46
216,0,249784,47
217,0,249783,48
218,0,249782,49
219,0,249781,50
220,0,249780,51
221,0,249779,52
222,0,249778,53
223,0,249777,54
224,0,249776,55
225,0,249775,56
226,0,249774,57
227,0,249773,58
228,0,249772,59
229,0,249771,60
230,2,249770,61
231,0,249769,62
