region_start,region_end,region_mean
0,319,5.764756408968912
319,1218,11.355476798890777
1218,2199,10.765889457728273
2199,2581,0.0
2581,3314,4.313828472432725
3314,3545,4.422572149618706
3545,3624,0.0
3624,4353,11.411583475645523
4353,5158,0.0
5158,5462,7.729151764985783
5462,6068,8.6961318099803
6068,6423,0.0
6423,7420,14.777920332395047
7420,7899,10.482750079129534
7899,8622,3.4802102424679875
8622,9415,5.472297543945527
9415,10185,4.218208750389103
10185,10432,6.092388491251415
10432,10579,0.0
10579,10757,11.885007675722736
10757,11563,0.0
11563,12388,4.067665461868437
12388,12885,8.383977038506988
12885,13137,10.410713814447341
13137,13905,0.0
13905,14805,2.020547410836844
14805,14879,0.0
14879,15265,1.0153541032501647
15265,15985,9.453845173938106
15985,16307,8.80051188772616
16307,17107,13.958221759246294
17107,18067,0.0
18067,18803,3.3993554366324474
18803,19102,0.0
19102,19916,1.8062659227060436
19916,20012,0.4183906725100217
20012,20888,0.0
20888,21600,0.0
21600,22004,0.0
22004,22186,14.173057239547472
22186,22446,20.16216117523378
22446,22894,4.89836055444215
22894,22937,9.092012359575115
22937,23833,2.217218297327436
23833,24231,5.506786868657814
24231,24599,3.02142041580663
24599,25189,17.449287239721766
25189,25934,4.591611928097408
25934,26146,8.792695841701663
26146,26357,6.808431797283557
26357,27026,0.0
27026,27138,7.504128161380972
27138,27346,2.755911252487233
27346,27775,0.9130343265596342
27775,28293,8.773782359464764
28293,28439,8.907014511123437
28439,28806,1.971922661935922
28806,29208,0.0
29208,29988,2.455224954147474
29988,30561,0.0
30561,30954,0.0
30954,31558,14.366196053367636
31558,32468,0.0
32468,32660,16.525385970412884
32660,33428,1.6352720605222373
33428,33655,10.698893399550647
33655,34634,0.052438522990340866
34634,34804,14.687721008597167
34804,35331,3.191512065916378
35331,35618,9.128426166547317
35618,36330,9.160689943802602
36330,37149,3.773393599518141
37149,37912,0.0
37912,38129,1.7359397493800135
38129,39066,5.459675348961051
39066,39523,5.420875039668032
39523,40009,0.0
40009,40931,7.881654321645738
40931,41177,5.24557973548844
41177,41902,5.045830205959309
41902,42461,7.130945480790655
42461,42681,15.882281356537874
42681,42923,8.331076010486715
42923,43864,0.0
43864,44674,6.776780082281007
44674,45293,11.800694364608805
45293,45812,0.5645900651266323
45812,46396,3.3747257202211562
46396,47184,14.097362054217546
47184,48097,10.103198645008234
48097,48570,0.0
48570,49292,2.7814991353251863
49292,50254,9.069312246369975
50254,50399,3.767494692531883
50399,51315,0.0
51315,52119,6.157383597977182
52119,52476,5.3845997981943885
52476,52740,6.387104034255399
52740,52838,13.69723979121946
52838,53459,5.150871964274934
53459,54377,11.662472760551609
54377,54804,4.978461873692918
54804,55190,4.614867440332587
55190,55733,0.0
55733,56636,14.47955323531776
56636,57019,0.9679814990453615
57019,57176,5.871845145951803
57176,57464,0.0
57464,57812,5.585629512138523
57812,58573,5.6040327176648885
58573,59162,0.0
59162,60078,1.781211187641574
60078,60801,1.5103674147096817
60801,60949,4.435792901553355
60949,61510,0.0
61510,61553,13.947388356471603
61553,62190,10.949719072507717
62190,62984,4.604675043417293
62984,63149,0.0
63149,63653,4.7510642252066075
63653,63728,8.830034204015687
63728,63917,9.964821076329981
63917,64436,0.0
64436,64861,2.2857152852267637
64861,65794,0.0
65794,66779,4.778094622709987
66779,67778,4.22190695541032
67778,68411,3.48512888367209
68411,68588,9.923290687678355
68588,69428,0.0
69428,70126,5.915982007738783
70126,70490,7.132103345674268
70490,70587,1.0504509862330975
70587,71405,0.0
71405,71536,12.507445755366472
71536,71695,0.0
71695,72618,0.0
72618,73223,1.1828562238317113
73223,74177,15.105262285437583
74177,74224,2.469426937633223
74224,74891,10.87217702297958
74891,75110,0.0
75110,75181,7.492710217689329
75181,75340,0.0
75340,75390,0.0
75390,75730,1.364058115181313
