dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
2,10,0.0,full_window,10,0.041459915107311535,0.9523316062176166,33454,965
2,10,0.0,half_window,5,0.022807437077778443,0.7564766839378239,33454,965
2,10,0.0,quarter_window,2,0.010731153225324325,0.37202072538860104,33454,965
2,10,1.0,full_window,10,0.05199421617062297,0.7088082901554404,16598,965
2,10,1.0,half_window,5,0.03144957223761899,0.5253886010362694,16598,965
2,10,1.0,quarter_window,2,0.015483793228099771,0.26632124352331604,16598,965
2,10,2.0,full_window,10,0.060700283898877924,0.40103626943005183,7397,965
2,10,2.0,half_window,5,0.038123563606867646,0.2860103626943005,7397,965
2,10,2.0,quarter_window,2,0.019602541570907125,0.15025906735751296,7397,965
2,10,3.0,full_window,10,0.07577639751552795,0.17409326424870467,2415,965
2,10,3.0,half_window,5,0.05134575569358178,0.12746113989637306,2415,965
2,10,3.0,quarter_window,2,0.02774327122153209,0.0694300518134715,2415,965
2,10,4.0,full_window,10,0.09142053445850915,0.06528497409326425,711,965
2,10,4.0,half_window,5,0.06751054852320675,0.049740932642487044,711,965
2,10,4.0,quarter_window,2,0.040787623066104076,0.03005181347150259,711,965
2,10,5.0,full_window,10,0.11734693877551021,0.02383419689119171,196,965
2,10,5.0,half_window,5,0.10714285714285714,0.021761658031088083,196,965
2,10,5.0,quarter_window,2,0.05612244897959184,0.011398963730569948,196,965
2,10,6.0,full_window,10,0.20689655172413793,0.012435233160621761,58,965
2,10,6.0,half_window,5,0.20689655172413793,0.012435233160621761,58,965
2,10,6.0,quarter_window,2,0.10344827586206896,0.0062176165803108805,58,965
2,10,7.0,full_window,10,0.4666666666666667,0.007253886010362694,15,965
2,10,7.0,half_window,5,0.4666666666666667,0.007253886010362694,15,965
2,10,7.0,quarter_window,2,0.2,0.0031088082901554403,15,965
2,10,8.0,full_window,10,0.8,0.004145077720207254,5,965
2,10,8.0,half_window,5,0.8,0.004145077720207254,5,965
2,10,8.0,quarter_window,2,0.2,0.0010362694300518134,5,965
2,10,9.0,full_window,10,1.0,0.0031088082901554403,3,965
2,10,9.0,half_window,5,1.0,0.0031088082901554403,3,965
2,10,9.0,quarter_window,2,0.0,0.0,3,965
2,10,10.0,full_window,10,1.0,0.0010362694300518134,1,965
2,10,10.0,half_window,5,1.0,0.0010362694300518134,1,965
2,10,10.0,quarter_window,2,0.0,0.0,1,965
2,10,11.0,full_window,10,1.0,0.0010362694300518134,1,965
2,10,11.0,half_window,5,1.0,0.0010362694300518134,1,965
2,10,11.0,quarter_window,2,0.0,0.0,1,965
2,10,12.0,full_window,10,0.0,0.0,0,965
2,10,12.0,half_window,5,0.0,0.0,0,965
2,10,12.0,quarter_window,2,0.0,0.0,0,965
2,10,13.0,full_window,10,0.0,0.0,0,965
2,10,13.0,half_window,5,0.0,0.0,0,965
2,10,13.0,quarter_window,2,0.0,0.0,0,965
2,10,14.0,full_window,10,0.0,0.0,0,965
2,10,14.0,half_window,5,0.0,0.0,0,965
2,10,14.0,quarter_window,2,0.0,0.0,0,965
2,10,15.0,full_window,10,0.0,0.0,0,965
2,10,15.0,half_window,5,0.0,0.0,0,965
2,10,15.0,quarter_window,2,0.0,0.0,0,965
2,10,16.0,full_window,10,0.0,0.0,0,965
2,10,16.0,half_window,5,0.0,0.0,0,965
