dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
7,10,0.0,full_window,10,0.04168674698795181,0.9517948717948718,33200,975
7,10,0.0,half_window,5,0.02328313253012048,0.7548717948717949,33200,975
7,10,0.0,quarter_window,2,0.01036144578313253,0.3528205128205128,33200,975
7,10,1.0,full_window,10,0.055438365194462755,0.6994871794871795,15170,975
7,10,1.0,half_window,5,0.03381674357284113,0.5107692307692308,15170,975
7,10,1.0,quarter_window,2,0.015425181278839815,0.24,15170,975
7,10,2.0,full_window,10,0.06289729006356641,0.3446153846153846,5978,975
7,10,2.0,half_window,5,0.04382736701237872,0.2635897435897436,5978,975
7,10,2.0,quarter_window,2,0.021244563399130143,0.13025641025641024,5978,975
7,10,3.0,full_window,10,0.07073434125269978,0.12717948717948718,1852,975
7,10,3.0,half_window,5,0.052375809935205186,0.09846153846153846,1852,975
7,10,3.0,quarter_window,2,0.026457883369330453,0.050256410256410255,1852,975
7,10,4.0,full_window,10,0.09090909090909091,0.04205128205128205,473,975
7,10,4.0,half_window,5,0.06976744186046512,0.033846153846153845,473,975
7,10,4.0,quarter_window,2,0.035940803382663845,0.017435897435897435,473,975
7,10,5.0,full_window,10,0.12871287128712872,0.012307692307692308,101,975
7,10,5.0,half_window,5,0.10891089108910891,0.011282051282051283,101,975
7,10,5.0,quarter_window,2,0.06930693069306931,0.0071794871794871795,101,975
7,10,6.0,full_window,10,0.11538461538461539,0.003076923076923077,26,975
7,10,6.0,half_window,5,0.038461538461538464,0.0010256410256410256,26,975
7,10,6.0,quarter_window,2,0.038461538461538464,0.0010256410256410256,26,975
7,10,7.0,full_window,10,0.14285714285714285,0.0010256410256410256,7,975
7,10,7.0,half_window,5,0.0,0.0,7,975
7,10,7.0,quarter_window,2,0.0,0.0,7,975
7,10,8.0,full_window,10,0.5,0.0010256410256410256,2,975
7,10,8.0,half_window,5,0.0,0.0,2,975
7,10,8.0,quarter_window,2,0.0,0.0,2,975
7,10,9.0,full_window,10,0.0,0.0,1,975
7,10,9.0,half_window,5,0.0,0.0,1,975
7,10,9.0,quarter_window,2,0.0,0.0,1,975
7,10,10.0,full_window,10,0.0,0.0,1,975
7,10,10.0,half_window,5,0.0,0.0,1,975
7,10,10.0,quarter_window,2,0.0,0.0,1,975
7,10,11.0,full_window,10,0.0,0.0,0,975
7,10,11.0,half_window,5,0.0,0.0,0,975
7,10,11.0,quarter_window,2,0.0,0.0,0,975
7,10,12.0,full_window,10,0.0,0.0,0,975
7,10,12.0,half_window,5,0.0,0.0,0,975
7,10,12.0,quarter_window,2,0.0,0.0,0,975
7,10,13.0,full_window,10,0.0,0.0,0,975
7,10,13.0,half_window,5,0.0,0.0,0,975
7,10,13.0,quarter_window,2,0.0,0.0,0,975
7,10,14.0,full_window,10,0.0,0.0,0,975
7,10,14.0,half_window,5,0.0,0.0,0,975
7,10,14.0,quarter_window,2,0.0,0.0,0,975
7,10,15.0,full_window,10,0.0,0.0,0,975
