Position,Value
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,30
8,0
9,0
10,0
11,0
12,0
13,26
14,18
15,0
16,0
17,23
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,20
28,0
29,0
30,0
31,0
32,14
33,0
34,0
35,0
36,0
37,24
38,0
39,0
40,10
41,14
42,0
43,0
44,11
45,0
46,0
47,0
48,0
49,10
50,0
51,0
52,0
53,0
54,19
55,0
56,0
57,19
58,19
59,0
60,0
61,15
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,7
71,0
72,0
73,0
74,21
75,0
76,0
77,0
78,20
79,0
80,0
81,14
82,0
83,22
84,18
85,0
86,0
87,0
88,11
89,0
90,34
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,8
104,19
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,25
113,0
114,0
115,10
116,15
117,17
118,0
119,8
120,0
121,0
122,0
123,17
124,0
125,0
126,0
127,0
128,0
129,36
130,0
131,23
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,8
142,0
143,0
144,10
145,0
146,24
147,0
148,0
149,16
150,16
151,0
152,24
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,26
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,20
175,35
176,0
177,0
178,0
179,18
180,0
181,0
182,29
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,20
191,0
192,18
193,21
194,0
195,0
196,0
197,0
198,15
199,0
200,0
201,0
202,15
203,21
204,12
205,22
206,24
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,32
222,0
223,0
224,0
225,0
226,0
227,0
228,21
229,0
230,0
231,0
232,0
233,24
234,0
235,25
236,0
237,0
238,14
239,0
240,0
241,0
242,0
243,0
244,30
245,0
246,18
247,0
248,0
249,17
250,0
251,0
252,0
253,0
254,15
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,10
263,14
264,0
265,0
266,0
267,0
268,39
269,0
270,0
271,14
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,9
289,14
290,0
291,0
292,0
293,0
294,0
295,0
296,10
297,0
298,0
299,12
300,0
301,0
302,21
303,0
304,23
305,0
306,0
307,13
308,0
309,0
310,0
311,0
312,16
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,14
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,13
329,20
330,0
331,0
332,0
333,24
334,0
335,0
336,0
337,30
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,24
346,0
347,0
348,0
349,0
350,0
351,0
352,19
353,0
354,0
355,0
356,0
357,18
358,0
359,0
360,0
361,0
362,14
363,0
364,16
365,16
366,16
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,6
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,6
386,0
387,0
388,12
389,23
390,31
391,0
392,0
393,0
394,33
395,0
396,20
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,21
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,36
421,0
422,0
423,20
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,25
435,0
436,0
437,0
438,0
439,0
440,0
441,20
442,0
443,0
444,27
445,18
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,10
456,0
457,0
458,20
459,16
460,0
461,0
462,0
463,0
464,0
465,15
466,16
467,0
468,0
469,0
470,20
471,0
472,0
473,0
474,0
475,15
476,0
477,0
478,0
479,17
480,0
481,0
482,0
483,0
484,0
485,0
486,27
487,0
488,0
489,0
490,13
491,0
492,0
493,0
494,0
495,0
496,0
497,6
498,0
499,0
500,0
501,0
502,0
503,0
504,23
505,0
506,0
507,0
508,25
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,17
519,0
520,16
521,0
522,20
523,0
524,0
525,0
526,0
527,0
528,13
529,0
530,0
531,0
