Lag,Average_ACF,Total_Contributing_Pairs
1,0.37838707039981967,6462081.0
2,0.3425223799289019,6275421.0
3,0.3276176646488687,6673271.0
4,0.3135568688185652,6668795.0
5,0.3017708542294001,6494123.0
6,0.314799358545388,6454455.0
7,0.3074573155768318,6347950.0
8,0.32161998631464894,6597891.0
9,0.31631166359337115,6290570.0
10,0.3166151448178768,6279641.0
11,0.3230416233169317,6406289.0
12,0.30476697111519374,6299768.0
13,0.2874706406805978,6176446.0
14,0.28116610128961955,6235434.0
15,0.271295895057803,6177677.0
16,0.26414871034381066,6122744.0
17,0.26271336332819106,6122635.0
18,0.2638208378054913,6123695.0
19,0.26549110726640185,6131244.0
20,0.26485685241227036,6104548.0
21,0.26474722894413705,6083598.0
22,0.26158139822310555,6077260.0
23,0.254263691612965,6063648.0
24,0.2462291648782698,6039361.0
25,0.2378603531281214,6004498.0
26,0.2327597934380427,5994378.0
27,0.2305710316495866,5985009.0
28,0.23022394055733297,5975191.0
29,0.23146251727842482,5984286.0
30,0.23364358053106452,6004619.0
31,0.23318311980286158,6006983.0
32,0.23142134494880773,6014371.0
33,0.22811427000312243,6009750.0
34,0.22181535984299017,6003161.0
35,0.21608387374572394,5984793.0
36,0.21092405797885208,5975272.0
37,0.2080869722319351,5952842.0
38,0.2072813993020131,5941735.0
39,0.20860376023528907,5932081.0
40,0.20873051302769513,5925187.0
41,0.20915928284257074,5918777.0
42,0.20867049479315453,5918190.0
43,0.20500164767724519,5893942.0
44,0.20085454796574712,5880289.0
45,0.1959380413159356,5869789.0
46,0.1912590693192074,5846546.0
47,0.1879908027851669,5826371.0
48,0.18674328665527665,5818683.0
49,0.18610505816101236,5798659.0
50,0.18605080951629407,5795545.0
51,0.18811040926453584,5788727.0
52,0.18653764137333356,5778682.0
53,0.18439641680201777,5765973.0
54,0.18069716141873177,5760665.0
55,0.17746103695758267,5738102.0
56,0.17346404330996407,5724000.0
57,0.1707213629563244,5710146.0
58,0.16874963987827918,5694724.0
59,0.1683108958974979,5682182.0
60,0.16848960976175686,5683219.0
61,0.16809109059967722,5670538.0
62,0.16738748157679845,5659438.0
63,0.1660784337546076,5657361.0
64,0.1637425493418677,5647201.0
65,0.1610844633920579,5634713.0
66,0.1591227109978057,5630503.0
67,0.15621465354812916,5617056.0
68,0.15515223786069013,5614202.0
69,0.1538773534342456,5608359.0
70,0.15342435092193804,5596286.0
71,0.15343936082784265,5590490.0
72,0.1538246586072735,5592181.0
73,0.1528660551063881,5580237.0
74,0.15131545460868187,5574208.0
75,0.1499426987814364,5575810.0
76,0.14732609652407938,5562301.0
77,0.14466309132793898,5554876.0
78,0.14339762703076503,5555964.0
79,0.14236673915148515,5543666.0
80,0.14187663923574342,5543629.0
81,0.14197606207882138,5542559.0
82,0.14185907093444855,5536723.0
83,0.14098634148297928,5537004.0
84,0.14106550539211354,5535873.0
85,0.1391034245769148,5524460.0
86,0.13756197756226132,5523610.0
87,0.13598344416589056,5518836.0
88,0.13388813705487293,5514073.0
89,0.13214723037638038,5507844.0
90,0.1330599464863294,5509605.0
91,0.13217414376360537,5507016.0
92,0.13187710065050573,5510675.0
93,0.13201876639044502,5510937.0
94,0.13107610101628497,5507031.0
95,0.12967887516468635,5500469.0
96,0.1291422996240509,5500624.0
97,0.12732388307630074,5496672.0
98,0.1264119348208683,5493653.0
99,0.1257699011962088,5492445.0
100,0.125092969629649,5493592.0
101,0.1245224628072219,5491169.0
102,0.12443339620223223,5500416.0
103,0.12451762948474551,5496917.0
104,0.12494497144654813,5498415.0
105,0.12443792587208652,5502608.0
106,0.12330328750617489,5498270.0
107,0.12226341796715963,5493364.0
108,0.12236033726713694,5493486.0
109,0.12080007012556032,5488919.0
110,0.11984572624468123,5490519.0
111,0.12038502753681847,5493611.0
112,0.11961870911684651,5495184.0
113,0.12053707423629333,5499057.0
114,0.12164664885972513,5508601.0
115,0.12065738107143575,5507168.0
116,0.12031879948234805,5506305.0
117,0.12027961807465011,5506196.0
118,0.12026845480673688,5500543.0
119,0.11890857941896815,5499399.0
120,0.11930279709103497,5506843.0
121,0.11784472761512055,5501287.0
122,0.11731951413202553,5509735.0
123,0.11870853209716888,5520631.0
124,0.11984621776545394,5521237.0
125,0.11984178252910213,5521112.0
126,0.12039751437224885,5529105.0
127,0.11957911129427032,5523778.0
128,0.11885861204337861,5520928.0
129,0.11961845920183464,5523001.0
130,0.11863836026257744,5520928.0
131,0.11802352134228791,5520861.0
132,0.1179006221620492,5531647.0
133,0.11848138644601362,5527873.0
134,0.119873082440365,5537386.0
135,0.12025885125951817,5545950.0
136,0.12137317279513093,5548651.0
137,0.12127775039440046,5548223.0
138,0.12214747243099917,5554481.0
139,0.12151382606446426,5544175.0
140,0.12102706721948062,5545034.0
141,0.11993676865563407,5548761.0
142,0.1203012408078946,5546267.0
143,0.12012968526757281,5549395.0
144,0.12141079359966875,5560367.0
145,0.1215288902795104,5561415.0
146,0.12265645039610805,5566918.0
147,0.12373634013068634,5573339.0
148,0.12402147466353318,5568829.0
149,0.12413020888357139,5565535.0
150,0.12383175193449998,5570446.0
151,0.12304420500830396,5559248.0
152,0.12259744127389571,5560574.0
153,0.12284181675650123,5567951.0
154,0.12314735943438061,5568716.0
155,0.12332730466561115,5571512.0
156,0.12454883263916137,5584398.0
157,0.12538702004299648,5580053.0
158,0.12671605842785902,5580659.0
159,0.1267706847138994,5579690.0
160,0.12663324865497144,5574674.0
161,0.1264348205461856,5570925.0
162,0.1266025290068759,5572049.0
163,0.12608042582876988,5568721.0
164,0.12514923193789199,5571072.0
165,0.12637192536224495,5575002.0
166,0.12678061968782553,5572786.0
167,0.1281973495204563,5571056.0
168,0.1284289308635965,5577812.0
169,0.12907993001160328,5570535.0
170,0.1292838066576147,5566563.0
171,0.12868249822800346,5564185.0
172,0.12835891594681142,5558363.0
173,0.12731607997860922,5553944.0
174,0.12688194297198047,5557572.0
175,0.1273751582901944,5552037.0
176,0.1266861184999619,5551887.0
177,0.12704420481330836,5555163.0
178,0.12756357572177768,5549483.0
179,0.12814816004569887,5545478.0
180,0.1290082493185816,5547922.0
181,0.12862841584851387,5537606.0
182,0.12831441298258406,5531579.0
183,0.12771882908658871,5529495.0
184,0.12589058303193806,5522626.0
185,0.125831084094428,5517844.0
186,0.12550734426057586,5521763.0
187,0.12525963233058285,5514080.0
188,0.12513450698946824,5513925.0
189,0.1255433067521515,5510381.0
190,0.12516131756125065,5501560.0
191,0.12545230652429856,5499770.0
192,0.12572216509404646,5495497.0
193,0.12472290765537679,5483837.0
194,0.12397853853036965,5479323.0
195,0.12188290501198132,5478384.0
196,0.12143219914881764,5471045.0
197,0.12016382407499748,5467184.0
198,0.12099056715393706,5466073.0
199,0.12071637531134358,5454555.0
200,0.12101883489033208,5451007.0
201,0.12070015398557325,5445418.0
202,0.12034846611237988,5437911.0
203,0.11947913076590978,5428751.0
204,0.1190989843117602,5426220.0
205,0.11747132159276583,5416238.0
206,0.11716492569054311,5411801.0
207,0.11545107447924054,5410922.0
208,0.11520993247699433,5400672.0
209,0.11509421325898397,5398256.0
210,0.11534893775093863,5394120.0
211,0.11478445748639965,5379803.0
212,0.11475406859537775,5379063.0
213,0.11375213816606039,5373769.0
214,0.11318106374033857,5366413.0
215,0.11147413876334712,5356553.0
216,0.11145101354067978,5359424.0
217,0.11059528639582247,5348114.0
218,0.10959418283607729,5344328.0
219,0.10900687167851186,5341895.0
220,0.10922706958547483,5333353.0
221,0.10852845691165149,5327986.0
222,0.1082656580786353,5324565.0
223,0.10811906212030509,5314657.0
224,0.10753162892213543,5314057.0
225,0.10694835002773485,5307029.0
226,0.10540730195436737,5302860.0
227,0.10496611625722835,5297256.0
228,0.10292156752265509,5294900.0
229,0.10263594500943748,5286353.0
230,0.10216192630983646,5282306.0
231,0.1024721072421884,5278560.0
232,0.10235651446874812,5272797.0
233,0.10220270475142233,5268912.0
234,0.10227028325741203,5267149.0
235,0.10113176994771243,5260787.0
236,0.10085028246410038,5258582.0
237,0.09905369995612695,5255190.0
238,0.09881855889906092,5247581.0
239,0.09770314377071147,5243789.0
240,0.09775402730190116,5246466.0
241,0.09786644047278814,5237028.0
242,0.0980936434962865,5234253.0
243,0.09819374688466294,5235918.0
244,0.09745631062765137,5227933.0
245,0.09698479178099409,5226429.0
246,0.09584331689896862,5228999.0
247,0.09563046119177851,5221884.0
248,0.0955015593592441,5218779.0
249,0.09490688914865204,5218388.0
250,0.09412277982157627,5215872.0
251,0.09348042020957822,5209341.0
252,0.09467482441207085,5213245.0
253,0.0952865633935573,5207457.0
254,0.09441795754692356,5209145.0
255,0.09488516268349456,5207501.0
256,0.09317655475124532,5206532.0
257,0.09374207005270019,5201738.0
258,0.09296269707377998,5205797.0
259,0.09247821860595584,5200607.0
260,0.09123207663483156,5202576.0
261,0.09199919539246397,5202212.0
262,0.09224354628118149,5201285.0
263,0.0926534016753486,5198739.0
264,0.09218633684279567,5202911.0
265,0.0915511292095891,5194717.0
266,0.09243768051928383,5195977.0
267,0.0919719437431816,5201225.0
268,0.09097677584162521,5195097.0
269,0.09184011907803002,5197896.0
270,0.09017619653685603,5201906.0
271,0.09140688992862324,5193256.0
272,0.09117943538717917,5197724.0
273,0.09143279192637312,5200436.0
274,0.09175136025042954,5196648.0
275,0.0921575948193878,5196678.0
276,0.09269435775919953,5199999.0
277,0.09171707329569855,5198232.0
278,0.09142993859528405,5198051.0
279,0.09125342220591973,5197856.0
280,0.0912759467979614,5200999.0
281,0.09079578149820425,5199535.0
282,0.09195900844438944,5203834.0
283,0.09188009282112637,5203226.0
284,0.09271775295099806,5202830.0
285,0.09308202929094271,5206214.0
286,0.09262071428518823,5204511.0
287,0.09184765396818637,5205063.0
288,0.09279873432439094,5211828.0
289,0.09140577044611066,5205887.0
290,0.09182607710915085,5208935.0
291,0.09228608693431886,5212630.0
292,0.09209135378091028,5210985.0
293,0.09362228387225598,5210419.0
294,0.09320160234012245,5219135.0
295,0.09367822128813179,5213430.0
296,0.09434285682548639,5219982.0
297,0.09478868538684604,5220008.0
298,0.09437949851934835,5218075.0
299,0.09296789450726314,5218930.0
300,0.09334974481487668,5224147.0
301,0.0936153965745896,5219657.0
302,0.09429423694903134,5225036.0
303,0.09407746477937914,5226224.0
304,0.09487684950016931,5224456.0
305,0.09498884630562819,5226774.0
306,0.09590181256285815,5229531.0
307,0.09545049285661698,5227265.0
308,0.09533204615200637,5227693.0
309,0.09530230255418398,5231783.0
310,0.09529781730579238,5231737.0
311,0.09577351116421322,5230154.0
312,0.09555501236218561,5230539.0
313,0.09559297797571821,5230450.0
314,0.096529609987149,5234047.0
315,0.09723124504662177,5229561.0
316,0.09731409488615558,5229920.0
317,0.09777108819309087,5232959.0
318,0.09863175117962596,5235566.0
319,0.09735931181189449,5228713.0
320,0.09787783741235558,5228859.0
321,0.09793715627697067,5230947.0
322,0.0980668599280991,5229440.0
323,0.09825081823767376,5226015.0
324,0.09881791861959978,5233783.0
325,0.09844715391202793,5227310.0
326,0.09988021724540284,5227735.0
327,0.09949242715409187,5224769.0
328,0.0992432648539154,5223433.0
329,0.0995242684348125,5222784.0
330,0.09939412607563104,5227029.0
331,0.0989226390533119,5221195.0
332,0.09954357829037848,5220845.0
333,0.09867042433982812,5218965.0
334,0.09896529865656419,5216918.0
335,0.10075899686918054,5216390.0
336,0.10038395569657352,5217085.0
337,0.09933036826153309,5212570.0
338,0.09990222771221789,5210046.0
339,0.10052257100962071,5213176.0
340,0.09932954861213662,5206734.0
341,0.10022312028529416,5205815.0
342,0.09948486471630165,5208542.0
343,0.09890900719143829,5200521.0
344,0.09917601451937401,5200222.0
345,0.09936933733722084,5197775.0
346,0.09909669812623167,5191846.0
347,0.09926965700676829,5189646.0
348,0.09899158684429014,5193208.0
349,0.09937878248937572,5186456.0
350,0.0984510083182647,5181745.0
351,0.09849594743288777,5179511.0
352,0.09840429456789511,5179666.0
353,0.0982718551173686,5172943.0
354,0.09822048683196523,5171497.0
355,0.09820006238807523,5167189.0
356,0.09827992224572747,5168238.0
357,0.0988250149496551,5162225.0
358,0.0981976856343635,5157441.0
359,0.09818912424434487,5152772.0
360,0.0976217576669878,5155191.0
361,0.09714984658964428,5146795.0
362,0.0968400411040888,5144264.0
363,0.0974158375042801,5142433.0
364,0.09620174982254721,5139394.0
365,0.0956251040373167,5134702.0
366,0.09600185842464605,5130616.0
367,0.09594898253672803,5125806.0
368,0.09538247662504114,5124584.0
369,0.09553275483302077,5121484.0
370,0.0956657320322958,5118980.0
371,0.0940099227232046,5112848.0
372,0.09421758133562036,5115044.0
373,0.09326283802506286,5104441.0
374,0.09315240294216481,5101099.0
375,0.09205979424072785,5099647.0
376,0.09205613515754964,5097259.0
377,0.09219350662757327,5090196.0
378,0.09259281100122921,5090866.0
379,0.09140114694839603,5082926.0
380,0.09113814706761442,5085745.0
381,0.0912516709667676,5082284.0
382,0.09020756368445444,5075666.0
383,0.09042147228103911,5070254.0
384,0.09002992050881004,5072676.0
385,0.08970963474577637,5066236.0
386,0.08921265862924097,5061367.0
387,0.08888707010175943,5060429.0
388,0.08806098024449084,5059267.0
389,0.08838697457650546,5052949.0
390,0.08802930467618846,5054957.0
391,0.08752490565765755,5048351.0
392,0.08732602322414729,5048967.0
393,0.08627875340055967,5045107.0
394,0.08596038235195375,5038591.0
395,0.08661317430511621,5035948.0
396,0.08594045139910783,5038767.0
397,0.08454666594371517,5032821.0
398,0.08528063594252175,5030078.0
399,0.08411750668837505,5030461.0
400,0.08388404108940008,5027983.0
401,0.08422946802876712,5024503.0
402,0.08423333447712766,5027161.0
403,0.08334402466411037,5018444.0
404,0.08346464566347148,5018942.0
405,0.08285130435412552,5017871.0
406,0.08234185846135653,5012150.0
407,0.08223979149193401,5011971.0
408,0.08183350988803335,5016011.0
409,0.08153397591800546,5006957.0
410,0.08138774463460052,5009234.0
411,0.08077768785993068,5006279.0
412,0.08050953797719362,5006390.0
413,0.0815105017250235,5002860.0
414,0.0807846059570925,5004023.0
415,0.08075803637215791,5001389.0
416,0.08017883763370633,4999914.0
417,0.07946782957723862,5002250.0
418,0.0803669291565187,4996950.0
419,0.08025803497794404,4997566.0
420,0.0798480708918715,4997693.0
421,0.07972605020780406,4995318.0
422,0.08025684591301038,4999415.0
423,0.07957774574443081,5000241.0
424,0.07971764959106425,4993327.0
425,0.07974897052237576,4991687.0
426,0.0795202820858834,4997141.0
427,0.07993445269592522,4992692.0
428,0.07987156145999608,4993508.0
429,0.07925515538241523,4995071.0
430,0.07957139814661081,4993961.0
431,0.07917916126470428,4993077.0
432,0.0801461536930466,4996687.0
433,0.0795632985152314,4996624.0
434,0.0800866521738224,4996596.0
435,0.07991313413395137,4996713.0
436,0.0797935871862792,4994107.0
437,0.07954690857139865,4995791.0
438,0.07909292856640873,4999847.0
439,0.07885964818736711,4994334.0
440,0.07958926373862804,4996599.0
441,0.07917845109339929,4998269.0
442,0.07910414135690468,5002154.0
443,0.07885255134353551,4997270.0
444,0.07993436043751873,5002742.0
445,0.07968291596732006,4999254.0
446,0.07829292721430464,5001585.0
447,0.07888955387033612,5000870.0
448,0.0792816543291342,5001552.0
449,0.07887259710474391,5001684.0
450,0.07857817693478451,5006315.0
451,0.07922343388508683,5001410.0
452,0.07911913707136933,5003932.0
453,0.07925351729535536,5006030.0
454,0.07890121111858235,5004670.0
455,0.07945479960147443,5001827.0
456,0.08028724272273992,5008456.0
457,0.07930324961308706,5004513.0
458,0.07958408079873909,5005428.0
459,0.0805321442495394,5007734.0
460,0.07882022955013693,5006177.0
461,0.0798811611632954,5008604.0
462,0.07983036789057794,5011697.0
463,0.07904664234101416,5008991.0
464,0.07962131711392248,5006899.0
465,0.08052339550152952,5009413.0
466,0.07995277129448707,5009830.0
467,0.0806729341944882,5007959.0
468,0.08046565035427737,5010316.0
469,0.08029753418484599,5010094.0
470,0.08033778501290688,5010442.0
471,0.08010222294999633,5013130.0
472,0.0808031567152422,5009201.0
473,0.07978812741846718,5009776.0
474,0.08053662014899773,5012200.0
475,0.08091651203422127,5007881.0
476,0.08079004960572392,5008281.0
477,0.08032376871401738,5012017.0
478,0.08067241316023904,5010822.0
479,0.08040644580000864,5007075.0
480,0.08044308401353338,5008264.0
481,0.08071028840862311,5006914.0
482,0.08073341192109905,5008618.0
483,0.08220428657344714,5005967.0
484,0.08137441332342125,5002333.0
485,0.08131733045574391,5002221.0
486,0.08094483657529021,5007853.0
487,0.08151606120053018,5002740.0
488,0.08114297621405943,5002535.0
489,0.08133768048315067,5003171.0
490,0.08109401274162213,5002243.0
491,0.08055662542789038,4998493.0
492,0.08137621877266035,5002132.0
493,0.08025446791915683,4996924.0
494,0.08102913059334475,4994808.0
495,0.08085645962224897,4995670.0
496,0.08081173616519355,4993895.0
497,0.081445229951582,4989263.0
498,0.08112074341445111,4989057.0
499,0.08112794683257758,4987491.0
500,0.08066843994900608,4987599.0
501,0.08073948227449404,4984931.0
502,0.08079758488219468,4984113.0
503,0.08094354470711661,4983110.0
504,0.08087153315956143,4981800.0
505,0.08042836113177054,4976560.0
506,0.08011012231505774,4975791.0
507,0.08060864261714978,4975961.0
508,0.08004986633256392,4972253.0
509,0.07986961961425434,4971202.0
510,0.08014295805358264,4970160.0
511,0.07947977001110385,4968056.0
512,0.07981466633809522,4966750.0
513,0.08065066014233695,4969225.0
514,0.07951593938890239,4962034.0
515,0.07877154136671424,4957867.0
516,0.08003897377729162,4960803.0
517,0.07936393223871305,4954975.0
518,0.07985094721633494,4952424.0
519,0.07976473321671891,4953097.0
520,0.07945677678772821,4952905.0
521,0.07915075456270144,4946458.0
522,0.07981211321425809,4949883.0
523,0.07929252218786519,4942300.0
524,0.07938575101128044,4941422.0
525,0.07822021555798464,4937312.0
526,0.0781100519901083,4935664.0
527,0.07786207928946691,4933487.0
528,0.07827569508224631,4935711.0
529,0.07813647611233601,4929310.0
530,0.07835530150316197,4926502.0
531,0.0779660708399703,4927501.0
532,0.07747008889152551,4924885.0
533,0.07782302525488995,4919595.0
534,0.07711070646958049,4918714.0
535,0.07671184036508934,4914848.0
536,0.07615679187610783,4915117.0
537,0.07678699905396408,4911909.0
538,0.07597194547579116,4909124.0
539,0.07702221355740614,4908517.0
540,0.0768105655698231,4907523.0
541,0.07620422269302697,4904181.0
542,0.07604089743090729,4900860.0
543,0.07546127880452383,4899899.0
544,0.07543749870203921,4894748.0
545,0.07574102106481688,4894564.0
546,0.07480310159905394,4894398.0
547,0.07416160321350333,4890250.0
548,0.07418839291278093,4885384.0
549,0.07395388907111881,4887380.0
550,0.07483308704266119,4883494.0
551,0.07465208540448157,4880514.0
552,0.07345462659192,4883557.0
553,0.07379237885214653,4877945.0
554,0.07305967015200529,4878849.0
555,0.07328500831156824,4877177.0
556,0.07336669239975546,4874721.0
557,0.07272644338140812,4872492.0
558,0.07250922674872737,4875767.0
559,0.0727935091306996,4870594.0
560,0.07248120609079917,4869598.0
561,0.07201645358178733,4869706.0
562,0.07223156192718529,4866899.0
563,0.07224225474698555,4866183.0
564,0.07254746216013293,4870283.0
565,0.07178992897437116,4864103.0
566,0.07125867353413891,4865411.0
567,0.07175677303135791,4866982.0
568,0.07213514985408193,4862908.0
569,0.07167809982155085,4862675.0
570,0.07192729376394014,4865014.0
571,0.07227747084247713,4862626.0
572,0.07247160609996985,4860550.0
573,0.07240595100487128,4862053.0
574,0.07176735815701833,4863131.0
575,0.07120727395358432,4858483.0
576,0.07104116996994049,4862691.0
577,0.07147974205586619,4857310.0
578,0.07218669716881511,4860317.0
579,0.071322221133244,4861561.0
580,0.07145357048163377,4857849.0
581,0.07193170717210223,4860074.0
582,0.07283898167691051,4862267.0
583,0.07155645199583589,4855779.0
584,0.07078906188602875,4855279.0
585,0.07182763780656828,4856526.0
586,0.07136919162468916,4858378.0
587,0.07162193603823272,4856839.0
588,0.07178739822302728,4858380.0
589,0.07151037319507063,4854566.0
590,0.07223008492022512,4859509.0
591,0.07156768213894334,4856751.0
592,0.071487046893386,4854662.0
593,0.07202854847876257,4854021.0
594,0.07135259397220493,4859536.0
595,0.07061418280122564,4855386.0
596,0.07085701742191404,4854717.0
597,0.07178957894325853,4858616.0
598,0.0712940735699769,4856045.0
599,0.07181380948732838,4855263.0
600,0.0718189041323354,4859391.0
601,0.07175331824806504,4854697.0
602,0.07203047996865132,4855854.0
603,0.07210027786231951,4859478.0
604,0.07112753359992138,4858508.0
605,0.0713283997592533,4855875.0
606,0.07125576837573282,4858581.0
607,0.07207772233271743,4857981.0
608,0.07191933203150484,4861865.0
609,0.0722190295033841,4862324.0
610,0.07156657882952472,4861281.0
611,0.07143203342073176,4858397.0
612,0.07156523178067412,4862534.0
613,0.07091598126771162,4859962.0
614,0.07066157783066712,4862571.0
615,0.07216780756370592,4862583.0
616,0.07181308221406618,4864253.0
617,0.07171320375619879,4860743.0
618,0.07140363982272474,4866233.0
619,0.07059781220930968,4864923.0
620,0.07170412921995856,4865161.0
621,0.07150065628206599,4865305.0
622,0.07088193004816207,4866258.0
623,0.07199571022917527,4863476.0
624,0.07203498516853178,4866685.0
625,0.07120686757091547,4861051.0
626,0.07169494084166879,4866132.0
627,0.07145126385083322,4863402.0
628,0.07106339580682965,4864835.0
629,0.07194406975681437,4863298.0
630,0.07197308339149026,4866028.0
631,0.07183660199506048,4862369.0
632,0.07248185279886495,4860256.0
633,0.07221442622260728,4863796.0
634,0.07157180475939767,4862252.0
635,0.07157039943883295,4860391.0
636,0.07117519095668812,4862518.0
