Count,Frequency,Percentage
1,269009,26.10635314211959
2,116328,11.289212808182953
3,64047,6.215530334276301
4,44173,4.2868303192341095
5,34957,3.3924507610863373
6,29469,2.859860156147646
7,25929,2.5163159248278637
8,23532,2.283695720739299
9,21542,2.090573398613207
10,19616,1.9036620456409186
11,17933,1.7403329661744797
12,16962,1.6461009185441098
13,15555,1.5095566435534506
14,14575,1.4144511783858273
15,13440,1.304303522298835
16,12575,1.2203583923294532
17,11888,1.1536875203190886
18,11088,1.0760504058965388
19,10680,1.0364554775410384
20,9774,0.9485314454575009
21,9344,0.9068014964553804
22,8925,0.8661390577765702
23,8485,0.8234386448441677
24,7936,0.770160175071693
25,7624,0.7398817004468986
26,7337,0.7120293856478089
27,6884,0.6680673696060402
28,6657,0.6460378383886417
29,6301,0.611489322470607
30,6135,0.595379621227928
31,5706,0.5537467186188357
32,5438,0.5277382852872815
33,5220,0.5065821716071368
34,4975,0.48280580531523093
35,4710,0.4570885111627614
36,4463,0.4331180520847991
37,4354,0.42253999524472674
38,4254,0.412835355941908
39,3993,0.38750624736155115
40,3902,0.37867502559598615
41,3700,0.3590716542042923
42,3585,0.3479113190060508
43,3393,0.3292784115446389
44,3233,0.313750988660129
45,3232,0.3136539422671008
46,3134,0.30414339575033844
47,2979,0.28910120483096946
48,2899,0.28133749338871444
49,2711,0.2630927714994153
50,2689,0.26095775085279516
51,2628,0.25503792087807575
52,2497,0.24232484339138327
53,2338,0.22689446689990148
54,2205,0.2139872966271526
55,2182,0.2117552295875043
56,2228,0.21621936366680092
57,2071,0.20098307996137552
58,1964,0.1905991159073595
59,1917,0.18603793543503472
60,1798,0.17448941466468046
61,1798,0.17448941466468046
62,1731,0.16798730633179193
63,1645,0.15964131653136782
64,1639,0.1590590381731987
65,1600,0.1552742288450994
66,1527,0.14818984215404174
67,1476,0.14324047610960422
68,1414,0.1372235997418566
69,1463,0.14197887300023776
70,1361,0.1320801409113627
71,1378,0.13372992959284186
72,1269,0.12315187275276945
73,1306,0.12674258929481239
74,1237,0.12004638817586746
75,1226,0.11897887785255741
76,1056,0.1024809910377656
77,1108,0.10752740347523135
78,1096,0.1063628467588931
79,1027,0.09966664563994818
80,993,0.09636706827698982
81,999,0.09694934663515895
82,934,0.09064133108832677
83,866,0.08404217636241006
84,921,0.08937972797896034
85,874,0.08481854750663555
86,855,0.08297466603909999
87,821,0.07967508867614163
88,788,0.07647255770621145
89,778,0.07550209377592958
90,749,0.07268774837811215
91,699,0.0678354287267028
92,740,0.07181433084085848
93,701,0.06802952151275918
94,667,0.06472994414980081
95,610,0.05919829974719414
96,654,0.06346834104043438
97,601,0.058324882209940455
98,606,0.05881011417508139
99,594,0.05764555745874315
100,565,0.05483121206092573
101,589,0.05716032549360221
102,553,0.053666655344587484
103,549,0.05327846977247473
104,502,0.04871728930014994
105,523,0.05075526355374187
106,530,0.05143458830493918
107,471,0.045708851116276136
108,507,0.04920252126529087
109,454,0.04405906243479696
110,461,0.04473838718599426
111,434,0.04211813457423321
112,406,0.03940083556944397
113,387,0.037556954101908416
114,365,0.0354219334552883
115,398,0.038624464425218476
116,398,0.038624464425218476
117,382,0.03707172213676748
118,338,0.03280168084352725
119,351,0.03406328395289368
120,360,0.03493670149014737
121,337,0.032704634450499065
122,318,0.030860752982963504
123,363,0.03522784066923193
124,285,0.027658222013033334
125,318,0.030860752982963504
126,308,0.029890289052681634
127,317,0.030763706589935318
128,280,0.027172990047892396
129,292,0.02833754676423064
130,272,0.0263966189036669
131,245,0.023776366291905847
132,274,0.026590711689723275
133,250,0.024261598257046782
134,249,0.024164551864018596
135,285,0.027658222013033334
136,239,0.023194087933736722
137,257,0.024940923008244093
138,254,0.02464978382915953
139,229,0.022223624003454852
140,212,0.02057383532197567
141,228,0.022126577610426662
142,212,0.02057383532197567
143,199,0.019312232212609238
144,205,0.01989451057077836
145,217,0.021059067287116606
146,208,0.02018564974986292
147,209,0.020282696142891108
148,170,0.01649788681479181
149,164,0.01591560845662269
150,179,0.017371304352045498
151,188,0.018244721889299178
152,163,0.015818562063594502
153,166,0.01610970124267906
154,202,0.0196033713916938
155,159,0.015430376491481752
156,169,0.016400840421763624
157,143,0.01387763420303076
158,156,0.015139237312397191
159,142,0.013780587810002572
160,153,0.014848098133312629
161,166,0.01610970124267906
162,142,0.013780587810002572
163,145,0.014071726989087131
164,136,0.01319830945183345
165,157,0.015236283705425378
166,129,0.01251898470063614
167,142,0.013780587810002572
168,103,0.009995778481903275
169,147,0.014265819775143506
170,131,0.012713077486692514
171,127,0.012324891914579765
172,112,0.010869196019156958
173,120,0.011645567163382454
174,109,0.010578056840072398
175,120,0.011645567163382454
176,104,0.01009282487493146
177,106,0.010286917660987835
178,110,0.010675103233100584
179,114,0.011063288805213331
180,107,0.010383964054016023
181,96,0.009316453730705963
182,97,0.009413500123734151
183,113,0.010966242412185146
184,99,0.009607592909790526
185,88,0.008540082586480468
186,83,0.00805485062133953
187,78,0.007569618656198596
188,78,0.007569618656198596
189,101,0.0098016856958469
190,78,0.007569618656198596
191,93,0.009025314551621403
192,98,0.009510546516762338
193,75,0.007278479477114034
194,84,0.008151897014367719
195,77,0.0074725722631704085
196,68,0.006599154725916725
197,79,0.007666665049226783
198,82,0.007957804228311344
199,78,0.007569618656198596
200,67,0.006502108332888537
201,70,0.006793247511973099
202,70,0.006793247511973099
203,72,0.006987340298029473
204,56,0.005434598009578479
205,76,0.007375525870142221
206,63,0.006113922760775789
207,81,0.007860757835283156
208,63,0.006113922760775789
209,57,0.0055316444026066655
210,66,0.00640506193986035
211,57,0.0055316444026066655
212,51,0.004949366044437543
213,55,0.005337551616550292
214,56,0.005434598009578479
215,60,0.005822783581691227
216,73,0.00708438669105766
217,59,0.00572573718866304
218,57,0.0055316444026066655
219,49,0.004755273258381169
