Position,Value,Centromere_distance,Nucleosome_distance
0,0,250000,0
1,0,249999,1
2,0,249998,2
3,0,249997,3
4,0,249996,4
5,0,249995,5
6,0,249994,6
7,2,249993,7
8,0,249992,8
9,0,249991,9
10,0,249990,10
11,0,249989,11
12,0,249988,12
13,0,249987,13
14,0,249986,14
15,0,249985,15
16,0,249984,16
17,0,249983,17
18,0,249982,18
19,0,249981,19
20,0,249980,20
21,0,249979,21
22,0,249978,22
23,0,249977,23
24,0,249976,24
25,23,249975,25
26,0,249974,26
27,6,249973,27
28,0,249972,28
29,0,249971,29
30,42,249970,30
31,0,249969,31
32,0,249968,32
33,0,249967,33
34,0,249966,34
35,0,249965,35
36,0,249964,36
37,0,249963,37
38,0,249962,38
39,0,249961,39
40,0,249960,40
41,2,249959,41
42,0,249958,42
43,0,249957,43
44,0,249956,44
45,0,249955,45
46,0,249954,46
47,0,249953,47
48,0,249952,48
49,0,249951,49
50,7,249950,50
51,0,249949,51
52,0,249948,52
53,0,249947,53
54,0,249946,54
55,0,249945,55
56,0,249944,56
57,0,249943,57
58,0,249942,58
59,0,249941,59
60,0,249940,60
61,0,249939,61
62,0,249938,62
63,0,249937,63
64,0,249936,64
65,0,249935,65
66,0,249934,66
67,0,249933,67
68,0,249932,68
69,0,249931,69
70,0,249930,70
71,0,249929,71
72,0,249928,72
73,0,249927,73
74,1,249926,74
75,0,249925,75
76,0,249924,76
77,0,249923,77
78,0,249922,78
79,0,249921,79
80,0,249920,80
81,13,249919,81
82,0,249918,82
83,0,249917,83
84,10,249916,84
85,0,249915,85
86,0,249914,84
87,0,249913,83
88,8,249912,82
89,0,249911,81
90,0,249910,80
91,0,249909,79
92,4,249908,78
93,0,249907,77
94,0,249906,76
95,0,249905,75
96,0,249904,74
97,0,249903,73
98,0,249902,72
99,30,249901,71
100,0,249900,70
101,0,249899,69
102,0,249898,68
103,0,249897,67
104,0,249896,66
105,0,249895,65
106,4,249894,64
107,0,249893,63
108,0,249892,62
109,0,249891,61
110,0,249890,60
111,0,249889,59
112,0,249888,58
113,0,249887,57
114,0,249886,56
115,0,249885,55
116,0,249884,54
117,0,249883,53
118,0,249882,52
119,0,249881,51
120,0,249880,50
121,0,249879,49
122,7,249878,48
123,0,249877,47
124,5,249876,46
125,22,249875,45
126,0,249874,44
127,0,249873,43
128,6,249872,42
129,0,249871,41
130,0,249870,40
131,0,249869,39
132,0,249868,38
133,0,249867,37
134,0,249866,36
135,0,249865,35
136,11,249864,34
137,0,249863,33
138,26,249862,32
139,0,249861,31
140,0,249860,30
141,0,249859,29
142,36,249858,28
143,0,249857,27
144,0,249856,26
145,0,249855,25
146,0,249854,24
147,0,249853,23
148,0,249852,22
149,0,249851,21
150,18,249850,20
151,47,249849,19
152,1,249848,18
153,0,249847,17
154,0,249846,16
155,0,249845,15
156,0,249844,14
157,0,249843,13
158,0,249842,12
159,0,249841,11
160,0,249840,10
161,0,249839,9
162,0,249838,8
163,0,249837,7
164,0,249836,6
165,0,249835,5
166,0,249834,4
167,0,249833,3
168,0,249832,2
169,0,249831,1
170,0,249830,0
171,0,249829,1
172,0,249828,2
173,0,249827,3
174,0,249826,4
175,0,249825,5
176,0,249824,6
177,0,249823,7
178,0,249822,8
179,0,249821,9
180,4,249820,10
181,0,249819,11
182,0,249818,12
183,0,249817,13
184,0,249816,14
185,0,249815,15
186,21,249814,16
187,0,249813,17
188,0,249812,18
189,0,249811,19
190,0,249810,20
191,0,249809,21
192,30,249808,22
193,0,249807,23
194,0,249806,24
195,0,249805,25
196,0,249804,26
197,0,249803,27
198,0,249802,28
199,0,249801,29
200,0,249800,30
201,0,249799,31
202,0,249798,32
203,1,249797,33
204,0,249796,34
205,0,249795,35
206,0,249794,36
207,0,249793,37
208,0,249792,38
209,0,249791,39
210,2,249790,40
211,0,249789,41
212,0,249788,42
213,13,249787,43
214,0,249786,44
215,0,249785,45
216,0,249784,46
217,0,249783,47
218,18,249782,48
219,0,249781,49
220,0,249780,50
221,0,249779,51
222,0,249778,52
223,34,249777,53
224,0,249776,54
225,0,249775,55
226,0,249774,56
227,0,249773,57
228,0,249772,58
229,0,249771,59
230,0,249770,60
231,0,249769,61
