strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_ylic137,0.0,0.080971875,0.01666729914794526,32,0.0029463900628942147
strain_ylic137,10000.0,0.0797078125,0.021542452032749973,64,0.0026928065040937466
strain_ylic137,20000.0,0.0661953125,0.018016292711748354,64,0.0022520365889685443
strain_ylic137,30000.0,0.06296875,0.015917374703773156,64,0.0019896718379716445
strain_ylic137,40000.0,0.068540625,0.02966826490478197,64,0.0037085331130977464
strain_ylic137,50000.0,0.0533328125,0.012614668391636476,64,0.0015768335489545595
strain_ylic137,60000.0,0.052103125,0.01446812554362284,64,0.001808515692952855
strain_ylic137,70000.0,0.060528125,0.026346051592673413,64,0.0032932564490841766
strain_ylic137,80000.0,0.0547859375,0.02033051399023504,64,0.00254131424877938
strain_ylic137,90000.0,0.0475328125,0.018714352820444934,64,0.002339294102555617
strain_ylic137,100000.0,0.0497078125,0.01863196012222095,64,0.002328995015277619
strain_ylic137,110000.0,0.05215,0.026923949331757544,64,0.003365493666469693
strain_ylic137,120000.0,0.0416265625,0.018948662826613036,64,0.0023685828533266296
strain_ylic137,130000.0,0.040315625,0.01943749623590021,64,0.0024296870294875264
strain_ylic137,140000.0,0.0438984375,0.026325390557331373,64,0.0032906738196664216
strain_ylic137,150000.0,0.0400859375,0.022657959582461876,64,0.0028322449478077345
strain_ylic137,160000.0,0.0296875,0.02208785128986463,64,0.002760981411233079
strain_ylic137,170000.0,0.03173333333333333,0.021234690729923053,60,0.0027413867852952335
strain_ylic137,180000.0,0.034880357142857144,0.020129096259737203,56,0.002689863632476051
strain_ylic137,190000.0,0.03600178571428571,0.02134564457231948,56,0.002852431738909653
strain_ylic137,200000.0,0.03611071428571429,0.025894012495495614,56,0.0034602329688209967
strain_ylic137,210000.0,0.034725,0.026011866173309865,56,0.003475981828969288
strain_ylic137,220000.0,0.03328035714285714,0.020596737779144957,56,0.0027523548590994156
strain_ylic137,230000.0,0.03514615384615384,0.02203546572285065,52,0.003055769290094892
strain_ylic137,240000.0,0.03998846153846154,0.03941641269501311,52,0.005466072964104595
strain_ylic137,250000.0,0.03244423076923077,0.02629038751839291,52,0.003645820778822466
strain_ylic137,260000.0,0.030082692307692307,0.021874496934530023,52,0.003033446935477994
strain_ylic137,270000.0,0.03546153846153846,0.026897431569532945,52,0.003730002642393649
strain_ylic137,280000.0,0.028882692307692307,0.021036352486652355,52,0.002917217213052287
strain_ylic137,290000.0,0.03408461538461539,0.031014458264135417,52,0.004300931521233774
