strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_dnrp,0.0,0.074340625,0.017774645030277845,64,0.0022218306287847306
strain_dnrp,10000.0,0.07259296875,0.023163143353499414,128,0.002047351967356943
strain_dnrp,20000.0,0.05820234375,0.020738565637473654,128,0.0018330475492924921
strain_dnrp,30000.0,0.0549421875,0.018561647061450613,128,0.001640633313392885
strain_dnrp,40000.0,0.06012734375,0.03528762517549991,128,0.00311901488169564
strain_dnrp,50000.0,0.0436953125,0.013182957617891296,128,0.0011652198409632236
strain_dnrp,60000.0,0.0433828125,0.014161765701196672,128,0.0012517350701114036
strain_dnrp,70000.0,0.0537046875,0.033019423678481354,128,0.002918532299240728
strain_dnrp,80000.0,0.04533984375,0.023423964240981816,128,0.0020704054946336804
strain_dnrp,90000.0,0.03830546875,0.018957201314231672,128,0.0016755957002014684
strain_dnrp,100000.0,0.03996328125,0.01705594255824628,128,0.0015075465803080221
strain_dnrp,110000.0,0.04387109375,0.0280215978354373,128,0.0024767827311399995
strain_dnrp,120000.0,0.03068984375,0.015466635871198498,128,0.0013670703883334454
strain_dnrp,130000.0,0.02960234375,0.015164143705006967,128,0.0013403336055872155
strain_dnrp,140000.0,0.0335921875,0.022564942530342018,128,0.001994477985036197
strain_dnrp,150000.0,0.03009453125,0.020096351800365533,128,0.001776283329393619
strain_dnrp,160000.0,0.01966484375,0.015358506272942812,128,0.0013575129918117488
strain_dnrp,170000.0,0.022644166666666667,0.015530153894021426,120,0.0014177026015470384
strain_dnrp,180000.0,0.02482321428571429,0.014600697145782363,112,0.0013796362005682396
strain_dnrp,190000.0,0.025216071428571428,0.015207487212230928,112,0.001436972472491356
strain_dnrp,200000.0,0.028112500000000002,0.02685759618754018,112,0.0025378042973295636
strain_dnrp,210000.0,0.026507142857142858,0.023851230781265984,112,0.002253729468215664
strain_dnrp,220000.0,0.023680357142857145,0.014865437507982481,112,0.0014046518134390497
strain_dnrp,230000.0,0.025384615384615387,0.017636886375312487,104,0.0017294389958987901
strain_dnrp,240000.0,0.030675,0.03420827626537975,104,0.0033543974654527743
strain_dnrp,250000.0,0.024183653846153844,0.02573559022046161,104,0.0025235822447684884
strain_dnrp,260000.0,0.020820192307692307,0.01723067585017839,104,0.0016896067767779147
strain_dnrp,270000.0,0.027820192307692306,0.026719006651960562,104,0.0026200141596569677
strain_dnrp,280000.0,0.020448076923076923,0.015496131560917024,104,0.001519520715659941
strain_dnrp,290000.0,0.027689423076923077,0.03200488712156205,104,0.003138337383907294
strain_dnrp,300000.0,0.036390384615384616,0.057675443646760395,104,0.00565554255019139
strain_dnrp,310000.0,0.040720192307692304,0.10827108407402508,104,0.010616853277909594
strain_dnrp,320000.0,0.03149807692307692,0.049559839246801275,104,0.0048597420655761775
strain_dnrp,330000.0,0.02324230769230769,0.03482412034394622,104,0.00341478594572087
