strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_yWT03a,0.0,0.01885,0.006823772487982138,32,0.0012062839498815923
strain_yWT03a,10000.0,0.0188921875,0.006483221438317062,64,0.0008104026797896328
strain_yWT03a,20000.0,0.017878125,0.006304079524466172,64,0.0007880099405582715
strain_yWT03a,30000.0,0.017109375,0.005441980228696519,64,0.0006802475285870649
strain_yWT03a,40000.0,0.0190859375,0.007340750949594205,64,0.0009175938686992757
strain_yWT03a,50000.0,0.015578125,0.004477225216015008,64,0.000559653152001876
strain_yWT03a,60000.0,0.01515,0.004718521425663388,64,0.0005898151782079235
strain_yWT03a,70000.0,0.0160578125,0.005602091579001884,64,0.0007002614473752355
strain_yWT03a,80000.0,0.015971875,0.005702671853599965,64,0.0007128339816999957
strain_yWT03a,90000.0,0.0139578125,0.00580538350831118,64,0.0007256729385388975
strain_yWT03a,100000.0,0.0142078125,0.005868703777477423,64,0.0007335879721846779
strain_yWT03a,110000.0,0.0145125,0.007276456926061296,64,0.000909557115757662
strain_yWT03a,120000.0,0.0127109375,0.006077439863759989,64,0.0007596799829699987
strain_yWT03a,130000.0,0.0123578125,0.0063144280412476975,64,0.0007893035051559622
strain_yWT03a,140000.0,0.0130109375,0.007782808021173623,64,0.0009728510026467029
strain_yWT03a,150000.0,0.0119390625,0.006558542646566033,64,0.0008198178308207541
strain_yWT03a,160000.0,0.0100609375,0.00739209395742484,64,0.000924011744678105
strain_yWT03a,170000.0,0.010668333333333333,0.008869859297350905,60,0.0011450939113947691
strain_yWT03a,180000.0,0.01025357142857143,0.006165769561515763,56,0.0008239356151782636
strain_yWT03a,190000.0,0.011582142857142857,0.0073188202512515545,56,0.0009780184948416462
strain_yWT03a,200000.0,0.010953571428571427,0.0069130170833584074,56,0.0009237907655300869
strain_yWT03a,210000.0,0.009975,0.006687607263370876,56,0.0008936691113155251
strain_yWT03a,220000.0,0.010508928571428572,0.007037103660034996,56,0.00094037253182371
strain_yWT03a,230000.0,0.010688461538461537,0.006621493636550886,52,0.0009182359548747205
strain_yWT03a,240000.0,0.014605769230769231,0.02522541834676346,52,0.0034981361267032965
strain_yWT03a,250000.0,0.010071153846153848,0.007036246117557832,52,0.000975751775524584
strain_yWT03a,260000.0,0.01036923076923077,0.0071833832888906265,52,0.0009961560299771655
strain_yWT03a,270000.0,0.010942307692307692,0.007604651470113568,52,0.0010545754156741183
strain_yWT03a,280000.0,0.008551923076923077,0.006459784807458581,52,0.0008958109750675072
strain_yWT03a,290000.0,0.009736538461538461,0.00743758417572808,52,0.0010314073504295064
strain_yWT03a,300000.0,0.014448076923076923,0.025624256969693168,52,0.0035534450923036236
strain_yWT03a,310000.0,0.019213461538461537,0.05169378932182736,52,0.007168638770110823
strain_yWT03a,320000.0,0.012367307692307693,0.019042642768002122,52,0.002640739420014429
strain_yWT03a,330000.0,0.008623076923076924,0.008366708430126575,52,0.0011602537019876225
strain_yWT03a,340000.0,0.009540384615384616,0.00910570300966108,52,0.0012627338115569152
strain_yWT03a,350000.0,0.00909423076923077,0.00859542544685067,52,0.0011919710455018486
strain_yWT03a,360000.0,0.006571153846153846,0.005800011377218779,52,0.0008043168622629544
strain_yWT03a,370000.0,0.007351923076923077,0.00703831225270063,52,0.0009760382969168685
strain_yWT03a,380000.0,0.009375,0.008784621475515328,48,0.0012679508934044356
strain_yWT03a,390000.0,0.009039583333333333,0.007693150852249096,48,0.0011104106788656035
strain_yWT03a,400000.0,0.007679166666666667,0.007149675140167493,48,0.0010319667166985194
strain_yWT03a,410000.0,0.008170833333333334,0.0072802840233738755,48,0.0010508184851679596
strain_yWT03a,420000.0,0.010391666666666667,0.010043391673735358,48,0.0014496387216019887
strain_yWT03a,430000.0,0.009029166666666666,0.009355689094861817,48,0.0013503774043432289
strain_yWT03a,440000.0,0.0076625,0.008166006993186203,48,0.0011786615839301051
strain_yWT03a,450000.0,0.007354545454545455,0.008178288174367672,44,0.0012329233318990104
strain_yWT03a,460000.0,0.006365,0.007177870193366589,40,0.0011349209280035826
strain_yWT03a,470000.0,0.006,0.006480961128016209,36,0.0010801601880027014
strain_yWT03a,480000.0,0.00820625,0.007966256962965733,32,0.0014082485797969051
strain_yWT03a,490000.0,0.0068125,0.006951340088951054,32,0.0012288349288077972
strain_yWT03a,500000.0,0.0086125,0.009926918438136749,32,0.0017548478359730665
strain_yWT03a,510000.0,0.007459375,0.007930824281896717,32,0.001401984907532025
strain_yWT03a,520000.0,0.00648125,0.006971390267232536,32,0.001232379333064506
strain_yWT03a,530000.0,0.007390625,0.008024091120273474,32,0.0014184723110010336
strain_yWT03a,540000.0,0.007215625,0.008159344904720816,32,0.0014423820280419985
strain_yWT03a,550000.0,0.007909375,0.009475447367938922,32,0.001675038272161459
strain_yWT03a,560000.0,0.0060875,0.006909915736379928,32,0.0012215120686554708
strain_yWT03a,570000.0,0.005678125,0.007366827757568207,32,0.0013022834658024418
strain_yWT03a,580000.0,0.0059071428571428565,0.0071274081607515015,28,0.0013469535347000535
strain_yWT03a,590000.0,0.007435714285714286,0.010040702878071548,28,0.001897514485976272
strain_yWT03a,600000.0,0.004925,0.006203242490125978,24,0.0012662315709633637
strain_yWT03a,610000.0,0.004991666666666667,0.006455527908677194,24,0.0013177291163796107
strain_yWT03a,620000.0,0.007505,0.009163742914907987,20,0.002049075208606633
strain_yWT03a,630000.0,0.007150000000000001,0.007522212720371999,20,0.0016820178983965408
strain_yWT03a,640000.0,0.005540000000000001,0.007129656373206215,20,0.0015942396306703709
strain_yWT03a,650000.0,0.00754375,0.009030981397389766,16,0.0022577453493474414
strain_yWT03a,660000.0,0.0052375,0.007301403974579136,16,0.001825350993644784
