dataset,distance,mean_density,sd_density,n_datasets,se_density
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,0,0.05554396945709079,0.020729137334439447,16,0.005182284333609862
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,1,0.05439219293382329,0.0197926035211577,16,0.004948150880289425
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,2,0.05480920207007095,0.020186376147989543,16,0.005046594036997386
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,3,0.055542099632845884,0.01883198744833849,16,0.004707996862084622
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,4,0.05460736670334876,0.02006291908654629,16,0.005015729771636572
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,5,0.054732562247912356,0.019352021360776454,16,0.004838005340194114
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,6,0.05437898967723742,0.018741329336807264,16,0.004685332334201816
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,7,0.05449402005893523,0.019070080445939896,16,0.004767520111484974
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,8,0.055858604946633826,0.01928898214652483,16,0.0048222455366312075
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,9,0.05457085479772586,0.01875973322369473,16,0.0046899333059236825
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,10,0.054239508028460684,0.019581198224161798,16,0.0048952995560404495
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,11,0.055669200116331696,0.019806373378332198,16,0.004951593344583049
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,12,0.05413910416306541,0.01909444154426649,16,0.004773610386066622
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,13,0.05424618827587264,0.019573513342478484,16,0.004893378335619621
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,14,0.05394861359141517,0.019297554693262536,16,0.004824388673315634
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,15,0.05465551188167256,0.02033630398419482,16,0.005084075996048705
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,16,0.056112304307605845,0.019198610138057327,16,0.004799652534514332
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,17,0.05453619012430683,0.020227817279387418,16,0.0050569543198468545
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,18,0.05348686445432838,0.01853107424724518,16,0.004632768561811295
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,19,0.055309222509271234,0.020164059012991724,16,0.005041014753247931
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,20,0.05466393286642795,0.019218347994581143,16,0.004804586998645286
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,21,0.05528970912108962,0.018719527034598813,16,0.004679881758649703
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,22,0.055786570213761204,0.01894173223248726,16,0.004735433058121815
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,23,0.05493572638524023,0.019598853484853702,16,0.0048997133712134254
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,24,0.055624829381677926,0.020200519212098218,16,0.005050129803024554
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,25,0.05535439156468746,0.018387423493612897,16,0.004596855873403224
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,26,0.05562777917781245,0.01982078772055092,16,0.00495519693013773
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,27,0.05533162538807933,0.01957485760962107,16,0.0048937144024052675
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,28,0.05518267816072941,0.019693469453184058,16,0.0049233673632960145
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,29,0.05715606311122416,0.019866778347379266,16,0.0049666945868448165
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,30,0.057593444190317825,0.01999439652812587,16,0.004998599132031468
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,31,0.05752053129893149,0.01963492734093049,16,0.004908731835232622
yEK23a_32_FDDP220013506-2a_HW_trimmed_forward_notrimmed.sorted.bam,32,0.057833802290248905,0.020221820767683724,16,0.005055455191920931
