dataset,distance,mean_density,sd_density,n_datasets,se_density
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,0,0.030207257151629963,0.012398811031884872,16,0.003099702757971218
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,1,0.03080568074288865,0.011689084598379468,16,0.002922271149594867
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,2,0.030490879097601006,0.0122958561627856,16,0.0030739640406964
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,3,0.030348797098412445,0.011966718689626014,16,0.0029916796724065034
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,4,0.02992700218221463,0.012594074514903516,16,0.003148518628725879
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,5,0.02987286187119043,0.011811065370630902,16,0.0029527663426577254
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,6,0.03077575524794476,0.012511084912244466,16,0.0031277712280611165
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,7,0.030392322703187827,0.011817889459529198,16,0.0029544723648822994
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,8,0.030027995359057855,0.013432442321476149,16,0.003358110580369037
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,9,0.03066233557091891,0.013041286151241614,16,0.0032603215378104035
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,10,0.030647519942093904,0.012973073089237038,16,0.0032432682723092594
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,11,0.030187127442158908,0.012267940376203632,16,0.003066985094050908
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,12,0.030272554315379414,0.01163736365584264,16,0.00290934091396066
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,13,0.031260523014909,0.012723786804309875,16,0.0031809467010774687
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,14,0.030758055978490288,0.013010311797689722,16,0.0032525779494224304
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,15,0.029554157584181673,0.011309923562172043,16,0.0028274808905430107
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,16,0.030025803465177435,0.010986347075083868,16,0.002746586768770967
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,17,0.030288831349478584,0.011641306680680263,16,0.0029103266701700657
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,18,0.029564665229318016,0.011666789939900429,16,0.002916697484975107
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,19,0.030245706602824978,0.012049720321771531,16,0.003012430080442883
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,20,0.030737742891976477,0.011687419458418261,16,0.0029218548646045652
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,21,0.030234624992592524,0.011661558091880315,16,0.0029153895229700787
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,22,0.02991996974196593,0.01179066391953134,16,0.002947665979882835
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,23,0.029732742941335016,0.012272869182990854,16,0.0030682172957477135
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,24,0.03005160646461533,0.011694276825788927,16,0.0029235692064472317
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,25,0.029301077475930665,0.011235417931235678,16,0.0028088544828089195
dnrp1-2_merged-DpnII-NlaIII-b_trimmed.sorted.bam,26,0.029851820151932905,0.011404646685265984,16,0.002851161671316496
