dataset,distance,mean_density,sd_density,n_datasets,se_density
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,0,0.07074485912575124,0.026691760943880417,16,0.006672940235970104
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,1,0.07348912611058848,0.02774604440062716,16,0.00693651110015679
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,2,0.07114107112854438,0.027312126465873453,16,0.006828031616468363
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,3,0.07168014600369785,0.027013884328780272,16,0.006753471082195068
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,4,0.07125902588906304,0.02666042033229868,16,0.00666510508307467
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,5,0.07212559922955876,0.02754537009411959,16,0.0068863425235298975
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,6,0.0720727131793181,0.02666291278940883,16,0.006665728197352208
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,7,0.07175327190638768,0.027580157042568648,16,0.006895039260642162
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,8,0.07218151584949052,0.028233389360709932,16,0.007058347340177483
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,9,0.07230536485189469,0.02700278075526224,16,0.00675069518881556
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,10,0.07227609369052462,0.026887040400835217,16,0.006721760100208804
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,11,0.07138297280913102,0.027368455218761602,16,0.006842113804690401
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,12,0.07213267294449921,0.027237238129147696,16,0.006809309532286924
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,13,0.07253286680744764,0.027248445404623376,16,0.006812111351155844
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,14,0.07255000570128878,0.02735241349502485,16,0.0068381033737562125
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,15,0.07087163245610699,0.02670676241985647,16,0.006676690604964118
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,16,0.07242781560596219,0.027005026053140802,16,0.0067512565132852006
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,17,0.07353635632409924,0.026933602539695473,16,0.006733400634923868
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,18,0.07284704387970757,0.026970215035699237,16,0.006742553758924809
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,19,0.07274363869871676,0.026923893201410944,16,0.006730973300352736
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,20,0.07377326616996276,0.028224264040866236,16,0.007056066010216559
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,21,0.07275455950130653,0.026491314503532336,16,0.006622828625883084
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,22,0.07315732599566796,0.02753400303070592,16,0.00688350075767648
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,23,0.07331774796514225,0.02781123059359413,16,0.006952807648398533
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,24,0.07204115001898738,0.028136441676845945,16,0.007034110419211486
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,25,0.0724622223377339,0.02733666430254606,16,0.006834166075636515
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,26,0.073295299450829,0.0275244534363756,16,0.0068811133590939
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,27,0.0733230580759777,0.028097026798134604,16,0.007024256699533651
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,28,0.07416917712672831,0.02759058823909551,16,0.0068976470597738775
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,29,0.07469858590221398,0.028458406405077342,16,0.0071146016012693354
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,30,0.0762593779898287,0.028208630086698175,16,0.007052157521674544
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,31,0.07728435022652098,0.0293803133802215,16,0.007345078345055375
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,32,0.07756525056619422,0.030132645671467343,16,0.007533161417866836
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,33,0.07644087035101317,0.028379395188437878,16,0.0070948487971094695
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,34,0.07791361956113388,0.02776607203429017,16,0.006941518008572543
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,35,0.0787772916963011,0.029431147085531406,16,0.0073577867713828515
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,36,0.07785623331992096,0.030012519471168734,16,0.0075031298677921835
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,37,0.07841130596683489,0.028869398379316666,16,0.0072173495948291665
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,38,0.08002525260074227,0.029951634825249294,16,0.0074879087063123234
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,39,0.08115352681586542,0.0301366506762151,16,0.007534162669053775
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,40,0.08170037950726666,0.03025094326039978,16,0.007562735815099945
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,41,0.08396921081956374,0.031057494223968377,16,0.007764373555992094
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,42,0.08388463204722342,0.031122664114843417,16,0.007780666028710854
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,43,0.08514493846974495,0.03258500623091902,16,0.008146251557729755
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,44,0.08422295607984528,0.031219782516028624,16,0.007804945629007156
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,45,0.08627095541826181,0.03163442799603032,16,0.00790860699900758
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,46,0.08655374402384991,0.03328288348811445,16,0.008320720872028613
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,47,0.08750850086849911,0.03313549887205249,16,0.008283874718013123
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,48,0.08833200627372174,0.03238756496785265,16,0.008096891241963163
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,49,0.08727286619295861,0.03166533577838668,16,0.00791633394459667
FD12_FDDP210435831-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,50,0.09005087311709772,0.03306449028008388,16,0.00826612257002097
