dataset,distance,mean_density,sd_density,n_datasets,se_density
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,0,0.05949724313023802,0.021534249110093072,16,0.005383562277523268
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,1,0.059992952979712175,0.022109806446091868,16,0.005527451611522967
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,2,0.06068668506609408,0.02294670931162086,16,0.005736677327905215
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,3,0.05981694873518285,0.021845922631879785,16,0.005461480657969946
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,4,0.05969525390353343,0.02197945293343068,16,0.00549486323335767
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,5,0.05981399703296529,0.02338900212546547,16,0.005847250531366368
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,6,0.059239289387748896,0.02215060857127352,16,0.00553765214281838
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,7,0.06061306586773465,0.021825077793752264,16,0.005456269448438066
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,8,0.059827941761036334,0.021468758061524585,16,0.005367189515381146
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,9,0.05988230016969821,0.022579884685299145,16,0.005644971171324786
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,10,0.061466049570176456,0.022266497124833723,16,0.005566624281208431
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,11,0.06049167937334525,0.022336112124117253,16,0.005584028031029313
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,12,0.06007536878190268,0.022712650296002158,16,0.005678162574000539
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,13,0.05893009718020792,0.021249842372865476,16,0.005312460593216369
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,14,0.059789332768837924,0.021332911328422237,16,0.005333227832105559
yEK23c_10_FDDP220013511-2a_HWTTJDSX2_L3_trimmed_forward_notrimmed.sorted.bam,15,0.05945791388835281,0.021978374137050075,16,0.005494593534262519
