dataset,distance,mean_density,sd_density,n_datasets,se_density
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,0,0.04362476428538538,0.01836904268309428,16,0.00459226067077357
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,1,0.0414569104389026,0.01716120662527835,16,0.004290301656319588
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,2,0.04267630494101937,0.016888636741166464,16,0.004222159185291616
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,3,0.04277546757821738,0.017594748174714306,16,0.0043986870436785765
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,4,0.04166300843087532,0.017448416287909312,16,0.004362104071977328
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,5,0.042298430065502546,0.016939647984467395,16,0.004234911996116849
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,6,0.041344434447078464,0.01647265510058666,16,0.004118163775146665
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,7,0.04163320876524148,0.017183636458997533,16,0.004295909114749383
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,8,0.04212301830727133,0.017559361330593368,16,0.004389840332648342
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,9,0.042917275353530515,0.01697370159791988,16,0.00424342539947997
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,10,0.04248653866574808,0.016749201418070365,16,0.004187300354517591
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,11,0.043389331893875345,0.017607081185189003,16,0.004401770296297251
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,12,0.04255357716649246,0.017443825939861685,16,0.004360956484965421
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,13,0.0428100795399341,0.017068132810878715,16,0.004267033202719679
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,14,0.04306690187489182,0.01720604706083025,16,0.004301511765207562
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,15,0.041640651320159164,0.01687309604652995,16,0.004218274011632488
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,16,0.042545969089019184,0.017051405650606522,16,0.0042628514126516305
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,17,0.04263436379652763,0.01794879007464519,16,0.004487197518661297
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,18,0.04134946642315868,0.01603670462816537,16,0.004009176157041342
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,19,0.043668846932309525,0.018536707921323885,16,0.004634176980330971
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,20,0.04244346634059098,0.017085146814204227,16,0.004271286703551057
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,21,0.04220390459171675,0.016381854973367093,16,0.004095463743341773
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,22,0.0423556791051424,0.01749717300149518,16,0.004374293250373795
yTW001_6_FDDP210317596-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,23,0.0413873970221083,0.016681002118284022,16,0.0041702505295710054
