dataset,distance,mean_density,sd_density,n_datasets,se_density
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,0,0.039619005792202996,0.01700501970236253,16,0.004251254925590632
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,1,0.04091821592846664,0.016524946940789244,16,0.004131236735197311
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,2,0.039800446452584216,0.015826007945236878,16,0.0039565019863092195
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,3,0.04049337369203671,0.01676309286906109,16,0.004190773217265273
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,4,0.04030930059278094,0.017601289422404243,16,0.004400322355601061
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,5,0.03991051157561202,0.015979873482411696,16,0.003994968370602924
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,6,0.04016502415723901,0.015999079353763337,16,0.003999769838440834
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,7,0.039825771699435,0.01646544577356832,16,0.00411636144339208
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,8,0.04066885419908693,0.01777852835640987,16,0.004444632089102467
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,9,0.03977861441813456,0.016412868512113907,16,0.004103217128028477
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,10,0.040719616821844454,0.01591819185600053,16,0.003979547964000132
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,11,0.03954852810541352,0.01654072066370968,16,0.00413518016592742
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,12,0.04065706938310713,0.016687531358635734,16,0.0041718828396589335
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,13,0.04073518779881348,0.016035599019382885,16,0.004008899754845721
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,14,0.03998643599472548,0.01618177063211656,16,0.00404544265802914
yLIC137_7_merged_cleaned_fw_reads_trimmed.sorted.bam,15,0.03979345571281799,0.015795945200425987,16,0.003948986300106497
