dataset,distance,mean_density,sd_density,n_datasets,se_density
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,0,0.0628387237750954,0.025665909691070285,16,0.006416477422767571
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,1,0.0608454401165444,0.023769874960314966,16,0.005942468740078742
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,2,0.0623910027655477,0.024269504713334902,16,0.006067376178333726
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,3,0.06318782042522421,0.024078492761611843,16,0.006019623190402961
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,4,0.06006077189808803,0.02435118782005733,16,0.006087796955014333
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,5,0.06106289536558209,0.024449726714686704,16,0.006112431678671676
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,6,0.06259326902706953,0.025009172098868132,16,0.006252293024717033
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,7,0.06070131410573486,0.022903883605193933,16,0.005725970901298483
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,8,0.061251070464577714,0.02475303200554033,16,0.0061882580013850825
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,9,0.0626203378635411,0.024179171943416348,16,0.006044792985854087
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,10,0.0625504616925096,0.024383580899120204,16,0.006095895224780051
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,11,0.06189985968739177,0.023816108324519365,16,0.005954027081129841
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,12,0.062446219045849814,0.024145690594908342,16,0.0060364226487270856
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,13,0.0616881257185541,0.023462385478283013,16,0.005865596369570753
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,14,0.062390821778383274,0.024589755213052303,16,0.006147438803263076
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,15,0.06140479028917204,0.024044199647891656,16,0.006011049911972914
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,16,0.061139796508369544,0.022332203159419084,16,0.005583050789854771
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,17,0.06186842806128877,0.02345092235079957,16,0.005862730587699892
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,18,0.06176652890275735,0.024166778668794794,16,0.006041694667198698
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,19,0.06290635152665985,0.023799778261176116,16,0.005949944565294029
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,20,0.06212286685055054,0.024311271042823445,16,0.006077817760705861
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,21,0.06177231037439913,0.02449451636003153,16,0.0061236290900078824
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,22,0.06153793614433324,0.0229712166551093,16,0.005742804163777325
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,23,0.06300655246920552,0.02432849014934002,16,0.006082122537335005
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,24,0.06229010886545353,0.024272846442959562,16,0.0060682116107398905
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,25,0.061931513030214824,0.023284676855219844,16,0.005821169213804961
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,26,0.06301407317206628,0.02467976550625365,16,0.006169941376563412
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,27,0.06267195097032852,0.022916244690480203,16,0.005729061172620051
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,28,0.06346738191307508,0.02472517219059437,16,0.006181293047648593
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,29,0.06457669987388398,0.02558748664899106,16,0.006396871662247765
FD7_5_FDDP210435825-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,30,0.06433204260573441,0.025298387622994946,16,0.0063245969057487365
