dataset,distance,mean_density,sd_density,n_datasets,se_density
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,0,0.016340760293482373,0.007678722712441394,16,0.0019196806781103485
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,1,0.01645463437397048,0.006990710376506439,16,0.0017476775941266097
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,2,0.01590480467588132,0.006838755733079901,16,0.0017096889332699752
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,3,0.015854310136663073,0.006804280522713141,16,0.0017010701306782853
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,4,0.015740041944565228,0.006796349983967367,16,0.0016990874959918417
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,5,0.015889397346546843,0.00713005078696965,16,0.0017825126967424124
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,6,0.015905138598653338,0.006743483266834908,16,0.001685870816708727
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,7,0.015650050319449695,0.00693454128428676,16,0.00173363532107169
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,8,0.014904246188010157,0.006258058942835552,16,0.001564514735708888
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,9,0.015964850469344535,0.006797063727506351,16,0.0016992659318765878
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,10,0.016588743712436037,0.007460504060345151,16,0.0018651260150862878
yWT03a_21_FDDP210317592-2a_HTWL7DSX2_L4_trimmed_forward_notrimmed.sorted.bam,11,0.015628987429244633,0.006641483235651486,16,0.0016603708089128716
