dataset,Bin_Center,mean_density,sd_density,n_datasets,se_density
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1100000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1090000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1080000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1070000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1060000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1050000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1040000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1030000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1020000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1010000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-1000000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-990000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-980000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-970000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-960000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-950000.0,0.0,,1,
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-940000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-930000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-920000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-910000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-900000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-890000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-880000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-870000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-860000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-850000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-840000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-830000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-820000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-810000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-800000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-790000.0,0.0,0.0,2,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-780000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-770000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-760000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-750000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-740000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-730000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-720000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-710000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-700000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-690000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-680000.0,0.0,0.0,3,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-670000.0,0.0,0.0,4,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-660000.0,0.0,0.0,4,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-650000.0,0.0,0.0,4,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-640000.0,0.0,0.0,5,0.0
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-630000.0,0.01144,0.025580617662597595,5,0.01144
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-620000.0,0.01598,0.03573236628044664,5,0.01598
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-610000.0,0.005733333333333333,0.014043741191956888,6,0.005733333333333333
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-600000.0,0.0027833333333333334,0.0068177464507465126,6,0.0027833333333333334
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-590000.0,0.0034000000000000002,0.008995554457619608,7,0.0034000000000000002
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-580000.0,0.002957142857142857,0.007823864591291004,7,0.002957142857142857
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-570000.0,0.002875,0.008131727983645295,8,0.002875
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-560000.0,0.004750000000000001,0.008808437513462386,8,0.003114252948713612
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-550000.0,0.0149,0.03493720898166554,8,0.012352168693333629
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-540000.0,0.009025,0.016977022286440154,8,0.00600228379154849
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-530000.0,0.01455,0.03074187465238347,8,0.010868894016543595
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-520000.0,0.0070875,0.01330085255054835,8,0.004702561517027562
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-510000.0,0.007699999999999999,0.01427455278258682,8,0.0050468165354862204
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-500000.0,0.017474999999999997,0.043646133849402975,8,0.015431238608744275
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-490000.0,0.010150000000000001,0.016730980673161817,8,0.005915294944946895
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-480000.0,0.01055,0.015298179163360773,8,0.005408723113109574
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-470000.0,0.007855555555555555,0.012216803091552953,9,0.004072267697184317
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-460000.0,0.007189999999999999,0.011616506455136252,10,0.0036734618852279147
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-450000.0,0.008090909090909091,0.011520282509162224,11,0.0034734958692531947
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-440000.0,0.011841666666666667,0.014494729972293277,12,0.00418426812566723
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-430000.0,0.020050000000000002,0.027978189557387217,12,0.008076607636197943
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-420000.0,0.01575,0.0179392155498911,12,0.005178605463390173
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-410000.0,0.01235,0.01309285023486969,12,0.003779580303780735
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-400000.0,0.0131,0.01498374877234423,12,0.004325435693591333
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-390000.0,0.013241666666666665,0.013997107385153374,12,0.0040406168583472
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-380000.0,0.011675,0.012581525055702618,12,0.003631973438862964
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-370000.0,0.013538461538461537,0.01643778870273911,13,0.004559022309459119
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-360000.0,0.012253846153846153,0.01310410974876555,13,0.0036344261244985942
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-350000.0,0.021546153846153847,0.02815852787891605,13,0.007809770469924158
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-340000.0,0.016784615384615384,0.017486940181835043,13,0.0048500045751213704
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-330000.0,0.014538461538461538,0.013628862661128309,13,0.0037799663962272854
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-320000.0,0.01776153846153846,0.016996692740135183,13,0.004714034399066457
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-310000.0,0.016538461538461537,0.014302420451421178,13,0.003966777715449529
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-300000.0,0.018684615384615386,0.015792553422095606,13,0.004380066241066923
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-290000.0,0.018184615384615386,0.01605650678872619,13,0.004453273733199071
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-280000.0,0.016676923076923075,0.014817003399594323,13,0.00410949734661243
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-270000.0,0.01994615384615385,0.014812304310078125,13,0.004108194053674071
dnrp1-1_merged-DpnII-NlaIII-b_trimmed.sorted.bam,-260000.0,0.021353846153846154,0.021321961111516588,13,0.005913648006232478
