dataset,Bin_Center,mean_density,sd_density,n_datasets,se_density
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1100000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1090000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1080000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1070000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1060000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1050000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1040000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1030000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1020000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1010000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-1000000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-990000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-980000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-970000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-960000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-950000.0,0.0,,1,
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-940000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-930000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-920000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-910000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-900000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-890000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-880000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-870000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-860000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-850000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-840000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-830000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-820000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-810000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-800000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-790000.0,0.0,0.0,2,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-780000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-770000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-760000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-750000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-740000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-730000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-720000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-710000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-700000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-690000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-680000.0,0.0,0.0,3,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-670000.0,0.0,0.0,4,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-660000.0,0.0,0.0,4,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-650000.0,0.0,0.0,4,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-640000.0,0.0,0.0,5,0.0
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-630000.0,0.008119999999999999,0.01815687197729829,5,0.008119999999999999
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-620000.0,0.013300000000000001,0.029739704100747204,5,0.013300000000000001
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-610000.0,0.005233333333333333,0.012818996320565297,6,0.005233333333333333
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-600000.0,0.003416666666666667,0.008369089954509194,6,0.003416666666666667
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-590000.0,0.003957142857142857,0.010469615902355593,7,0.003957142857142857
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-580000.0,0.0031142857142857144,0.008239625511601152,7,0.0031142857142857144
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-570000.0,0.00305,0.008626702730475881,8,0.0030500000000000006
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-560000.0,0.0041875,0.007872635699506416,8,0.002783397044466143
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-550000.0,0.0127875,0.029038616530406545,8,0.010266701332463121
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-540000.0,0.0078875,0.015006230848741276,8,0.0053055037965978585
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-530000.0,0.01055,0.020527820843222216,8,0.007257680660612491
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-520000.0,0.006937499999999999,0.012879766801349425,8,0.004553685222667774
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-510000.0,0.0076124999999999995,0.014095839051699923,8,0.004983631689985584
yWT04a_23_FDDP210317594-2a_HWYKKDSX2_L1_trimmed_forward_notrimmed.sorted.bam,-500000.0,0.0118,0.02744235516756638,8,0.009702337715357941
