dataset,Bin_Center,mean_density,sd_density,n_datasets,se_density
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1100000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1090000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1080000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1070000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1060000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1050000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1040000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1030000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1020000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1010000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-1000000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-990000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-980000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-970000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-960000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-950000.0,0.0,,1,
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-940000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-930000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-920000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-910000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-900000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-890000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-880000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-870000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-860000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-850000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-840000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-830000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-820000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-810000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-800000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-790000.0,0.0,0.0,2,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-780000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-770000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-760000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-750000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-740000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-730000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-720000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-710000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-700000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-690000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-680000.0,0.0,0.0,3,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-670000.0,0.0,0.0,4,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-660000.0,0.0,0.0,4,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-650000.0,0.0,0.0,4,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-640000.0,0.0,0.0,5,0.0
FD7_4_FDDP210435824-2a_HWYKKDSX2_L2_trimmed_forward_notrimmed.sorted.bam,-630000.0,0.01992,0.04454247411179581,5,0.01992
