Position,Value,Centromere_distance,Nucleosome_distance
0,0,250000,0
1,0,249999,1
2,0,249998,2
3,0,249997,3
4,0,249996,4
5,0,249995,5
6,0,249994,6
7,0,249993,7
8,0,249992,8
9,0,249991,9
10,0,249990,10
11,0,249989,11
12,0,249988,12
13,0,249987,13
14,0,249986,14
15,0,249985,15
16,0,249984,16
17,0,249983,17
18,0,249982,18
19,0,249981,19
20,0,249980,20
21,0,249979,21
22,0,249978,22
23,0,249977,23
24,0,249976,24
25,0,249975,25
26,0,249974,26
27,0,249973,27
28,0,249972,28
29,0,249971,29
30,0,249970,30
31,0,249969,31
32,0,249968,32
33,0,249967,33
34,0,249966,34
35,0,249965,35
36,0,249964,36
37,0,249963,37
38,0,249962,38
39,0,249961,39
40,0,249960,40
41,0,249959,41
42,0,249958,42
43,0,249957,43
44,0,249956,44
45,0,249955,45
46,0,249954,46
47,0,249953,47
48,0,249952,48
49,0,249951,49
50,0,249950,50
51,0,249949,51
52,0,249948,52
53,0,249947,53
54,0,249946,54
55,0,249945,55
56,0,249944,56
57,0,249943,57
58,0,249942,58
59,0,249941,59
60,0,249940,60
61,0,249939,61
62,0,249938,62
63,0,249937,63
64,0,249936,64
65,0,249935,65
66,0,249934,66
67,0,249933,67
68,0,249932,68
69,0,249931,69
70,0,249930,70
71,0,249929,71
72,0,249928,72
73,0,249927,73
74,0,249926,74
75,0,249925,75
76,0,249924,76
77,0,249923,77
78,0,249922,78
79,0,249921,79
80,0,249920,80
81,0,249919,81
82,0,249918,82
83,0,249917,83
84,0,249916,84
85,0,249915,85
86,0,249914,86
87,0,249913,87
88,0,249912,88
89,0,249911,89
90,0,249910,90
91,0,249909,91
92,0,249908,92
93,0,249907,93
94,0,249906,92
95,0,249905,91
96,0,249904,90
97,0,249903,89
98,0,249902,88
99,0,249901,87
100,1,249900,86
101,1,249899,85
102,0,249898,84
103,6,249897,83
104,0,249896,82
105,0,249895,81
106,0,249894,80
107,0,249893,79
108,0,249892,78
109,0,249891,77
110,0,249890,76
111,0,249889,75
112,0,249888,74
113,0,249887,73
114,0,249886,72
115,0,249885,71
116,0,249884,70
117,0,249883,69
118,2,249882,68
119,0,249881,67
120,0,249880,66
121,0,249879,65
122,0,249878,64
123,0,249877,63
124,0,249876,62
125,0,249875,61
126,1,249874,60
127,0,249873,59
128,3,249872,58
129,0,249871,57
130,0,249870,56
131,0,249869,55
132,0,249868,54
133,0,249867,53
134,4,249866,52
135,0,249865,51
136,0,249864,50
137,0,249863,49
138,1,249862,48
139,0,249861,47
140,1,249860,46
141,0,249859,45
142,0,249858,44
143,0,249857,43
144,0,249856,42
145,0,249855,41
146,0,249854,40
147,0,249853,39
148,0,249852,38
149,0,249851,37
150,0,249850,36
151,0,249849,35
152,0,249848,34
153,0,249847,33
154,0,249846,32
155,0,249845,31
156,0,249844,30
157,0,249843,29
158,0,249842,28
159,0,249841,27
160,0,249840,26
161,0,249839,25
162,0,249838,24
163,0,249837,23
164,0,249836,22
165,9,249835,21
166,0,249834,20
167,0,249833,19
168,0,249832,18
169,0,249831,17
170,0,249830,16
171,0,249829,15
172,0,249828,14
173,0,249827,13
174,0,249826,12
175,0,249825,11
176,0,249824,10
177,0,249823,9
178,0,249822,8
179,0,249821,7
180,0,249820,6
181,0,249819,5
182,0,249818,4
183,0,249817,3
184,0,249816,2
185,0,249815,1
186,0,249814,0
187,0,249813,1
188,0,249812,2
189,0,249811,3
190,0,249810,4
191,0,249809,5
192,0,249808,6
193,0,249807,7
194,0,249806,8
195,0,249805,9
196,0,249804,10
197,0,249803,11
198,0,249802,12
199,0,249801,13
200,0,249800,14
201,0,249799,15
202,0,249798,16
203,0,249797,17
204,0,249796,18
205,0,249795,19
206,0,249794,20
207,0,249793,21
208,0,249792,22
209,0,249791,23
210,0,249790,24
211,0,249789,25
212,0,249788,26
213,0,249787,27
214,0,249786,28
215,0,249785,29
216,0,249784,30
217,0,249783,31
218,0,249782,32
219,0,249781,33
220,0,249780,34
221,0,249779,35
222,0,249778,36
223,0,249777,37
224,0,249776,38
225,0,249775,39
226,0,249774,40
227,0,249773,41
228,0,249772,42
229,0,249771,43
230,0,249770,44
231,0,249769,45
