window_size,threshold,tolerance_type,tolerance_value,precision,mae_localization,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index
10,0.0,full_window,10,0.04563792233988906,3.3717647058823528,0.8753861997940268,0.0867530099234504,27762,971,26791,1537.0,0.9988219225566091,0.362069140905485
10,0.0,half_window,5,0.02593473092716663,3.3717647058823528,0.709577754891864,0.0500405050895394,27762,971,26791,1537.0,0.9988219225566091,0.362069140905485
10,0.0,quarter_window,2,0.013039406382825445,3.3717647058823528,0.3728115345005149,0.025197508091741202,27762,971,26791,1537.0,0.9988219225566091,0.362069140905485
10,1.0,full_window,10,0.04691931925622439,3.4813027744270206,0.8537590113285273,0.08895027283357591,25384,971,24413,1537.0,0.9988253522695167,0.3651648893233169
10,1.0,half_window,5,0.02686731799558777,3.4813027744270206,0.6735324407826982,0.05167337663970127,25384,971,24413,1537.0,0.9988253522695167,0.3651648893233169
10,1.0,quarter_window,2,0.013670028364323983,3.4813027744270206,0.3573635427394439,0.02633276418136976,25384,971,24413,1537.0,0.9988253522695167,0.3651648893233169
10,10.0,full_window,10,0.057692307692307696,2.3333333333333335,0.006179196704428424,0.011162790697674417,104,971,867,27232.0,0.9653249154184302,0.06644120672838491
10,10.0,half_window,5,0.057692307692307696,2.3333333333333335,0.006179196704428424,0.011162790697674417,104,971,867,27232.0,0.9653249154184302,0.06644120672838491
10,10.0,quarter_window,2,0.028846153846153848,2.3333333333333335,0.003089598352214212,0.0055813953488372085,104,971,867,27232.0,0.9653249154184302,0.06644120672838491
10,11.0,full_window,10,0.03125,1.0,0.0010298661174047373,0.0019940179461615153,32,971,939,44943.0,0.8952486124645032,0.02197138929451317
10,11.0,half_window,5,0.03125,1.0,0.0010298661174047373,0.0019940179461615153,32,971,939,44943.0,0.8952486124645032,0.02197138929451317
10,11.0,quarter_window,2,0.03125,1.0,0.0010298661174047373,0.0019940179461615153,32,971,939,44943.0,0.8952486124645032,0.02197138929451317
10,12.0,full_window,10,0.047619047619047616,1.0,0.0010298661174047373,0.0020161290322580645,21,971,950,44943.0,0.8873737989667131,0.020379692058639244
10,12.0,half_window,5,0.047619047619047616,1.0,0.0010298661174047373,0.0020161290322580645,21,971,950,44943.0,0.8873737989667131,0.020379692058639244
10,12.0,quarter_window,2,0.047619047619047616,1.0,0.0010298661174047373,0.0020161290322580645,21,971,950,44943.0,0.8873737989667131,0.020379692058639244
10,13.0,full_window,10,0.0625,1.0,0.0010298661174047373,0.0020263424518743665,16,971,955,89814.0,0.8810857785947511,0.019201753967693608
10,13.0,half_window,5,0.0625,1.0,0.0010298661174047373,0.0020263424518743665,16,971,955,89814.0,0.8810857785947511,0.019201753967693608
10,13.0,quarter_window,2,0.0625,1.0,0.0010298661174047373,0.0020263424518743665,16,971,955,89814.0,0.8810857785947511,0.019201753967693608
10,14.0,full_window,10,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,14.0,half_window,5,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,14.0,quarter_window,2,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,15.0,full_window,10,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,15.0,half_window,5,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,15.0,quarter_window,2,0.0,inf,0.0,0.0,4,971,967,210826.0,0.6999985918878153,0.0061587315076278805
10,16.0,full_window,10,0.0,inf,0.0,0.0,2,971,969,268481.0,0.5997347747428221,0.003962117174176292
10,16.0,half_window,5,0.0,inf,0.0,0.0,2,971,969,268481.0,0.5997347747428221,0.003962117174176292
10,16.0,quarter_window,2,0.0,inf,0.0,0.0,2,971,969,268481.0,0.5997347747428221,0.003962117174176292
10,17.0,full_window,10,0.0,inf,0.0,0.0,0,971,971,inf,0.0013346090260727397,0.002351687237510534
10,17.0,half_window,5,0.0,inf,0.0,0.0,0,971,971,inf,0.0013346090260727397,0.002351687237510534
10,17.0,quarter_window,2,0.0,inf,0.0,0.0,0,971,971,inf,0.0013346090260727397,0.002351687237510534
10,18.0,full_window,10,0.0,inf,0.0,0.0,0,971,971,inf,0.0013346090260727397,0.002351687237510534
