Position,Value
0,0
1,31
2,0
3,2
4,11
5,18
6,6
7,1
8,30
9,1
10,0
11,12
12,24
13,0
14,1
15,4
16,0
17,0
18,1
19,8
20,0
21,8
22,1
23,2
24,5
25,0
26,21
27,7
28,15
29,0
30,11
31,0
32,0
33,9
34,0
35,19
36,15
37,15
38,6
39,0
40,0
41,3
42,0
43,0
44,1
45,30
46,30
47,5
48,4
49,0
50,6
51,0
52,1
53,0
54,2
55,0
56,8
57,5
58,0
59,1
60,6
61,30
62,0
63,1
64,0
65,0
66,9
67,0
68,0
69,20
70,0
71,0
72,15
73,2
74,10
75,1
76,10
77,4
78,36
79,22
80,5
81,7
82,25
83,6
84,1
85,4
86,2
87,8
88,4
89,0
90,5
91,0
92,14
93,0
94,6
95,0
96,0
97,2
98,1
99,0
100,8
101,15
102,0
103,2
104,30
105,0
106,23
107,0
108,19
109,9
110,7
111,16
112,4
113,19
114,9
115,3
116,3
117,2
118,2
119,5
120,1
121,5
122,3
123,1
124,6
125,31
126,0
127,9
128,4
129,0
130,17
131,27
132,11
133,15
134,9
135,10
136,6
137,7
138,18
139,0
140,12
141,1
142,1
143,0
144,4
145,0
146,7
147,9
148,25
149,5
150,5
151,1
152,32
153,1
154,0
155,52
156,5
157,3
158,4
159,0
160,0
161,2
162,1
163,0
164,0
165,8
166,8
167,14
168,3
169,0
170,0
171,0
172,9
173,3
174,14
175,1
176,2
177,0
178,9
179,4
180,23
181,1
182,39
183,10
184,6
185,19
186,1
187,4
188,7
189,1
190,3
191,6
192,0
193,6
194,1
195,16
196,0
197,1
198,7
199,2
200,3
201,13
202,1
203,8
204,19
205,11
206,3
207,0
208,2
209,2
210,0
211,0
212,13
213,1
214,1
215,6
216,1
217,11
218,31
219,0
220,2
221,1
222,4
223,2
224,3
225,2
226,3
227,1
228,0
229,6
230,2
231,0
232,3
233,3
234,1
235,0
236,34
237,3
238,0
239,8
240,15
241,2
242,21
243,35
244,4
245,1
246,3
247,1
248,6
249,1
250,0
251,0
252,0
253,2
254,0
255,2
256,7
257,1
258,2
259,0
260,0
261,4
262,0
263,4
264,0
265,0
266,0
267,0
268,1
269,3
270,0
271,0
272,1
273,2
274,0
275,0
276,1
277,0
278,1
279,0
280,1
281,0
282,2
283,0
284,0
285,1
286,2
287,0
288,3
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,0
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,2
310,1
311,1
