Count,Frequency,Percentage
1,254524,22.94071308696099
2,128293,11.563282456921494
3,77088,6.9480822651209655
4,53962,4.8636936383154
5,42724,3.850792168625832
6,35678,3.215723316923332
7,31020,2.7958892676428544
8,27661,2.493136461388427
9,24525,2.210483052512605
10,22377,2.0168798885249566
11,20460,1.8440971765303935
12,18568,1.6735677602060774
13,17225,1.5525207168003923
14,15743,1.4189453494681321
15,15054,1.3568445207961164
16,13764,1.2405744642113554
17,12861,1.1591854246020228
18,12271,1.1060076467841866
19,11301,1.0185797747785912
20,10614,0.9566592097601954
21,9985,0.899966290696773
22,9419,0.8489516767223741
23,9119,0.8219121286794066
24,8584,0.7736916013361141
25,8136,0.7333125429252826
26,7831,0.7058223357482655
27,7342,0.6617478724382281
28,7007,0.6315537104569143
29,6639,0.5983851981908739
30,6246,0.5629633902545864
31,6159,0.5551219213221257
32,5792,0.5220435408828953
33,5585,0.5033862527332477
34,5401,0.4868019966002275
35,4927,0.4440795106923386
36,4775,0.430379473017235
37,4698,0.4234393223528733
38,4434,0.3996445200750618
39,4274,0.385223427785479
40,4037,0.3638621848315346
41,3959,0.356831902340363
42,3705,0.3339384183306504
43,3620,0.32627721305180957
44,3382,0.30482583827105525
45,3259,0.2937396235734385
46,3260,0.2938297554002484
47,3168,0.28553762733373833
48,2921,0.26327506611169493
49,2824,0.25453227891113545
50,2788,0.2512875331459793
51,2645,0.23839868191216476
52,2578,0.23235984951590197
53,2432,0.2192006028016577
54,2371,0.2137025613662543
55,2339,0.21081834290833773
56,2188,0.19720843706004404
57,2142,0.19306237302678897
58,2100,0.18927683630077352
59,1979,0.17837088525677658
60,1924,0.1734136347822325
61,1777,0.16016425624117836
62,1806,0.16277807921866522
63,1749,0.15764056509050137
64,1734,0.156288587688353
65,1679,0.1513313372138089
66,1582,0.14258855001324938
67,1514,0.13645958579017672
68,1532,0.13808195867275477
69,1416,0.1276266667628073
70,1471,0.13258391723735136
71,1434,0.12924903964538534
72,1369,0.12339047090274234
73,1263,0.11383649726089379
74,1254,0.11302531081960475
75,1243,0.11203386072469593
76,1140,0.10275028256327705
77,1109,0.09995619593217038
78,1172,0.1056345010211936
79,1071,0.09653118651339448
80,1023,0.09220485882651967
81,1053,0.09490881363081644
82,1003,0.09040222229032183
83,938,0.08454365354767883
84,931,0.0839127307600096
85,913,0.08229035787743152
86,900,0.08111864412890293
87,899,0.08102851230209304
88,845,0.07616139365435887
89,815,0.0734574388500621
90,802,0.07228572510153351
91,749,0.06750873828060922
92,726,0.0654357062639817
93,724,0.06525544261036191
94,747,0.06732847462698943
95,702,0.0632725424205443
96,687,0.06192056501839591
97,672,0.060568587616247525
98,667,0.06011792848219807
99,646,0.058225160119190336
100,595,0.05362843695188583
101,603,0.05434949156636497
102,614,0.05534094166127378
103,502,0.04524617705856586
104,556,0.05011329570630003
105,511,0.04605736349985489
106,546,0.04921197743820112
107,485,0.04371393600279769
108,491,0.044254726963657044
109,506,0.045606704365805426
110,454,0.04091984937169103
111,503,0.04533630888537575
112,473,0.04263235408107899
113,435,0.03920734466230308
114,455,0.041009981198500925
115,456,0.04110011302531082
116,445,0.04010866293040201
117,438,0.03947774014273276
118,421,0.037945499086964596
119,385,0.03470075332180848
120,405,0.036503389858006316
121,380,0.03425009418775902
122,389,0.03506128062904804
123,374,0.03370930322689966
124,365,0.03289811678561064
125,365,0.03289811678561064
126,349,0.03145600755665236
127,336,0.030284293808123763
128,343,0.030915216595793004
129,314,0.028301393618306133
130,293,0.0264086252552984
131,323,0.029112580059595168
132,316,0.02848165727192592
133,287,0.02586783429443905
134,304,0.027400075350207213
135,277,0.024966516026340122
136,265,0.02388493410462142
137,268,0.024155329585051094
138,274,0.02469612054591045
139,251,0.02262308852928293
140,249,0.022442824875663143
141,239,0.021541506607564223
142,229,0.020640188339465303
