Position,Value
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,0
206,20
207,3
208,4
209,0
210,5
211,2
212,1
213,9
214,1
215,3
216,15
217,1
218,4
219,12
220,83
221,4
222,43
223,0
224,5
225,12
226,0
227,0
228,2
229,1
230,39
231,0
232,18
233,0
234,3
235,3
236,10
237,32
238,4
239,13
240,5
241,0
242,0
243,0
244,5
245,5
246,1
247,0
248,0
249,0
250,19
251,3
252,2
253,7
254,15
255,32
256,18
257,7
258,3
259,1
260,6
261,0
262,0
263,7
264,0
265,27
266,0
267,4
268,3
269,0
270,2
271,2
272,8
273,1
274,13
275,5
276,7
277,2
278,11
279,2
280,40
281,5
282,0
283,7
284,1
285,1
286,5
287,2
288,2
289,0
290,2
291,0
292,2
293,3
294,3
295,0
296,0
297,2
298,0
299,12
300,5
301,2
302,18
303,20
304,9
305,0
306,0
307,2
308,7
309,1
310,0
311,0
312,2
313,10
314,3
315,1
316,37
317,38
318,0
319,0
320,0
321,0
322,1
323,5
324,0
325,1
326,3
327,11
328,0
329,7
330,2
331,41
332,8
333,0
334,0
335,25
336,0
337,4
338,0
339,24
340,1
341,2
342,1
343,4
344,0
345,2
346,1
347,2
348,0
349,2
350,14
351,7
352,2
353,22
354,10
355,19
356,0
357,0
358,20
359,3
360,1
361,20
362,0
363,16
364,4
365,0
366,2
367,8
368,14
369,1
370,1
371,6
372,10
373,26
374,12
375,1
376,9
377,17
378,10
379,0
380,3
381,9
382,0
383,19
384,10
385,24
386,1
387,10
388,0
389,3
390,1
391,7
392,10
393,5
394,1
395,1
396,41
397,0
398,0
399,1
400,0
401,0
402,1
403,1
404,13
405,5
406,3
407,20
408,1
409,43
410,12
411,0
412,10
413,2
414,0
415,38
416,18
417,0
418,25
419,21
420,0
421,5
422,0
423,7
424,0
425,5
426,8
427,0
428,34
429,12
430,8
431,1
432,0
433,2
434,4
435,1
436,0
437,23
438,0
439,0
440,0
441,6
442,6
443,1
444,35
445,0
446,2
447,1
448,1
449,8
450,0
451,0
452,1
453,2
454,9
455,33
456,0
457,0
458,1
459,0
460,1
461,18
462,0
463,0
464,0
465,0
466,7
467,0
468,0
469,0
470,2
471,10
472,12
473,1
474,1
475,16
476,0
477,5
478,30
479,1
480,0
481,4
482,25
483,45
484,3
485,58
486,20
487,0
488,9
489,2
490,0
491,11
492,1
493,1
494,103
495,0
496,0
497,1
498,12
499,3
500,15
501,0
502,32
503,1
504,2
505,6
506,1
507,1
508,0
509,12
510,34
511,2
512,10
513,2
514,2
515,1
516,15
517,2
518,0
519,3
520,1
521,0
522,0
523,1
524,4
525,2
526,2
527,5
528,1
529,3
530,6
531,0
