region_start,region_end,region_mean
0,204,0.0
204,792,7.716994557528229
792,843,0.0
843,1153,0.0
1153,2138,7.433932402209921
2138,2537,14.565674966324544
2537,2986,0.0
2986,3893,0.0
3893,3974,6.140266494586503
3974,4697,11.558096342813164
4697,4770,3.236729214087651
4770,5100,6.18301198301254
5100,5882,3.9602555516556204
5882,6731,5.626931321974684
6731,7440,9.308617519034607
7440,8403,0.7321788177812999
8403,8767,2.872773941316412
8767,9245,6.713120995460402
9245,9613,4.915125515482287
9613,10483,12.301851270895694
10483,11405,4.444632848490705
11405,11553,9.78464077787734
11553,11776,12.027431922376165
11776,12018,6.743386554640711
12018,12169,0.6262096794252293
12169,12311,0.0
12311,13033,1.9330894774564051
13033,13127,0.0
13127,13563,0.38024452358786315
13563,13891,3.012743267046063
13891,14781,5.9469783963382685
14781,15112,7.781113456310949
15112,15627,8.629100257629068
15627,16156,11.012559495887867
16156,16832,20.90669755718561
16832,17466,2.613356738501366
17466,18075,14.867646269172152
18075,18674,2.010318509239708
18674,19084,9.891697161990907
19084,20006,11.654106564371608
20006,20343,0.0
20343,21096,3.6041331906081964
21096,21428,5.608405814130102
21428,21554,9.317442330248415
21554,22373,6.49007229236301
22373,22656,0.0
22656,22829,1.0282157089421355
22829,23521,7.704974046102476
23521,24468,8.024574224833797
24468,24964,9.43751101030735
24964,25888,9.848219663266782
25888,26215,0.0
26215,26847,0.0
26847,27577,0.8690654089608418
27577,28025,0.0
28025,28361,8.76462963451151
28361,28782,0.0
28782,29648,6.16407069687011
29648,30152,11.735980037891673
30152,31049,0.0
31049,31146,12.83405354437717
31146,31235,0.0
31235,31877,0.0
31877,31981,1.497181807576602
31981,32533,0.9649170505800422
32533,33359,3.2139572251158204
33359,33599,5.859062037268972
33599,34443,1.0295281512540826
34443,34937,0.0
34937,35078,10.258711780420837
35078,35638,11.47406736873183
35638,36265,0.7878769751099627
36265,36672,0.0
36672,36922,0.0
36922,36982,6.457234005626681
36982,37841,4.112134099180495
37841,38760,0.0
38760,39630,6.912126351240965
39630,39835,3.6528660889552658
39835,40743,6.975785190489093
40743,41405,6.483806483980727
41405,41692,0.0
41692,42219,5.924791281174212
42219,42593,10.06993650024294
42593,42778,6.600488514801048
42778,43772,7.456028788144948
43772,44302,2.615040770176884
44302,44905,1.2229070809916995
44905,45420,9.335125664869835
45420,45650,0.0
45650,46038,10.644375701262941
46038,46526,5.79263997139579
46526,46649,0.0
46649,47467,0.0
47467,47984,4.787620175936933
47984,48209,8.986132036929076
48209,48925,10.883864376068752
48925,48965,4.315622898479167
48965,49949,16.144939665147724
49949,50874,3.960060638109591
50874,51344,7.363123755971343
51344,51770,2.4179604805498953
51770,52404,0.0
52404,53181,0.0
53181,53718,15.675585758371554
53718,54128,9.653069024766486
54128,54906,1.1780044637046578
54906,55775,0.0
55775,55834,0.0
55834,56207,4.139559982363799
56207,56723,21.189777678477828
56723,56974,0.0
56974,57146,9.45138882985509
57146,57207,0.0
57207,57696,6.965036466694452
57696,58066,0.0
58066,58243,3.487436957095271
58243,58690,0.0
58690,59074,0.0
59074,59907,14.47022439639766
59907,60685,8.966242317585506
60685,61023,0.0
61023,61887,0.0
61887,62836,8.945249456393688
62836,63556,25.309931098809404
63556,63613,14.25486493736248
63613,64182,8.633048005955132
64182,64941,1.7285559247430284
64941,65587,0.0
65587,65869,2.892238803818478
65869,66209,0.9070028225371622
66209,67014,8.790442577188365
67014,67231,0.0
67231,67983,6.934338366054049
67983,68297,1.1451072761247068
68297,69232,0.0
69232,69862,7.735982412987936
69862,70106,0.66853764407842
70106,70180,8.437301029703143
70180,70935,0.18485589197656632
70935,71360,11.607884830374307
71360,71463,5.756043433673704
71463,71543,5.879782772784997
71543,72542,7.469888828421691
72542,73281,3.4703117526330045
73281,73415,7.466046793707318
73415,73493,0.514868181255429
73493,73667,10.784843154457215
73667,74064,3.4663388016561245
74064,74343,0.0
