Position,Value,Centromere_distance,Nucleosome_distance
0,0,250000,0
1,0,249999,1
2,0,249998,2
3,0,249997,3
4,0,249996,4
5,0,249995,5
6,0,249994,6
7,0,249993,7
8,0,249992,8
9,0,249991,9
10,0,249990,10
11,0,249989,11
12,0,249988,12
13,0,249987,13
14,0,249986,14
15,0,249985,15
16,0,249984,16
17,0,249983,17
18,0,249982,18
19,0,249981,19
20,0,249980,20
21,0,249979,21
22,0,249978,22
23,0,249977,23
24,0,249976,24
25,0,249975,25
26,0,249974,26
27,0,249973,27
28,0,249972,28
29,0,249971,29
30,0,249970,30
31,0,249969,31
32,0,249968,32
33,0,249967,33
34,0,249966,34
35,0,249965,35
36,0,249964,36
37,0,249963,37
38,0,249962,38
39,0,249961,39
40,0,249960,40
41,0,249959,41
42,0,249958,42
43,0,249957,43
44,0,249956,44
45,0,249955,45
46,0,249954,46
47,0,249953,47
48,0,249952,48
49,0,249951,49
50,0,249950,50
51,0,249949,51
52,0,249948,52
53,0,249947,53
54,0,249946,54
55,0,249945,55
56,0,249944,56
57,0,249943,57
58,0,249942,58
59,0,249941,59
60,0,249940,60
61,0,249939,61
62,0,249938,62
63,0,249937,63
64,0,249936,64
65,0,249935,65
66,0,249934,66
67,0,249933,67
68,0,249932,68
69,0,249931,69
70,0,249930,70
71,0,249929,71
72,0,249928,72
73,0,249927,73
74,0,249926,74
75,0,249925,75
76,0,249924,76
77,0,249923,77
78,0,249922,78
79,0,249921,79
80,0,249920,80
81,0,249919,81
82,0,249918,82
83,0,249917,83
84,0,249916,84
85,0,249915,83
86,0,249914,82
87,0,249913,81
88,0,249912,80
89,0,249911,79
90,0,249910,78
91,0,249909,77
92,0,249908,76
93,0,249907,75
94,0,249906,74
95,0,249905,73
96,0,249904,72
97,0,249903,71
98,0,249902,70
99,0,249901,69
100,0,249900,68
101,0,249899,67
102,0,249898,66
103,0,249897,65
104,0,249896,64
105,0,249895,63
106,0,249894,62
107,0,249893,61
108,0,249892,60
109,0,249891,59
110,0,249890,58
111,0,249889,57
112,0,249888,56
113,0,249887,55
114,0,249886,54
115,0,249885,53
116,0,249884,52
117,0,249883,51
118,0,249882,50
119,0,249881,49
120,0,249880,48
121,0,249879,47
122,0,249878,46
123,0,249877,45
124,0,249876,44
125,0,249875,43
126,0,249874,42
127,0,249873,41
128,0,249872,40
129,0,249871,39
130,0,249870,38
131,0,249869,37
132,0,249868,36
133,0,249867,35
134,0,249866,34
135,0,249865,33
136,0,249864,32
137,0,249863,31
138,0,249862,30
139,0,249861,29
140,0,249860,28
141,0,249859,27
142,0,249858,26
143,0,249857,25
144,0,249856,24
145,0,249855,23
146,0,249854,22
147,0,249853,21
148,0,249852,20
149,0,249851,19
150,0,249850,18
151,0,249849,17
152,0,249848,16
153,0,249847,15
154,0,249846,14
155,0,249845,13
156,0,249844,12
157,0,249843,11
158,0,249842,10
159,0,249841,9
160,0,249840,8
161,0,249839,7
162,0,249838,6
163,0,249837,5
164,0,249836,4
165,0,249835,3
166,0,249834,2
167,0,249833,1
168,0,249832,0
169,0,249831,1
170,0,249830,2
171,0,249829,3
172,0,249828,4
173,0,249827,5
174,0,249826,6
175,0,249825,7
176,0,249824,8
177,0,249823,9
178,0,249822,10
179,0,249821,11
180,0,249820,12
181,0,249819,13
182,0,249818,14
183,0,249817,15
184,0,249816,16
185,0,249815,17
186,0,249814,18
187,0,249813,19
188,0,249812,20
189,0,249811,21
190,0,249810,22
191,0,249809,23
192,0,249808,24
193,0,249807,25
194,0,249806,26
195,0,249805,27
196,0,249804,28
197,0,249803,29
198,0,249802,30
199,0,249801,31
200,0,249800,32
201,0,249799,33
202,0,249798,34
203,0,249797,35
204,0,249796,36
205,0,249795,37
206,0,249794,38
207,3,249793,39
208,0,249792,40
209,0,249791,41
210,0,249790,42
211,0,249789,43
212,0,249788,44
213,0,249787,45
214,0,249786,46
215,3,249785,47
216,0,249784,48
217,0,249783,49
218,0,249782,50
219,0,249781,51
220,0,249780,52
221,4,249779,53
222,43,249778,54
223,0,249777,55
224,0,249776,56
225,0,249775,57
226,0,249774,58
227,0,249773,59
228,0,249772,60
229,1,249771,61
230,0,249770,62
231,0,249769,63
