region_means,region_sds,region_lengths
0.0,0.3,415.8432310178224
11.747462308015617,4.312431493344002,237.71608767317207
14.027883768171408,3.755450161023997,679.569807372872
4.8619292143850315,3.048390726114116,820.0155547166205
13.518997134210853,2.7788069820988888,695.2441093159964
4.1703861633410115,2.5059032077338714,286.3443528260343
2.4795069391418094,1.76970425009387,582.969881942472
10.041354182494812,2.1295492207267803,763.7940605908066
4.577456841086553,1.2698067193696827,52.851241455875204
0.0,0.3,262.6616701549317
14.4510136120048,4.363271244737876,497.14967608731786
9.712765405538345,3.4388851368800717,388.92939393773884
14.698951024909393,3.916262617795487,254.32573229538872
6.485092407582095,2.5368718607533385,287.0616680593233
7.075783676976051,1.7692539221953623,648.8049981676811
9.840462126436286,3.081864471776905,843.8441770811336
14.161089704539307,3.3120040399776896,776.0048870603068
0.0,0.3,666.7135633743087
5.549918136394908,2.513604289095081,144.9227085893948
3.1157630450337135,2.3162986524060267,991.463990718008
3.287603530154091,2.1836218672015164,480.9120402287229
14.594714192962488,4.499132475389376,696.8024705877039
8.210370890669784,1.9147367861854163,289.7239942332467
6.879112565264052,2.7695743567999154,164.31902153668818
0.0,0.3,545.2129673395914
5.362648732251751,2.288738235369799,52.20095996669354
5.393961371403675,2.5169646379803354,901.5096524699981
5.110233198066285,1.6534487519795926,310.75359739967274
2.098947384966588,2.0126183078416386,791.0239335891391
9.953371067792515,3.696928118090788,486.7019540807528
6.289348283245581,3.5975812691777342,485.77725554320364
1.859779115446814,1.303105728393681,958.7656957624502
12.637430690326326,4.4155828792837015,906.833586663835
12.546844848221696,3.709639253656066,475.6483960561051
13.699476513036975,3.8049247237460877,500.55372093723406
3.776945917996329,2.003016348909273,371.0020181344207
13.727953794887053,2.451968923720822,646.7149779141416
0.0,0.3,538.7905610089628
7.646033686924404,2.849368317212092,269.8931787961267
1.9614577988213895,0.9984570405183971,712.1591472432737
10.199288296898471,1.6869982656906415,652.9693590926595
7.877132262066218,2.760761894444977,298.09272041175853
11.23023060465231,2.453829499571398,100.48128141847229
0.0,0.3,794.3880711943891
14.261072467411998,1.9628234121957175,960.3287902226049
6.639787469351574,1.6033181623582222,234.3337438789169
2.3257541635882224,1.635863644745841,490.76480280633257
12.223005969942227,3.702097734958533,710.6633426031528
5.267082583242373,1.7443729021529801,854.0205804689522
11.242470025721524,3.0984639499811397,129.5356639856621
0.0,0.3,288.0709861270782
2.981534850191059,2.1454066945744295,568.6025039174776
