dataset_id,window_size,threshold,tolerance_type,tolerance_value,precision,recall,num_detected,num_true
5,10,0.0,full_window,10,0.03901162617822842,0.9547413793103449,33631,928
5,10,0.0,half_window,5,0.021498022657667034,0.7510775862068966,33631,928
5,10,0.0,quarter_window,2,0.010436799381522999,0.37823275862068967,33631,928
5,10,1.0,full_window,10,0.0486286594761171,0.7015086206896551,16225,928
5,10,1.0,half_window,5,0.029522342064714945,0.5053879310344828,16225,928
5,10,1.0,quarter_window,2,0.01460708782742681,0.25538793103448276,16225,928
5,10,2.0,full_window,10,0.05763353223693785,0.38146551724137934,6871,928
5,10,2.0,half_window,5,0.037403580264881386,0.27262931034482757,6871,928
5,10,2.0,quarter_window,2,0.01819240285256877,0.13469827586206898,6871,928
5,10,3.0,full_window,10,0.07065980346279832,0.15086206896551724,2137,928
5,10,3.0,half_window,5,0.05240992044922789,0.11961206896551724,2137,928
5,10,3.0,quarter_window,2,0.028544688816097334,0.06573275862068965,2137,928
5,10,4.0,full_window,10,0.10676156583629894,0.061422413793103446,562,928
5,10,4.0,half_window,5,0.08718861209964412,0.052801724137931036,562,928
5,10,4.0,quarter_window,2,0.04804270462633452,0.029094827586206896,562,928
5,10,5.0,full_window,10,0.2248062015503876,0.029094827586206896,129,928
5,10,5.0,half_window,5,0.18604651162790697,0.02586206896551724,129,928
5,10,5.0,quarter_window,2,0.10077519379844961,0.014008620689655173,129,928
5,10,6.0,full_window,10,0.325,0.014008620689655173,40,928
5,10,6.0,half_window,5,0.3,0.01293103448275862,40,928
5,10,6.0,quarter_window,2,0.175,0.007543103448275862,40,928
5,10,7.0,full_window,10,0.3,0.003232758620689655,10,928
5,10,7.0,half_window,5,0.3,0.003232758620689655,10,928
5,10,7.0,quarter_window,2,0.2,0.0021551724137931034,10,928
5,10,8.0,full_window,10,0.0,0.0,1,928
5,10,8.0,half_window,5,0.0,0.0,1,928
5,10,8.0,quarter_window,2,0.0,0.0,1,928
5,10,9.0,full_window,10,0.0,0.0,0,928
5,10,9.0,half_window,5,0.0,0.0,0,928
5,10,9.0,quarter_window,2,0.0,0.0,0,928
5,10,10.0,full_window,10,0.0,0.0,0,928
5,10,10.0,half_window,5,0.0,0.0,0,928
