dataset,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_ylic137,-1100000.0,0.0,,1,
strain_ylic137,-1090000.0,0.0,,1,
strain_ylic137,-1080000.0,0.0,,1,
strain_ylic137,-1070000.0,0.0,,1,
strain_ylic137,-1060000.0,0.0,,1,
strain_ylic137,-1050000.0,0.0,,1,
strain_ylic137,-1040000.0,0.0,,1,
strain_ylic137,-1030000.0,0.0,,1,
strain_ylic137,-1020000.0,0.0,,1,
strain_ylic137,-1010000.0,0.0,,1,
strain_ylic137,-1000000.0,0.0,,1,
strain_ylic137,-990000.0,0.0,,1,
strain_ylic137,-980000.0,0.0,,1,
strain_ylic137,-970000.0,0.0,,1,
strain_ylic137,-960000.0,0.0,,1,
strain_ylic137,-950000.0,0.0,,1,
strain_ylic137,-940000.0,0.0,0.0,2,0.0
strain_ylic137,-930000.0,0.0,0.0,2,0.0
strain_ylic137,-920000.0,0.0,0.0,2,0.0
strain_ylic137,-910000.0,0.0,0.0,2,0.0
strain_ylic137,-900000.0,0.0,0.0,2,0.0
strain_ylic137,-890000.0,0.0,0.0,2,0.0
strain_ylic137,-880000.0,0.0,0.0,2,0.0
strain_ylic137,-870000.0,0.0,0.0,2,0.0
strain_ylic137,-860000.0,0.0,0.0,2,0.0
strain_ylic137,-850000.0,0.0,0.0,2,0.0
strain_ylic137,-840000.0,0.0,0.0,2,0.0
strain_ylic137,-830000.0,0.0,0.0,2,0.0
strain_ylic137,-820000.0,0.0,0.0,2,0.0
strain_ylic137,-810000.0,0.0,0.0,2,0.0
strain_ylic137,-800000.0,0.0,0.0,2,0.0
strain_ylic137,-790000.0,0.0,0.0,2,0.0
strain_ylic137,-780000.0,0.0,0.0,3,0.0
strain_ylic137,-770000.0,0.0,0.0,3,0.0
strain_ylic137,-760000.0,0.0,0.0,3,0.0
strain_ylic137,-750000.0,0.0,0.0,3,0.0
strain_ylic137,-740000.0,0.0,0.0,3,0.0
strain_ylic137,-730000.0,0.0,0.0,3,0.0
strain_ylic137,-720000.0,0.0,0.0,3,0.0
strain_ylic137,-710000.0,0.0,0.0,3,0.0
strain_ylic137,-700000.0,0.0,0.0,3,0.0
strain_ylic137,-690000.0,0.0,0.0,3,0.0
strain_ylic137,-680000.0,0.0,0.0,3,0.0
strain_ylic137,-670000.0,0.0,0.0,4,0.0
strain_ylic137,-660000.0,0.0,0.0,4,0.0
strain_ylic137,-650000.0,0.0,0.0,4,0.0
strain_ylic137,-640000.0,0.0,0.0,5,0.0
strain_ylic137,-630000.0,0.021060000000000002,0.04709159160614557,5,0.02106
strain_ylic137,-620000.0,0.03386,0.07571326171814288,5,0.03386
strain_ylic137,-610000.0,0.014983333333333333,0.03670152131270128,6,0.014983333333333333
strain_ylic137,-600000.0,0.009366666666666667,0.0229435539240691,6,0.009366666666666666
strain_ylic137,-590000.0,0.009571428571428573,0.025323619691618227,7,0.009571428571428571
strain_ylic137,-580000.0,0.008814285714285714,0.02332040798466932,7,0.008814285714285714
strain_ylic137,-570000.0,0.0090375,0.025561910139893698,8,0.009037500000000002
strain_ylic137,-560000.0,0.011887499999999999,0.02341705346231978,8,0.00827917864930712
strain_ylic137,-550000.0,0.033800000000000004,0.0721873950215687,8,0.025522098267971624
strain_ylic137,-540000.0,0.023337499999999997,0.04352578669183197,8,0.015388689463136786
strain_ylic137,-530000.0,0.03,0.05774389268881292,8,0.02041554904618396
strain_ylic137,-520000.0,0.019425,0.036593237080094466,8,0.012937663042450906
strain_ylic137,-510000.0,0.022824999999999998,0.04226777732504987,8,0.014943915986112877
