Count,Frequency,Percentage
1,179318,27.182326136980322
2,80707,12.234153824698417
3,42756,6.48126532926271
4,29031,4.400730044293801
5,22298,3.3800929533141524
6,18273,2.769954190326913
7,15294,2.318375712081202
8,13494,2.0455186255279028
9,12392,1.8784694536491602
10,10870,1.647753628241315
11,10075,1.527241748346941
12,8994,1.3633759091446536
13,8584,1.3012251283186242
14,7921,1.2007227681048256
15,7414,1.1238680220589796
16,6898,1.0456489905803672
17,6692,1.014422012897045
18,6263,0.9493910739351753
19,5805,0.8799641041343911
20,5741,0.8702625188347184
21,5308,0.8046252307916191
22,5139,0.7790069821096703
23,4979,0.7547530188604882
24,4671,0.7080641396058125
25,4574,0.6933601743859957
26,4243,0.6431847879142502
27,4016,0.6087744775544729
28,3968,0.6014982885797182
29,3933,0.5961927341189597
30,3688,0.5590538528936494
31,3434,0.5205506862355727
32,3396,0.5147903699638919
33,3251,0.4928102157693206
34,3163,0.47947053598227035
35,2946,0.44657609832556705
36,2836,0.42990149859175425
37,2822,0.4277792768074508
38,2690,0.4077697571268755
39,2474,0.37502690674047956
40,2516,0.3813935720933899
41,2406,0.3647189723595771
42,2307,0.3497118325991456
43,2267,0.3436483417868501
44,2070,0.31378564953629456
45,2055,0.31151184048168373
46,1953,0.29604993891033005
47,1930,0.2925634316932601
48,1848,0.2801332755280543
49,1741,0.26391343760516367
50,1672,0.25345391595395383
51,1620,0.24557137789796962
52,1601,0.24269121976212923
53,1536,0.23283804719214898
54,1457,0.2208626528378653
55,1485,0.22510709640647217
56,1318,0.19979202226513829
57,1312,0.19888249864329394
58,1301,0.19721503866991263
59,1215,0.18417853342347723
60,1234,0.18705869155931762
61,1203,0.18235948617978856
62,1113,0.16871663185212357
63,1152,0.17462853539411174
64,1049,0.15901504655245072
65,969,0.14688806492785964
66,969,0.14688806492785964
67,909,0.13779282870941628
68,925,0.1402182250343345
69,884,0.1340031469517316
70,858,0.13006187792373947
71,882,0.1336999724111168
72,826,0.12521108527390304
73,777,0.11778330902884099
74,747,0.11323569091961933
75,752,0.11399362727115628
76,722,0.10944600916193463
77,715,0.1083848982697829
78,702,0.10641426375578684
79,630,0.09549998029365486
80,675,0.10232140745748736
81,587,0.08898172767043715
82,637,0.09656109118580658
83,614,0.09307458396873663
84,566,0.08579839499398198
85,566,0.08579839499398198
86,524,0.07943172964107166
87,556,0.0842825222909081
88,523,0.07928014237076428
89,551,0.08352458593937115
90,496,0.07518728607246478
91,483,0.07321665155846872
92,486,0.07367141336939088
93,456,0.06912379526016924
94,417,0.06321189171818108
95,443,0.06715316074617318
96,412,0.06245395536664413
97,409,0.06199919355572196
98,349,0.052903957337278644
99,414,0.06275712990725892
100,366,0.05548094093250425
101,408,0.06184760628541458
102,370,0.056087290013733804
103,367,0.05563252820281164
104,335,0.0507817355529752
105,392,0.05942220996049635
106,347,0.05260078279666387
107,347,0.05260078279666387
108,311,0.047143641065597874
109,338,0.05123649736389736
110,297,0.04502141928129443
111,280,0.04244443568606882
112,295,0.04471824474067966
113,274,0.041534912064224494
114,243,0.03683570668469544
115,274,0.041534912064224494
116,269,0.04077697571268755
117,241,0.03653253214408067
118,231,0.035016659441006785
119,246,0.03729046849561761
120,230,0.03486507217069939
121,229,0.03471348490039201
122,220,0.033349199467625504
123,249,0.03774523030653978
124,216,0.03274285038639595
125,235,0.035623008522236335
126,205,0.031075390413014676
127,205,0.031075390413014676
128,206,0.031226977683322065
129,214,0.032439675845781175
130,176,0.026679359574100402
131,229,0.03471348490039201
132,191,0.028953168628711237
133,182,0.027588883195944738
134,161,0.024405550519489574
135,184,0.027892057736559516
136,177,0.026830946844407795
137,165,0.025011899600719128
138,152,0.023041265086723075
139,167,0.02531507414133391
140,166,0.025163486871026517
141,141,0.021373805113341804
142,174,0.026376185033485627
143,157,0.02379920143826002
144,131,0.019857932410267915
145,148,0.02243491600549352
146,178,0.026982534114715184
147,138,0.020919043302419636
148,136,0.020615868761804858
149,138,0.020919043302419636
150,132,0.020009519680575304
151,140,0.02122221784303441
152,116,0.017584123355657084
153,122,0.01849364697750142
154,146,0.022131741464878747
155,129,0.01955475786965314
156,131,0.019857932410267915
157,125,0.018948408788423583
158,120,0.018190472436886637
159,97,0.0147039652198167
160,105,0.015916663382275813
161,96,0.014552377949509311
162,136,0.020615868761804858
163,121,0.01834205970719403
164,112,0.01697777427442753
165,117,0.017735710625964476
166,101,0.015310314301046256
167,102,0.015461901571353645
168,88,0.013339679787050201
169,116,0.017584123355657084
170,110,0.016674599733812752
171,88,0.013339679787050201
172,93,0.014097616138587146
173,92,0.013946028868279758
174,87,0.013188092516742814
175,93,0.014097616138587146
176,94,0.014249203408894535
177,88,0.013339679787050201
178,70,0.010611108921517206
179,92,0.013946028868279758
180,82,0.012430156165205871
181,72,0.010914283462131984
