Count,Frequency,Percentage
1,278800,26.367232755139387
2,128687,12.170445055812849
3,72804,6.88536590209888
4,50323,4.759247682700429
5,39375,3.72385146963276
6,32521,3.0756412354013203
7,28280,2.674552877745129
8,24718,2.3376802698763823
9,22430,2.1212949451139758
10,20300,1.9198523132328893
11,18888,1.786313817356789
12,17083,1.6156077372885442
13,15813,1.4954987502045163
14,14728,1.3928859541524137
15,13748,1.3002034286859983
16,12620,1.1935239503940427
17,11896,1.1250523703555888
18,11392,1.0773870715442895
19,10567,0.9993635169424602
20,9880,0.9343911751103915
21,9489,0.8974127389294033
22,8697,0.8225101265116472
23,8247,0.7799518240015586
24,7913,0.748364106138515
25,7364,0.6964429770762068
26,7016,0.6635312231350715
27,6766,0.6398877217405778
28,6115,0.5783200441093161
29,5893,0.5573246148710058
30,5617,0.5312221893314847
31,5348,0.5057817818310095
32,5155,0.4875289987544603
33,4874,0.4609537031870494
34,4751,0.4493211005009585
35,4534,0.42879854129053796
36,4143,0.3918201051095498
37,4096,0.387375126847385
38,3810,0.3603269612520842
39,3635,0.3437765102759386
40,3385,0.32013300888144486
41,3376,0.31928184283124306
42,3219,0.304433723955501
43,3087,0.29194995521920836
44,2847,0.2692521938804944
45,2814,0.2661312516964212
46,2695,0.25487694503264224
47,2592,0.24513582245811077
48,2366,0.22376209719748846
49,2383,0.22536985529231407
50,2308,0.21827680487396592
51,2141,0.20248294594244412
52,2026,0.19160693530097703
53,2069,0.19567361754082996
54,1933,0.18281155278222538
55,1718,0.1624781415829608
56,1806,0.17080065407382258
57,1681,0.15897890337657572
58,1625,0.15368275906420914
59,1655,0.15651997923154837
60,1481,0.14006410226098076
61,1501,0.14195558237254025
62,1447,0.1368485860713296
63,1414,0.13372764388725644
64,1306,0.12351365128483516
65,1315,0.12436481733503692
66,1219,0.11528571279955134
67,1216,0.11500199078281742
68,1103,0.10431512815250625
69,1117,0.10563916423059791
70,1025,0.09693835571742422
71,1007,0.09523602361702067
72,973,0.09202050742736953
73,956,0.09041274933254395
74,924,0.08738638115404876
75,808,0.07641579650700368
76,896,0.08473830899786547
77,818,0.07736153656278343
78,810,0.07660494451815963
79,835,0.078969294657609
80,809,0.07651037051258165
81,747,0.07064678216674722
82,713,0.06743126597709606
83,704,0.06658009992689429
84,664,0.0627971397037753
85,688,0.0650669158376467
86,667,0.06308086172050922
87,647,0.061189381608949725
88,640,0.0605273635699039
89,602,0.05693355135794086
90,597,0.056460681330050985
91,576,0.05447462721291351
92,549,0.05192112906230819
93,520,0.04917848290054692
