strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_FD,-1100000.0,0.0,0.0,11,0.0
strain_FD,-1090000.0,0.0,0.0,11,0.0
strain_FD,-1080000.0,0.0,0.0,11,0.0
strain_FD,-1070000.0,0.0,0.0,11,0.0
strain_FD,-1060000.0,0.0,0.0,11,0.0
strain_FD,-1050000.0,0.0,0.0,11,0.0
strain_FD,-1040000.0,0.0,0.0,11,0.0
strain_FD,-1030000.0,0.0,0.0,11,0.0
strain_FD,-1020000.0,0.0,0.0,11,0.0
strain_FD,-1010000.0,0.0,0.0,11,0.0
strain_FD,-1000000.0,0.0,0.0,11,0.0
strain_FD,-990000.0,0.0,0.0,11,0.0
strain_FD,-980000.0,0.0,0.0,11,0.0
strain_FD,-970000.0,0.0,0.0,11,0.0
strain_FD,-960000.0,0.0,0.0,11,0.0
strain_FD,-950000.0,0.0,0.0,11,0.0
strain_FD,-940000.0,0.0,0.0,22,0.0
strain_FD,-930000.0,0.0,0.0,22,0.0
strain_FD,-920000.0,0.0,0.0,22,0.0
strain_FD,-910000.0,0.0,0.0,22,0.0
strain_FD,-900000.0,0.0,0.0,22,0.0
strain_FD,-890000.0,0.0,0.0,22,0.0
strain_FD,-880000.0,0.0,0.0,22,0.0
strain_FD,-870000.0,0.0,0.0,22,0.0
strain_FD,-860000.0,0.0,0.0,22,0.0
strain_FD,-850000.0,0.0,0.0,22,0.0
strain_FD,-840000.0,0.0,0.0,22,0.0
strain_FD,-830000.0,0.0,0.0,22,0.0
strain_FD,-820000.0,0.0,0.0,22,0.0
strain_FD,-810000.0,0.0,0.0,22,0.0
strain_FD,-800000.0,0.0,0.0,22,0.0
strain_FD,-790000.0,0.0,0.0,22,0.0
strain_FD,-780000.0,0.0,0.0,33,0.0
strain_FD,-770000.0,0.0,0.0,33,0.0
strain_FD,-760000.0,0.0,0.0,33,0.0
strain_FD,-750000.0,0.0,0.0,33,0.0
strain_FD,-740000.0,0.0,0.0,33,0.0
strain_FD,-730000.0,0.0,0.0,33,0.0
strain_FD,-720000.0,0.0,0.0,33,0.0
strain_FD,-710000.0,0.0,0.0,33,0.0
strain_FD,-700000.0,0.0,0.0,33,0.0
strain_FD,-690000.0,0.0,0.0,33,0.0
strain_FD,-680000.0,0.0,0.0,33,0.0
strain_FD,-670000.0,0.0,0.0,44,0.0
strain_FD,-660000.0,0.0,0.0,44,0.0
strain_FD,-650000.0,0.0,0.0,44,0.0
strain_FD,-640000.0,0.0,0.0,55,0.0
strain_FD,-630000.0,0.020083636363636363,0.04061150522822759,55,0.005476054247859255
strain_FD,-620000.0,0.032250909090909094,0.06531280820654488,55,0.008806777261988133
strain_FD,-610000.0,0.013296969696969696,0.03007084440090905,66,0.0037014650723154146
strain_FD,-600000.0,0.007754545454545455,0.01760098932375181,66,0.0021665320185719275
strain_FD,-590000.0,0.00867922077922078,0.02153186951121485,77,0.002453784261751747
strain_FD,-580000.0,0.006777922077922078,0.016797255598026337,77,0.0019142249308909617
strain_FD,-570000.0,0.010032954545454546,0.026761478240319714,88,0.002852783165785622
strain_FD,-560000.0,0.009993181818181818,0.018260243829209793,88,0.0019465485326078215
strain_FD,-550000.0,0.031993181818181816,0.06646489488315338,88,0.007085181600794324
strain_FD,-540000.0,0.022552272727272726,0.040409726202819456,88,0.004307691287087595
strain_FD,-530000.0,0.0270875,0.048368422805717404,88,0.005156091195584998
strain_FD,-520000.0,0.01893068181818182,0.03388028402340795,88,0.0036116504120610594
strain_FD,-510000.0,0.021594318181818183,0.03799391166578814,88,0.004050164592148907
strain_FD,-500000.0,0.028571590909090908,0.06330393198164287,88,0.006748221823306549
strain_FD,-490000.0,0.021672727272727274,0.03164264446594703,88,0.0033731172337628994
strain_FD,-480000.0,0.026246590909090907,0.03671095845933656,88,0.003913401320815806
strain_FD,-470000.0,0.020953535353535353,0.03138705801509795,99,0.003154518021490819
strain_FD,-460000.0,0.01849090909090909,0.028610858096198965,110,0.0027279382840940084
strain_FD,-450000.0,0.016716528925619836,0.023220085942661214,121,0.002110916903878292
strain_FD,-440000.0,0.027409090909090907,0.03361896378362668,132,0.0029261552055566153
strain_FD,-430000.0,0.04860227272727272,0.056503969280162984,132,0.0049180392622417655
strain_FD,-420000.0,0.039789393939393944,0.04346760003801685,132,0.0037833689623188874
strain_FD,-410000.0,0.030718939393939392,0.03181284999525704,132,0.002768953178222289
strain_FD,-400000.0,0.03151363636363636,0.033742393596293906,132,0.0029368983917886964
strain_FD,-390000.0,0.030996969696969693,0.032112205330764525,132,0.002795008715773776
strain_FD,-380000.0,0.029709848484848485,0.03154776303715722,132,0.0027458803200770677
strain_FD,-370000.0,0.0358986013986014,0.04261685341755345,143,0.0035638003162072455
strain_FD,-360000.0,0.031225174825174826,0.033086554157094515,143,0.002766836655253718
strain_FD,-350000.0,0.04967692307692308,0.054940897427910494,143,0.004594388649670928
strain_FD,-340000.0,0.041279020979020975,0.041185360542047335,143,0.003444092868254839
strain_FD,-330000.0,0.03718251748251748,0.034205881041759506,143,0.002860439471642441
strain_FD,-320000.0,0.04485734265734266,0.04139957387259516,143,0.0034620062868656013
strain_FD,-310000.0,0.042793706293706296,0.03640428356002577,143,0.0030442791257104043
strain_FD,-300000.0,0.046544755244755244,0.037931796982199874,143,0.0031720162151575725
strain_FD,-290000.0,0.04737202797202797,0.040472032432763344,143,0.003384441375064619
strain_FD,-280000.0,0.040017482517482515,0.0340695732137895,143,0.002849040838438307
strain_FD,-270000.0,0.04604615384615385,0.03294253804077206,143,0.0027547934225950277
strain_FD,-260000.0,0.04973426573426574,0.04199529333938844,143,0.0035118228512967574
strain_FD,-250000.0,0.04197272727272727,0.03105014840140123,143,0.0025965438510206222
strain_FD,-240000.0,0.05386433566433567,0.03750382216313801,143,0.003136227162865101
strain_FD,-230000.0,0.061737062937062936,0.04217818453262115,143,0.0035271169812009094
strain_FD,-220000.0,0.05737467532467532,0.0391440085678082,154,0.003154314100794608
strain_FD,-210000.0,0.06321233766233766,0.050426003935776925,154,0.004063443195548326
strain_FD,-200000.0,0.04737402597402598,0.03325855692182385,154,0.002680050891795092
strain_FD,-190000.0,0.048762987012987015,0.03356867110727391,154,0.0027050406050056607
strain_FD,-180000.0,0.05073116883116883,0.036486988493761155,154,0.0029402053216402565
strain_FD,-170000.0,0.041619393939393935,0.03153020792550491,165,0.0024546233579198855
strain_FD,-160000.0,0.04173465909090909,0.037959186998635805,176,0.0028612813777593614
strain_FD,-150000.0,0.07409829545454545,0.04252543773108961,176,0.0032054754772646975
strain_FD,-140000.0,0.08122897727272728,0.0488580253513562,176,0.0036828122292754677
strain_FD,-130000.0,0.07350227272727274,0.035102598934381654,176,0.002645957950719846
strain_FD,-120000.0,0.07524772727272727,0.03911012430786462,176,0.0029480365416669346
strain_FD,-110000.0,0.08377897727272728,0.03457816422590659,176,0.002606427197195955
strain_FD,-100000.0,0.09647840909090909,0.030561768643149606,176,0.002303679989067643
strain_FD,-90000.0,0.0799903409090909,0.025612442688165163,176,0.0019306105082073973
strain_FD,-80000.0,0.10361477272727272,0.036564893513619565,176,0.002756182551908546
strain_FD,-70000.0,0.09940056818181818,0.03844855189122821,176,0.002898168644448033
strain_FD,-60000.0,0.0929778409090909,0.02775213387724014,176,0.0020918958000571944
strain_FD,-50000.0,0.09534318181818181,0.030231275368227693,176,0.002278768121143739
strain_FD,-40000.0,0.10936363636363637,0.029985435252347533,176,0.0022602372251711946
strain_FD,-30000.0,0.10243011363636363,0.027371692405291092,176,0.0020632189451220695
strain_FD,-20000.0,0.10994602272727273,0.026413223659578336,176,0.0019909716450581655
strain_FD,-10000.0,0.13733522727272726,0.045501411067030754,176,0.0034297979077514943
strain_FD,0.0,0.1413375,0.03532467632042588,176,0.002662697663536474
strain_FD,10000.0,0.14604318181818182,0.03219513289020845,176,0.0024267994516466327
strain_FD,20000.0,0.12302215909090909,0.03549346045034578,176,0.0026754202460253576
strain_FD,30000.0,0.12086761363636364,0.03865738779126387,176,0.002913910242701998
strain_FD,40000.0,0.12658636363636364,0.05735621661525091,176,0.004323387497889442
strain_FD,50000.0,0.09061931818181818,0.02606742404043592,176,0.0019649060180276386
strain_FD,60000.0,0.0932,0.028306566628358773,176,0.0021336877411241265
