strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_yEK23,-1100000.0,0.0,0.0,6,0.0
strain_yEK23,-1090000.0,0.0,0.0,6,0.0
strain_yEK23,-1080000.0,0.0,0.0,6,0.0
strain_yEK23,-1070000.0,0.0,0.0,6,0.0
strain_yEK23,-1060000.0,0.0,0.0,6,0.0
strain_yEK23,-1050000.0,0.0,0.0,6,0.0
strain_yEK23,-1040000.0,0.0,0.0,6,0.0
strain_yEK23,-1030000.0,0.0,0.0,6,0.0
strain_yEK23,-1020000.0,0.0,0.0,6,0.0
strain_yEK23,-1010000.0,0.0,0.0,6,0.0
strain_yEK23,-1000000.0,0.0,0.0,6,0.0
strain_yEK23,-990000.0,0.0,0.0,6,0.0
strain_yEK23,-980000.0,0.0,0.0,6,0.0
strain_yEK23,-970000.0,0.0,0.0,6,0.0
strain_yEK23,-960000.0,0.0,0.0,6,0.0
strain_yEK23,-950000.0,0.0,0.0,6,0.0
strain_yEK23,-940000.0,0.0,0.0,12,0.0
strain_yEK23,-930000.0,0.0,0.0,12,0.0
strain_yEK23,-920000.0,0.0,0.0,12,0.0
strain_yEK23,-910000.0,0.0,0.0,12,0.0
strain_yEK23,-900000.0,0.0,0.0,12,0.0
strain_yEK23,-890000.0,0.0,0.0,12,0.0
strain_yEK23,-880000.0,0.0,0.0,12,0.0
strain_yEK23,-870000.0,0.0,0.0,12,0.0
strain_yEK23,-860000.0,0.0,0.0,12,0.0
strain_yEK23,-850000.0,0.0,0.0,12,0.0
strain_yEK23,-840000.0,0.0,0.0,12,0.0
strain_yEK23,-830000.0,0.0,0.0,12,0.0
strain_yEK23,-820000.0,0.0,0.0,12,0.0
strain_yEK23,-810000.0,0.0,0.0,12,0.0
strain_yEK23,-800000.0,0.0,0.0,12,0.0
strain_yEK23,-790000.0,0.0,0.0,12,0.0
strain_yEK23,-780000.0,0.0,0.0,18,0.0
strain_yEK23,-770000.0,0.0,0.0,18,0.0
strain_yEK23,-760000.0,0.0,0.0,18,0.0
strain_yEK23,-750000.0,0.0,0.0,18,0.0
strain_yEK23,-740000.0,0.0,0.0,18,0.0
strain_yEK23,-730000.0,0.0,0.0,18,0.0
strain_yEK23,-720000.0,0.0,0.0,18,0.0
strain_yEK23,-710000.0,0.0,0.0,18,0.0
strain_yEK23,-700000.0,0.0,0.0,18,0.0
strain_yEK23,-690000.0,0.0,0.0,18,0.0
strain_yEK23,-680000.0,0.0,0.0,18,0.0
strain_yEK23,-670000.0,0.0,0.0,24,0.0
strain_yEK23,-660000.0,0.0,0.0,24,0.0
strain_yEK23,-650000.0,0.0,0.0,24,0.0
strain_yEK23,-640000.0,0.0,0.0,30,0.0
strain_yEK23,-630000.0,0.02038333333333333,0.041648140939040255,30,0.007603875423488914
strain_yEK23,-620000.0,0.03224,0.06629948561718597,30,0.01210457460784069
