strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_dnrp,-1100000.0,0.0,0.0,4,0.0
strain_dnrp,-1090000.0,0.0,0.0,4,0.0
strain_dnrp,-1080000.0,0.0,0.0,4,0.0
strain_dnrp,-1070000.0,0.0,0.0,4,0.0
strain_dnrp,-1060000.0,0.0,0.0,4,0.0
strain_dnrp,-1050000.0,0.0,0.0,4,0.0
strain_dnrp,-1040000.0,0.0,0.0,4,0.0
strain_dnrp,-1030000.0,0.0,0.0,4,0.0
strain_dnrp,-1020000.0,0.0,0.0,4,0.0
strain_dnrp,-1010000.0,0.0,0.0,4,0.0
strain_dnrp,-1000000.0,0.0,0.0,4,0.0
strain_dnrp,-990000.0,0.0,0.0,4,0.0
strain_dnrp,-980000.0,0.0,0.0,4,0.0
strain_dnrp,-970000.0,0.0,0.0,4,0.0
strain_dnrp,-960000.0,0.0,0.0,4,0.0
strain_dnrp,-950000.0,0.0,0.0,4,0.0
strain_dnrp,-940000.0,0.0,0.0,8,0.0
strain_dnrp,-930000.0,0.0,0.0,8,0.0
strain_dnrp,-920000.0,0.0,0.0,8,0.0
strain_dnrp,-910000.0,0.0,0.0,8,0.0
strain_dnrp,-900000.0,0.0,0.0,8,0.0
strain_dnrp,-890000.0,0.0,0.0,8,0.0
strain_dnrp,-880000.0,0.0,0.0,8,0.0
strain_dnrp,-870000.0,0.0,0.0,8,0.0
strain_dnrp,-860000.0,0.0,0.0,8,0.0
strain_dnrp,-850000.0,0.0,0.0,8,0.0
strain_dnrp,-840000.0,0.0,0.0,8,0.0
strain_dnrp,-830000.0,0.0,0.0,8,0.0
strain_dnrp,-820000.0,0.0,0.0,8,0.0
strain_dnrp,-810000.0,0.0,0.0,8,0.0
strain_dnrp,-800000.0,0.0,0.0,8,0.0
strain_dnrp,-790000.0,0.0,0.0,8,0.0
strain_dnrp,-780000.0,0.0,0.0,12,0.0
strain_dnrp,-770000.0,0.0,0.0,12,0.0
strain_dnrp,-760000.0,0.0,0.0,12,0.0
strain_dnrp,-750000.0,0.0,0.0,12,0.0
strain_dnrp,-740000.0,0.0,0.0,12,0.0
strain_dnrp,-730000.0,0.0,0.0,12,0.0
strain_dnrp,-720000.0,0.0,0.0,12,0.0
strain_dnrp,-710000.0,0.0,0.0,12,0.0
strain_dnrp,-700000.0,0.0,0.0,12,0.0
strain_dnrp,-690000.0,0.0,0.0,12,0.0
strain_dnrp,-680000.0,0.0,0.0,12,0.0
strain_dnrp,-670000.0,0.0,0.0,16,0.0
strain_dnrp,-660000.0,0.0,0.0,16,0.0
strain_dnrp,-650000.0,0.0,0.0,16,0.0
strain_dnrp,-640000.0,0.0,0.0,20,0.0
strain_dnrp,-630000.0,0.011890000000000001,0.02441114715172472,20,0.005458498444000685
strain_dnrp,-620000.0,0.016425000000000002,0.03372603047467857,20,0.007541369675261079
strain_dnrp,-610000.0,0.0059,0.013489738451069424,24,0.0027535813307268658
strain_dnrp,-600000.0,0.0033083333333333333,0.007616396310173413,24,0.001554690386561785
strain_dnrp,-590000.0,0.003625,0.00906558919251294,28,0.0017132353208331498
strain_dnrp,-580000.0,0.0030535714285714285,0.007626342366009926,28,0.0014412432366784423
strain_dnrp,-570000.0,0.003353125,0.00908348321618473,32,0.001605748144739603
strain_dnrp,-560000.0,0.0051,0.00902276690271034,32,0.001595014915493006
strain_dnrp,-550000.0,0.01565,0.03444096398186322,32,0.00608835979554428
strain_dnrp,-540000.0,0.00935625,0.01684912053797544,32,0.0029785318473579906
strain_dnrp,-530000.0,0.015459375000000001,0.031104567234131075,32,0.005498562604281745
strain_dnrp,-520000.0,0.007365625,0.013120105462179399,32,0.0023193288855474286
strain_dnrp,-510000.0,0.008246875,0.01454700910119749,32,0.0025715721953597924
strain_dnrp,-500000.0,0.017425,0.041221463247415956,32,0.007286994048169966
strain_dnrp,-490000.0,0.010775,0.016844277289909317,32,0.00297767567397036
strain_dnrp,-480000.0,0.011428125,0.015690766431557045,32,0.002773761836442058
strain_dnrp,-470000.0,0.008541666666666666,0.012693201217299643,36,0.0021155335362166073
strain_dnrp,-460000.0,0.007495,0.0116522904098238,40,0.0018423888826390026
strain_dnrp,-450000.0,0.007875,0.010915023250462617,44,0.001645501668172268
strain_dnrp,-440000.0,0.012289583333333333,0.014518048042751176,48,0.0020954997363975777
strain_dnrp,-430000.0,0.02094375,0.027475311209590143,48,0.0039657195807314026
strain_dnrp,-420000.0,0.01665625,0.0183989697474059,48,0.0026556625341191444
strain_dnrp,-410000.0,0.012897916666666667,0.013308763543497854,48,0.001920954553604891
strain_dnrp,-400000.0,0.01355,0.014731454262252964,48,0.002126302270966602
strain_dnrp,-390000.0,0.013966666666666667,0.014313976703837904,48,0.0020660445757837115
strain_dnrp,-380000.0,0.012395833333333333,0.013035433842453918,48,0.0018815028094860819
strain_dnrp,-370000.0,0.014630769230769232,0.01744009959565844,52,0.002418506666974819
strain_dnrp,-360000.0,0.01283076923076923,0.013455526431676483,52,0.0018659457879911757
strain_dnrp,-350000.0,0.022311538461538463,0.0277374430437691,52,0.003846491274791209
strain_dnrp,-340000.0,0.01805,0.01821986095812296,52,0.0025266401121667994
strain_dnrp,-330000.0,0.015675,0.014446328999736488,52,0.002003345382722012
strain_dnrp,-320000.0,0.018634615384615385,0.017213490885832003,52,0.0023870816930230514
strain_dnrp,-310000.0,0.017590384615384615,0.014870107659662549,52,0.0020621129091762747
strain_dnrp,-300000.0,0.019440384615384613,0.015981536646225876,52,0.002216240378410546
strain_dnrp,-290000.0,0.019450000000000002,0.01664455984846159,52,0.0023081851535060533
strain_dnrp,-280000.0,0.0172,0.014706981135421609,52,0.0020394913304247774
strain_dnrp,-270000.0,0.02081923076923077,0.015008925951586646,52,0.0020813635426187617
strain_dnrp,-260000.0,0.02281153846153846,0.02161077848219112,52,0.0029968757661628436
strain_dnrp,-250000.0,0.018546153846153848,0.013393610732228093,52,0.0018573596253328144
strain_dnrp,-240000.0,0.024473076923076924,0.016919163231807744,52,0.0023462657911626095
strain_dnrp,-230000.0,0.028451923076923076,0.021354803752038663,52,0.002961378457901776
strain_dnrp,-220000.0,0.024548214285714288,0.016575480150143228,56,0.002214991705111009
