strain,Bin_Center,mean_density,sd_density,n_datasets,se_density
strain_ylic137,-1100000.0,0.0,0.0,2,0.0
strain_ylic137,-1090000.0,0.0,0.0,2,0.0
strain_ylic137,-1080000.0,0.0,0.0,2,0.0
strain_ylic137,-1070000.0,0.0,0.0,2,0.0
strain_ylic137,-1060000.0,0.0,0.0,2,0.0
strain_ylic137,-1050000.0,0.0,0.0,2,0.0
strain_ylic137,-1040000.0,0.0,0.0,2,0.0
strain_ylic137,-1030000.0,0.0,0.0,2,0.0
strain_ylic137,-1020000.0,0.0,0.0,2,0.0
strain_ylic137,-1010000.0,0.0,0.0,2,0.0
strain_ylic137,-1000000.0,0.0,0.0,2,0.0
strain_ylic137,-990000.0,0.0,0.0,2,0.0
strain_ylic137,-980000.0,0.0,0.0,2,0.0
strain_ylic137,-970000.0,0.0,0.0,2,0.0
strain_ylic137,-960000.0,0.0,0.0,2,0.0
strain_ylic137,-950000.0,0.0,0.0,2,0.0
strain_ylic137,-940000.0,0.0,0.0,4,0.0
strain_ylic137,-930000.0,0.0,0.0,4,0.0
strain_ylic137,-920000.0,0.0,0.0,4,0.0
strain_ylic137,-910000.0,0.0,0.0,4,0.0
strain_ylic137,-900000.0,0.0,0.0,4,0.0
strain_ylic137,-890000.0,0.0,0.0,4,0.0
strain_ylic137,-880000.0,0.0,0.0,4,0.0
strain_ylic137,-870000.0,0.0,0.0,4,0.0
strain_ylic137,-860000.0,0.0,0.0,4,0.0
strain_ylic137,-850000.0,0.0,0.0,4,0.0
strain_ylic137,-840000.0,0.0,0.0,4,0.0
strain_ylic137,-830000.0,0.0,0.0,4,0.0
strain_ylic137,-820000.0,0.0,0.0,4,0.0
strain_ylic137,-810000.0,0.0,0.0,4,0.0
strain_ylic137,-800000.0,0.0,0.0,4,0.0
strain_ylic137,-790000.0,0.0,0.0,4,0.0
strain_ylic137,-780000.0,0.0,0.0,6,0.0
strain_ylic137,-770000.0,0.0,0.0,6,0.0
strain_ylic137,-760000.0,0.0,0.0,6,0.0
strain_ylic137,-750000.0,0.0,0.0,6,0.0
strain_ylic137,-740000.0,0.0,0.0,6,0.0
strain_ylic137,-730000.0,0.0,0.0,6,0.0
strain_ylic137,-720000.0,0.0,0.0,6,0.0
strain_ylic137,-710000.0,0.0,0.0,6,0.0
strain_ylic137,-700000.0,0.0,0.0,6,0.0
strain_ylic137,-690000.0,0.0,0.0,6,0.0
strain_ylic137,-680000.0,0.0,0.0,6,0.0
strain_ylic137,-670000.0,0.0,0.0,8,0.0
strain_ylic137,-660000.0,0.0,0.0,8,0.0
strain_ylic137,-650000.0,0.0,0.0,8,0.0
strain_ylic137,-640000.0,0.0,0.0,10,0.0
strain_ylic137,-630000.0,0.01267,0.026796685118374873,10,0.008473855871640332
strain_ylic137,-620000.0,0.01959,0.041367900867970354,10,0.013081678876284275
strain_ylic137,-610000.0,0.008383333333333333,0.01961561684583037,12,0.005662540833130361
strain_ylic137,-600000.0,0.005108333333333334,0.011956546957692892,12,0.003451557802301196
strain_ylic137,-590000.0,0.005385714285714285,0.013708439688065111,14,0.0036637346157138494
strain_ylic137,-580000.0,0.004871428571428571,0.01239189738817752,14,0.0033118738856156523
strain_ylic137,-570000.0,0.00493125,0.01351210414159591,16,0.0033780260353989777
strain_ylic137,-560000.0,0.006775,0.012648082858678621,16,0.0031620207146696552
strain_ylic137,-550000.0,0.01950625,0.04073840888318214,16,0.010184602220795536
strain_ylic137,-540000.0,0.012924999999999999,0.023328394715453525,16,0.005832098678863381
strain_ylic137,-530000.0,0.01681875,0.03149772941552031,16,0.007874432353880077
strain_ylic137,-520000.0,0.0107875,0.01972223364631907,16,0.0049305584115797675
strain_ylic137,-510000.0,0.01235625,0.022193151158259015,16,0.005548287789564754
strain_ylic137,-500000.0,0.01769375,0.039435896824255606,16,0.009858974206063902
strain_ylic137,-490000.0,0.0139125,0.020745083754952643,16,0.005186270938738161
strain_ylic137,-480000.0,0.0175625,0.02380484194444483,16,0.005951210486111208
strain_ylic137,-470000.0,0.01335,0.020202016498068583,18,0.004761660953142268
strain_ylic137,-460000.0,0.011105,0.017501954026246387,20,0.003913555894176306
strain_ylic137,-450000.0,0.012236363636363635,0.017089499573451402,22,0.003643493551218738
strain_ylic137,-440000.0,0.017795833333333334,0.021028334490617067,24,0.004292390803548353
strain_ylic137,-430000.0,0.027662500000000003,0.032965262513875056,24,0.00672900603299098
strain_ylic137,-420000.0,0.024249999999999997,0.026207367035940902,24,0.005349556394990935
strain_ylic137,-410000.0,0.020087499999999998,0.0208838050943163,24,0.004262888864067571
strain_ylic137,-400000.0,0.0202875,0.021466623486544024,24,0.004381856170206504
strain_ylic137,-390000.0,0.02020833333333333,0.020902151265748507,24,0.004266633760629449
strain_ylic137,-380000.0,0.019179166666666667,0.02004638055082278,24,0.004091950294930716
strain_ylic137,-370000.0,0.020776923076923078,0.024058600253419694,26,0.004718279698535206
strain_ylic137,-360000.0,0.018176923076923077,0.01932857589564855,26,0.0037906456023796575
strain_ylic137,-350000.0,0.029346153846153848,0.033139067346794546,26,0.006499105810137341
strain_ylic137,-340000.0,0.025650000000000003,0.025633778496351255,26,0.005027197567692699
strain_ylic137,-330000.0,0.02171923076923077,0.019759372848970065,26,0.0038751318358943776
strain_ylic137,-320000.0,0.026676923076923077,0.023263900063270695,26,0.0045624261686496035
strain_ylic137,-310000.0,0.02548076923076923,0.021098474243049316,26,0.004137751225859355
strain_ylic137,-300000.0,0.027465384615384614,0.022453132383837983,26,0.004403421544864306
strain_ylic137,-290000.0,0.026915384615384615,0.022743872885815947,26,0.00446044044844036
strain_ylic137,-280000.0,0.025734615384615387,0.02257269044323591,26,0.004426868809398049
strain_ylic137,-270000.0,0.02955,0.020737391349926346,26,0.004066937044395563
strain_ylic137,-260000.0,0.031457692307692305,0.026247181533672115,26,0.005147495800654089
strain_ylic137,-250000.0,0.027103846153846152,0.01962040735090341,26,0.0038478784594959924
strain_ylic137,-240000.0,0.033303846153846156,0.021836107359494837,26,0.004282412981806584
