Position,Value,Centromere_distance,Nucleosome_distance
0,0,250000,0
1,0,249999,1
2,0,249998,2
3,0,249997,3
4,0,249996,4
5,0,249995,5
6,0,249994,6
7,0,249993,7
8,0,249992,8
9,0,249991,9
10,0,249990,10
11,0,249989,11
12,0,249988,12
13,0,249987,13
14,0,249986,14
15,0,249985,15
16,0,249984,16
17,0,249983,17
18,0,249982,18
19,0,249981,19
20,0,249980,20
21,0,249979,21
22,0,249978,22
23,0,249977,23
24,0,249976,24
25,0,249975,25
26,0,249974,26
27,0,249973,27
28,0,249972,28
29,0,249971,29
30,0,249970,30
31,0,249969,31
32,0,249968,32
33,0,249967,33
34,0,249966,34
35,0,249965,35
36,0,249964,36
37,0,249963,37
38,0,249962,38
39,0,249961,39
40,0,249960,40
41,0,249959,41
42,0,249958,42
43,0,249957,43
44,0,249956,44
45,0,249955,45
46,0,249954,46
47,0,249953,47
48,0,249952,48
49,0,249951,49
50,0,249950,50
51,0,249949,51
52,0,249948,52
53,0,249947,53
54,0,249946,54
55,0,249945,55
56,0,249944,56
57,0,249943,57
58,0,249942,58
59,0,249941,59
60,0,249940,60
61,0,249939,61
62,0,249938,61
63,0,249937,60
64,0,249936,59
65,0,249935,58
66,0,249934,57
67,0,249933,56
68,0,249932,55
69,0,249931,54
70,0,249930,53
71,0,249929,52
72,0,249928,51
73,0,249927,50
74,0,249926,49
75,0,249925,48
76,0,249924,47
77,0,249923,46
78,0,249922,45
79,0,249921,44
80,0,249920,43
81,0,249919,42
82,0,249918,41
83,0,249917,40
84,0,249916,39
85,0,249915,38
86,0,249914,37
87,0,249913,36
88,0,249912,35
89,0,249911,34
90,0,249910,33
91,0,249909,32
92,0,249908,31
93,0,249907,30
94,0,249906,29
95,0,249905,28
96,0,249904,27
97,0,249903,26
98,0,249902,25
99,0,249901,24
100,0,249900,23
101,0,249899,22
102,0,249898,21
103,0,249897,20
104,0,249896,19
105,0,249895,18
106,0,249894,17
107,0,249893,16
108,0,249892,15
109,0,249891,14
110,0,249890,13
111,0,249889,12
112,0,249888,11
113,0,249887,10
114,0,249886,9
115,0,249885,8
116,0,249884,7
117,0,249883,6
118,0,249882,5
119,0,249881,4
120,0,249880,3
121,0,249879,2
122,0,249878,1
123,0,249877,0
124,0,249876,1
125,0,249875,2
126,0,249874,3
127,0,249873,4
128,0,249872,5
129,0,249871,6
130,0,249870,7
131,0,249869,8
132,0,249868,9
133,0,249867,10
134,0,249866,11
135,0,249865,12
136,0,249864,13
137,0,249863,14
138,0,249862,15
139,0,249861,16
140,0,249860,17
141,0,249859,18
142,0,249858,19
143,0,249857,20
144,0,249856,21
145,0,249855,22
146,0,249854,23
147,0,249853,24
148,0,249852,25
149,0,249851,26
150,0,249850,27
151,0,249849,28
152,0,249848,29
153,0,249847,30
154,0,249846,31
155,0,249845,32
156,0,249844,33
157,0,249843,34
158,0,249842,35
159,0,249841,36
160,0,249840,37
161,0,249839,38
162,0,249838,39
163,0,249837,40
164,0,249836,41
165,0,249835,42
166,0,249834,43
167,0,249833,44
168,0,249832,45
169,0,249831,46
170,0,249830,47
171,0,249829,48
172,0,249828,49
173,0,249827,50
174,0,249826,51
175,0,249825,52
176,0,249824,53
177,0,249823,54
178,0,249822,55
179,0,249821,56
180,0,249820,57
181,0,249819,58
182,0,249818,59
183,0,249817,60
184,0,249816,61
185,0,249815,62
186,0,249814,63
187,0,249813,64
188,0,249812,65
189,0,249811,66
190,0,249810,67
191,0,249809,68
192,0,249808,69
193,0,249807,70
194,0,249806,71
195,0,249805,72
196,0,249804,73
197,0,249803,74
198,0,249802,75
199,0,249801,76
200,0,249800,77
201,0,249799,78
202,0,249798,79
203,0,249797,80
204,0,249796,81
205,0,249795,81
206,0,249794,80
207,0,249793,79
208,0,249792,78
209,0,249791,77
210,0,249790,76
211,0,249789,75
212,0,249788,74
213,0,249787,73
214,0,249786,72
215,0,249785,71
216,0,249784,70
217,0,249783,69
218,0,249782,68
219,0,249781,67
220,0,249780,66
221,0,249779,65
222,0,249778,64
223,0,249777,63
224,0,249776,62
225,0,249775,61
226,0,249774,60
227,0,249773,59
228,0,249772,58
229,0,249771,57
230,0,249770,56
231,0,249769,55
