Count,Frequency,Percentage
1,261309,22.32837733914381
2,135631,11.589421515850637
3,84646,7.23284627873195
4,62233,5.3176963171836285
5,49857,4.2601896949500135
6,42520,3.63325642997522
7,36447,3.114329659061779
8,32364,2.765444757754422
9,28656,2.4486029223276082
10,25687,2.1949072887293855
11,23411,2.000427240878407
12,21582,1.8441425275570367
13,19587,1.6736734170725454
14,18047,1.542083226523114
15,16848,1.4396308638810562
16,15413,1.3170127317781766
17,14633,1.2503631547466463
18,13428,1.1473981030504998
19,12339,1.0543450397334018
20,11552,0.9870973254721012
21,10771,0.9203623002648894
22,10305,0.880543450397334
23,9734,0.8317525420832266
24,8967,0.7662137913355549
25,8560,0.7314363838332051
26,7888,0.6740152097752713
27,7650,0.6536785439630863
28,7019,0.599760745108092
29,6721,0.5742971887550201
30,6501,0.5554985901051013
31,6133,0.524053661454328
32,5857,0.500469964966248
33,5443,0.46509442023412795
34,5312,0.45390070921985815
35,4908,0.4193796462445527
36,4650,0.39733401691873876
37,4433,0.3787917627958643
38,4235,0.36187302401093735
39,4101,0.3504229684696232
40,3922,0.33512774502264375
41,3683,0.3147056310347774
42,3590,0.30675895069640263
43,3451,0.29488165427668117
44,3265,0.2789882935999316
45,3134,0.2677945825856618
46,2997,0.25608818251730325
47,2860,0.24438178244894473
48,2795,0.2388276510296505
49,2683,0.2292574553533282
50,2468,0.21088609758181664
51,2399,0.20499017345979664
52,2444,0.20883534136546186
53,2191,0.1872169529180552
54,2187,0.1868751602153294
55,2030,0.17345979663334188
56,2001,0.17098179953857984
57,1931,0.1650004272408784
58,1861,0.15901905494317697
59,1780,0.15209775271297957
60,1711,0.14620182859095956
61,1573,0.1344099803469196
62,1583,0.13526446210373408
63,1481,0.12654874818422626
64,1445,0.1234726138596941
65,1464,0.12509612919764163
66,1320,0.11279159189951295
67,1303,0.1113389729129283
68,1283,0.10963000939929932
69,1274,0.10886097581816628
70,1191,0.101768777236606
71,1141,0.09749636845253354
72,1144,0.09775271297957788
73,1059,0.0904896180466547
74,1079,0.09219858156028368
75,964,0.08237204135691703
76,946,0.08083397419465095
77,926,0.07912501068102196
78,869,0.07425446466717935
79,904,0.07724515081603008
80,872,0.0745108091942237
81,831,0.07100743399128429
82,815,0.0696402631803811
83,760,0.0649406135179014
84,723,0.061779031017687766
85,791,0.06758950696402632
86,707,0.06041186020678458
87,635,0.05425959155772025
88,672,0.057421174057933864
89,638,0.0545159360847646
90,649,0.05545586601726053
91,598,0.05109800905750662
92,606,0.051781594462958214
93,592,0.05058532000341792
94,544,0.046483807570708364
95,547,0.04674015209775271
96,521,0.04451849953003503
97,553,0.047252841151841404
98,529,0.04520208493548662
99,495,0.04229684696231736
100,446,0.03810988635392634
101,435,0.0371699564214304
102,450,0.038451679056652144
103,424,0.03623002648893446
104,435,0.0371699564214304
105,408,0.034862855678031275
106,425,0.03631547466461591
107,386,0.032982995813039394
108,363,0.03101768777236606
109,411,0.03511920020507562
110,352,0.030077757839870118
111,350,0.02990686148850722
112,332,0.028368794326241134
113,343,0.029308724258737075
114,368,0.03144492865077331
115,334,0.02853969067760403
116,316,0.02700162351533795
117,294,0.025121763650346064
118,309,0.026403486285567802
119,311,0.0265743826369307
120,279,0.023840041015124325
121,264,0.02255831837990259
122,246,0.021020251217636503
123,279,0.023840041015124325
124,248,0.021191147568999404
125,266,0.022729214731265487
126,246,0.021020251217636503
127,282,0.024096385542168672
128,234,0.01999487310945911
129,234,0.01999487310945911
130,236,0.020165769460822013
131,227,0.01939673587968897
132,225,0.019225839528326072
133,216,0.01845680594719303
134,214,0.018285909595830128
135,195,0.016662394257882594
136,189,0.0161497052037939
137,205,0.017516876014697084
138,191,0.016320601555156796
139,173,0.014782534392890711
140,179,0.015295223446979407
141,164,0.014013500811757668
142,177,0.015124327095616508
143,164,0.014013500811757668
144,173,0.014782534392890711
145,169,0.014440741690164915
146,145,0.012389985473810133
147,167,0.014269845338802016
148,157,0.013415363581987524
149,153,0.013073570879261727
150,148,0.01264633000085448
151,162,0.01384260446039477
152,136,0.011620951892677091
153,145,0.012389985473810133
154,141,0.012048192771084336
155,122,0.010424677433136803
156,124,0.010595573784499702
157,126,0.0107664701358626
158,113,0.00965564385200376
159,122,0.010424677433136803
160,128,0.010937366487225497
161,104,0.008886610270870716
162,109,0.009313851149277963
163,111,0.009484747500640862
164,110,0.009399299324959412
165,114,0.009741092027685208
166,118,0.010082884730411006
167,97,0.008288473041100572
168,90,0.007690335811330428
169,101,0.008630265743826368
170,98,0.00837392121678202
171,91,0.007775783987011877
172,72,0.006152268649064342
173,81,0.006921302230197385
174,95,0.008117576689737675
175,70,0.005981372297701444
176,104,0.008886610270870716
177,93,0.007946680338374775
178,93,0.007946680338374775
179,83,0.0070921985815602835
180,63,0.0053832350679313
181,71,0.006066820473382893
182,96,0.008203024865419123
183,81,0.006921302230197385
184,72,0.006152268649064342
185,85,0.007263094932923182
186,66,0.005639579594975647
187,75,0.00640861317610869
188,70,0.005981372297701444
189,57,0.004870546013842604
190,70,0.005981372297701444
191,58,0.004955994189524054
192,66,0.005639579594975647
193,61,0.005212338716568401
194,58,0.004955994189524054
195,54,0.004614201486798257
196,49,0.00418696060839101
197,56,0.004785097838161155
198,56,0.004785097838161155
199,52,0.004443305135435358
200,54,0.004614201486798257
201,60,0.005126890540886952
202,58,0.004955994189524054
203,49,0.00418696060839101
204,49,0.00418696060839101
205,53,0.004528753311116808
206,61,0.005212338716568401
207,47,0.004016064257028112
208,44,0.0037597197299837648
209,46,0.003930616081346663
210,41,0.003503375202939417
211,40,0.003417927027257968
212,31,0.0026488934461249255
213,55,0.004699649662479706
214,49,0.00418696060839101
215,46,0.003930616081346663
216,56,0.004785097838161155
217,45,0.003845167905665214
218,29,0.002477997094762027
219,38,0.0032470306758950697
220,55,0.004699649662479706
221,39,0.0033324788515765188
222,30,0.002563445270443476
223,26,0.002221652567717679
224,35,0.002990686148850722
225,34,0.0029052379731692728
226,33,0.0028197897974878237
227,27,0.0023071007433991286
228,25,0.00213620439203623
229,40,0.003417927027257968
230,53,0.004528753311116808
231,33,0.0028197897974878237
232,35,0.002990686148850722
233,37,0.00316158250021362
234,51,0.004357856959753909
235,31,0.0026488934461249255
236,35,0.002990686148850722
237,31,0.0026488934461249255
238,33,0.0028197897974878237
239,32,0.002734341621806374
240,21,0.0017944116893104333
241,35,0.002990686148850722
242,22,0.0018798598649918824
243,30,0.002563445270443476
244,29,0.002477997094762027
245,28,0.0023925489190805777
246,31,0.0026488934461249255
247,30,0.002563445270443476
248,28,0.0023925489190805777
249,16,0.001367170810903187
250,17,0.0014526189865846364
251,25,0.00213620439203623
252,33,0.0028197897974878237
253,23,0.0019653080406733317
254,29,0.002477997094762027
255,22,0.0018798598649918824
256,18,0.0015380671622660855
257,27,0.0023071007433991286
258,22,0.0018798598649918824
259,23,0.0019653080406733317
260,19,0.0016235153379475348
261,20,0.001708963513628984
262,23,0.0019653080406733317
263,23,0.0019653080406733317
264,19,0.0016235153379475348
265,25,0.00213620439203623
266,21,0.0017944116893104333
267,15,0.001281722635221738
268,24,0.002050756216354781
269,17,0.0014526189865846364
270,26,0.002221652567717679
271,14,0.0011962744595402888
272,14,0.0011962744595402888
273,17,0.0014526189865846364
274,20,0.001708963513628984
275,22,0.0018798598649918824
276,14,0.0011962744595402888
277,18,0.0015380671622660855
278,19,0.0016235153379475348
279,20,0.001708963513628984
280,16,0.001367170810903187
281,18,0.0015380671622660855
282,18,0.0015380671622660855
283,13,0.0011108262838588395
284,27,0.0023071007433991286
285,17,0.0014526189865846364
286,20,0.001708963513628984
287,20,0.001708963513628984
288,12,0.0010253781081773904
289,22,0.0018798598649918824
290,11,0.0009399299324959412
291,17,0.0014526189865846364
292,18,0.0015380671622660855
293,12,0.0010253781081773904
294,17,0.0014526189865846364
295,14,0.0011962744595402888
296,17,0.0014526189865846364
297,14,0.0011962744595402888
298,9,0.0007690335811330428
299,13,0.0011108262838588395
300,5,0.000427240878407246
301,17,0.0014526189865846364
302,7,0.0005981372297701444
303,8,0.0006835854054515935
304,15,0.001281722635221738
305,17,0.0014526189865846364
306,21,0.0017944116893104333
307,12,0.0010253781081773904
308,12,0.0010253781081773904
309,7,0.0005981372297701444
310,12,0.0010253781081773904
311,22,0.0018798598649918824
312,10,0.000854481756814492
313,15,0.001281722635221738
314,11,0.0009399299324959412
315,11,0.0009399299324959412
316,12,0.0010253781081773904
317,12,0.0010253781081773904
318,16,0.001367170810903187
319,12,0.0010253781081773904
320,12,0.0010253781081773904
321,13,0.0011108262838588395
322,13,0.0011108262838588395
323,10,0.000854481756814492
324,8,0.0006835854054515935
325,14,0.0011962744595402888
326,7,0.0005981372297701444
327,13,0.0011108262838588395
328,8,0.0006835854054515935
329,9,0.0007690335811330428
330,11,0.0009399299324959412
331,6,0.0005126890540886952
332,11,0.0009399299324959412
333,10,0.000854481756814492
334,10,0.000854481756814492
335,12,0.0010253781081773904
336,8,0.0006835854054515935
337,7,0.0005981372297701444
338,11,0.0009399299324959412
339,11,0.0009399299324959412
340,12,0.0010253781081773904
341,6,0.0005126890540886952
342,10,0.000854481756814492
343,12,0.0010253781081773904
344,5,0.000427240878407246
345,10,0.000854481756814492
346,13,0.0011108262838588395
347,14,0.0011962744595402888
348,10,0.000854481756814492
349,14,0.0011962744595402888
350,8,0.0006835854054515935
351,5,0.000427240878407246
352,8,0.0006835854054515935
353,6,0.0005126890540886952
354,14,0.0011962744595402888
355,5,0.000427240878407246
356,6,0.0005126890540886952
357,9,0.0007690335811330428
358,7,0.0005981372297701444
359,14,0.0011962744595402888
360,12,0.0010253781081773904
361,5,0.000427240878407246
362,7,0.0005981372297701444
363,10,0.000854481756814492
364,2,0.00017089635136289838
365,16,0.001367170810903187
366,10,0.000854481756814492
367,7,0.0005981372297701444
368,8,0.0006835854054515935
369,6,0.0005126890540886952
370,8,0.0006835854054515935
371,10,0.000854481756814492
372,7,0.0005981372297701444
373,9,0.0007690335811330428
374,7,0.0005981372297701444
375,6,0.0005126890540886952
376,6,0.0005126890540886952
377,8,0.0006835854054515935
378,8,0.0006835854054515935
379,5,0.000427240878407246
380,2,0.00017089635136289838
381,6,0.0005126890540886952
382,6,0.0005126890540886952
383,5,0.000427240878407246
384,5,0.000427240878407246
385,6,0.0005126890540886952
386,5,0.000427240878407246
387,9,0.0007690335811330428
388,7,0.0005981372297701444
389,8,0.0006835854054515935
390,11,0.0009399299324959412
391,3,0.0002563445270443476
392,5,0.000427240878407246
393,4,0.00034179270272579677
394,6,0.0005126890540886952
395,2,0.00017089635136289838
396,6,0.0005126890540886952
397,6,0.0005126890540886952
398,2,0.00017089635136289838
399,6,0.0005126890540886952
400,4,0.00034179270272579677
401,2,0.00017089635136289838
402,10,0.000854481756814492
403,6,0.0005126890540886952
404,8,0.0006835854054515935
405,7,0.0005981372297701444
406,7,0.0005981372297701444
407,9,0.0007690335811330428
408,3,0.0002563445270443476
409,2,0.00017089635136289838
410,4,0.00034179270272579677
411,4,0.00034179270272579677
412,3,0.0002563445270443476
413,5,0.000427240878407246
414,8,0.0006835854054515935
415,4,0.00034179270272579677
416,4,0.00034179270272579677
417,4,0.00034179270272579677
418,6,0.0005126890540886952
419,1,8.544817568144919e-05
420,2,0.00017089635136289838
421,11,0.0009399299324959412
422,4,0.00034179270272579677
423,3,0.0002563445270443476
424,7,0.0005981372297701444
425,7,0.0005981372297701444
426,5,0.000427240878407246
427,3,0.0002563445270443476
428,5,0.000427240878407246
429,2,0.00017089635136289838
430,6,0.0005126890540886952
431,4,0.00034179270272579677
432,6,0.0005126890540886952
433,6,0.0005126890540886952
434,4,0.00034179270272579677
435,4,0.00034179270272579677
436,5,0.000427240878407246
437,2,0.00017089635136289838
438,3,0.0002563445270443476
439,4,0.00034179270272579677
440,6,0.0005126890540886952
441,7,0.0005981372297701444
442,3,0.0002563445270443476
443,4,0.00034179270272579677
444,3,0.0002563445270443476
445,3,0.0002563445270443476
446,6,0.0005126890540886952
447,6,0.0005126890540886952
448,2,0.00017089635136289838
449,4,0.00034179270272579677
450,5,0.000427240878407246
451,4,0.00034179270272579677
452,4,0.00034179270272579677
453,3,0.0002563445270443476
454,4,0.00034179270272579677
455,4,0.00034179270272579677
456,4,0.00034179270272579677
457,6,0.0005126890540886952
458,4,0.00034179270272579677
459,3,0.0002563445270443476
460,2,0.00017089635136289838
461,3,0.0002563445270443476
462,2,0.00017089635136289838
463,2,0.00017089635136289838
464,3,0.0002563445270443476
465,6,0.0005126890540886952
466,3,0.0002563445270443476
467,4,0.00034179270272579677
468,4,0.00034179270272579677
469,1,8.544817568144919e-05
470,6,0.0005126890540886952
471,1,8.544817568144919e-05
472,6,0.0005126890540886952
473,1,8.544817568144919e-05
474,2,0.00017089635136289838
475,5,0.000427240878407246
476,2,0.00017089635136289838
478,2,0.00017089635136289838
479,3,0.0002563445270443476
480,7,0.0005981372297701444
481,2,0.00017089635136289838
482,2,0.00017089635136289838
483,1,8.544817568144919e-05
484,2,0.00017089635136289838
485,4,0.00034179270272579677
487,1,8.544817568144919e-05
488,3,0.0002563445270443476
489,2,0.00017089635136289838
490,2,0.00017089635136289838
491,2,0.00017089635136289838
492,2,0.00017089635136289838
493,5,0.000427240878407246
494,5,0.000427240878407246
495,5,0.000427240878407246
496,3,0.0002563445270443476
497,2,0.00017089635136289838
498,3,0.0002563445270443476
499,4,0.00034179270272579677
500,4,0.00034179270272579677
501,3,0.0002563445270443476
502,3,0.0002563445270443476
503,5,0.000427240878407246
504,5,0.000427240878407246
505,2,0.00017089635136289838
506,5,0.000427240878407246
507,6,0.0005126890540886952
508,2,0.00017089635136289838
509,2,0.00017089635136289838
510,1,8.544817568144919e-05
511,3,0.0002563445270443476
512,4,0.00034179270272579677
513,6,0.0005126890540886952
514,1,8.544817568144919e-05
515,2,0.00017089635136289838
516,2,0.00017089635136289838
517,6,0.0005126890540886952
518,1,8.544817568144919e-05
519,3,0.0002563445270443476
520,5,0.000427240878407246
521,4,0.00034179270272579677
522,1,8.544817568144919e-05
523,2,0.00017089635136289838
524,3,0.0002563445270443476
525,4,0.00034179270272579677
526,2,0.00017089635136289838
527,2,0.00017089635136289838
528,7,0.0005981372297701444
529,3,0.0002563445270443476
531,7,0.0005981372297701444
532,2,0.00017089635136289838
533,3,0.0002563445270443476
535,2,0.00017089635136289838
536,1,8.544817568144919e-05
537,4,0.00034179270272579677
538,3,0.0002563445270443476
539,2,0.00017089635136289838
540,1,8.544817568144919e-05
541,2,0.00017089635136289838
542,2,0.00017089635136289838
543,3,0.0002563445270443476
544,1,8.544817568144919e-05
545,6,0.0005126890540886952
546,2,0.00017089635136289838
547,1,8.544817568144919e-05
548,2,0.00017089635136289838
549,1,8.544817568144919e-05
550,4,0.00034179270272579677
551,2,0.00017089635136289838
552,1,8.544817568144919e-05
553,1,8.544817568144919e-05
554,3,0.0002563445270443476
555,2,0.00017089635136289838
556,2,0.00017089635136289838
557,1,8.544817568144919e-05
558,3,0.0002563445270443476
559,4,0.00034179270272579677
560,2,0.00017089635136289838
561,1,8.544817568144919e-05
562,3,0.0002563445270443476
563,2,0.00017089635136289838
564,1,8.544817568144919e-05
565,3,0.0002563445270443476
566,2,0.00017089635136289838
567,6,0.0005126890540886952
568,1,8.544817568144919e-05
569,1,8.544817568144919e-05
570,3,0.0002563445270443476
572,1,8.544817568144919e-05
