Count,Frequency,Percentage
1,246340,24.345577938166542
2,118107,11.672416877255158
3,66748,6.596649493451085
4,45098,4.456997945341539
5,34442,3.4038743011542256
6,29234,2.8891719795581743
7,24992,2.469938636967842
8,22385,2.2122909886573763
9,20039,1.9804377539292009
10,18455,1.8238923473608164
11,16647,1.6452092065302362
12,15513,1.5331369268278703
13,14355,1.4186927470259831
14,13459,1.3301418099772
15,12313,1.2168835802250735
16,11464,1.1329776142045191
17,10967,1.0838595163102722
18,10535,1.0411653145188946
19,9882,0.9766298659777615
20,9165,0.9057693505045723
21,8763,0.866040023837596
22,8497,0.8397514644012385
23,7948,0.7854942496246962
24,7603,0.7513981856940822
25,7111,0.7027742336539022
26,6925,0.6843920078826147
27,6576,0.6499006272687471
28,6271,0.619757730170668
29,6220,0.614717442459186
30,5735,0.5667852946146997
31,5450,0.5386189809328881
32,5277,0.5215215343821744
33,5122,0.5062030129061014
34,4870,0.4812980618611312
35,4732,0.4676596362888856
36,4467,0.44146990602334146
37,4334,0.42832562630516274
38,4328,0.4277326512802825
39,4073,0.4025312127228721
40,3949,0.39027639554201377
41,3753,0.37090587806259245
42,3672,0.3629007152267092
43,3561,0.3519306772664247
44,3397,0.33572269325303133
45,3231,0.31931705089801127
46,3207,0.3169451507984903
47,3022,0.2986617541980161
48,2942,0.2907554205329462
49,2849,0.2815643076473024
50,2702,0.26703641953773644
51,2797,0.276425190765007
52,2595,0.2564616982607054
53,2533,0.2503342896702762
54,2513,0.24835770625400874
55,2341,0.23135908887410844
56,2331,0.2303707971659747
57,2303,0.22760358038320022
58,2138,0.21129676719899354
59,2093,0.2068494545123917
60,2031,0.20072204592196252
61,2061,0.2036869210463637
62,1893,0.1870836203497169
63,1797,0.17759601995163302
64,1797,0.17759601995163302
65,1746,0.17255573224015094
66,1697,0.16771310287029562
67,1678,0.1658353486248415
68,1596,0.15773135661814483
69,1553,0.15348170227316976
70,1540,0.15219692305259588
71,1490,0.1472554645119272
72,1444,0.142709322654512
73,1423,0.14063391006743114
74,1357,0.13411118479374845
75,1277,0.12620485112867855
76,1302,0.1286755803990129
77,1293,0.12778611786169253
78,1247,0.12323997600427732
79,1170,0.11563012985164754
80,1111,0.10979920877365847
81,1159,0.11454300897270042
82,1047,0.10347414184160254
83,1068,0.1055495544286834
84,1047,0.10347414184160254
85,1020,0.10080575422964143
86,1018,0.10060809588801468
87,915,0.09042869129423717
88,916,0.09052752046505055
89,890,0.08795796202390282
90,883,0.0872661578282092
