filename,true_pi,true_mu,true_theta,estimated_pi,estimated_mu,estimated_theta,iterations,converged,log_likelihood,pi_error,mu_error,theta_error,pi_relative_error,mu_relative_error,theta_relative_error
zinb_pi0.1_mu1_theta0.01.csv,0.1,1,0.01,0.8072584897078801,7.460769596650782,0.06648386752395123,57,True,-409.80519588932225,0.7072584897078801,6.460769596650782,0.05648386752395123,7.072584897078801,6.460769596650782,5.648386752395123
zinb_pi0.1_mu1_theta0.1.csv,0.1,1,0.1,0.5726414879853705,1.843885117170721,0.2763424674147515,50,True,-899.0780069729248,0.47264148798537053,0.8438851171707209,0.17634246741475149,4.726414879853705,0.8438851171707209,1.7634246741475148
zinb_pi0.1_mu1_theta1.csv,0.1,1,1.0,0.15997508803066657,0.9868754940332817,1.148626909668905,100,False,-1256.926532036249,0.05997508803066656,0.013124505966718325,0.14862690966890502,0.5997508803066656,0.013124505966718325,0.14862690966890502
zinb_pi0.1_mu1_theta5.csv,0.1,1,5.0,0.12275626568924473,1.0248007079883432,6.348287887137721,100,False,-1289.7788761429326,0.02275626568924473,0.024800707988343218,1.3482878871377206,0.22756265689244728,0.024800707988343218,0.26965757742754415
zinb_pi0.1_mu1_theta10.csv,0.1,1,10.0,0.109506489903983,0.9960768831480417,14.92435004134061,100,False,-1269.3881798380194,0.009506489903982993,0.0039231168519583415,4.92435004134061,0.09506489903982993,0.0039231168519583415,0.49243500413406094
zinb_pi0.1_mu1_theta50.csv,0.1,1,50.0,0.09039259248335577,0.985040351030348,1000000.0,100,False,-1257.516773751563,0.00960740751664424,0.014959648969651962,999950.0,0.0960740751664424,0.014959648969651962,19999.0
zinb_pi0.1_mu1_theta75.csv,0.1,1,75.0,0.0160955497945877,0.932001069624754,145.83628594983088,100,False,-1258.0372056512651,0.0839044502054123,0.06799893037524596,70.83628594983088,0.839044502054123,0.06799893037524596,0.9444838126644117
zinb_pi0.1_mu1_theta100.csv,0.1,1,100.0,0.11542099787192851,1.0434342187407764,1000000.0,100,False,-1280.0553288074293,0.015420997871928507,0.043434218740776354,999900.0,0.15420997871928507,0.043434218740776354,9999.0
zinb_pi0.1_mu1_theta200.csv,0.1,1,200.0,0.01340515312867103,0.9122285635831802,6.348287887137721,100,False,-1270.057603212313,0.08659484687132897,0.08777143641681984,193.65171211286227,0.8659484687132897,0.08777143641681984,0.9682585605643114
zinb_pi0.1_mu2_theta0.01.csv,0.1,2,0.01,0.7896539985046672,7.810940014642747,0.049999999999999996,70,True,-380.9388849675329,0.6896539985046672,5.810940014642747,0.039999999999999994,6.896539985046672,2.9054700073213735,3.999999999999999
zinb_pi0.1_mu2_theta0.1.csv,0.1,2,0.1,0.28552198634954495,2.573907055031782,0.11754626055616388,100,False,-1171.6733557404316,0.18552198634954495,0.573907055031782,0.017546260556163873,1.8552198634954493,0.286953527515891,0.17546260556163873
zinb_pi0.1_mu2_theta1.csv,0.1,2,1.0,0.03621532867973987,1.7763303888769901,0.8638388171800515,100,False,-1781.1307149989038,0.06378467132026014,0.22366961112300987,0.1361611828199485,0.6378467132026013,0.11183480556150494,0.1361611828199485
zinb_pi0.1_mu2_theta5.csv,0.1,2,5.0,0.15444917649559972,2.1370684644488387,11.22403870079009,26,True,-1768.4276725196776,0.054449176495599716,0.1370684644488387,6.224038700790089,0.5444917649559972,0.06853423222441934,1.2448077401580178
zinb_pi0.1_mu2_theta10.csv,0.1,2,10.0,0.12359918963330603,2.10406012658575,11.22403870079009,30,True,-1769.3957504614618,0.023599189633306025,0.10406012658574992,1.2240387007900893,0.23599189633306025,0.05203006329287496,0.12240387007900892
zinb_pi0.1_mu2_theta50.csv,0.1,2,50.0,0.08895171788320012,2.0119680108951705,19.844570220591297,37,True,-1737.1114064740036,0.011048282116799882,0.011968010895170522,30.155429779408703,0.11048282116799882,0.005984005447585261,0.6031085955881741
zinb_pi0.1_mu2_theta75.csv,0.1,2,75.0,0.0773912448479611,1.9650799863710717,46.65310043549431,41,True,-1712.7282075342896,0.022608755152038904,0.03492001362892827,28.34689956450569,0.22608755152038904,0.017460006814464135,0.3779586608600759
